Dataset Name,Column 1,Column 2,Control Column,Partial Correlation Coefficient
Terrorist Attacks Dataset,Death Age 100+,Attack method: Hostage Taking (Kidnapping),Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.51434, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age 100+,Death Age : 21-50 ,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.71965, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age 100+,Death Age : 6-10 ,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.52778, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age 100+,Terrorist Death Type : Killed,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.71097, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age: 51-99 ,Terrorism deaths,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.78629, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age: 51-99 ,Attack method: Armed Assault,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.57485, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age: 51-99 ,Death Age : 21-50 ,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.82248, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age: 51-99 ,Death Age : 6-10 ,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.61536, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age: 51-99 ,Terrorist Death Type : Suicide,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.62358, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 21-50 ,Terrorist attacks,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.74786, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 21-50 ,Attack method: Hostage Taking (Kidnapping),Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.76494, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 21-50 ,Attack method: Bombing/Explosion,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.63365, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 21-50 ,Death Age: 51-99 ,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.82248, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 21-50 ,Death Age : 6-10 ,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.83342, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 21-50 ,Terrorist Death Type : Suicide,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.70846, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 11-20 ,Terrorist attacks,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.81473, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 11-20 ,Attack method: Hostage Taking (Kidnapping),Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.76001, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 11-20 ,Attack method: Bombing/Explosion,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.69588, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 11-20 ,Death Age: 51-99 ,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.72699, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 11-20 ,Death Age : 6-10 ,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.92073, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 11-20 ,Terrorist Death Type : Suicide,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.72839, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 6-10 ,Terrorist attacks,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.85563, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 6-10 ,Attack method: Hostage Taking (Kidnapping),Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.7777, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 6-10 ,Attack method: Bombing/Explosion,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.71277, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 6-10 ,Death Age: 51-99 ,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.61536, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 6-10 ,Death Age : 11-20 ,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.92073, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 6-10 ,Terrorist Death Type : Suicide,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.61316, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age :  1-5,Terrorist attacks,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.97393, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age :  1-5,Attack method: Hostage Taking (Kidnapping),Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.75, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age :  1-5,Attack method: Bombing/Explosion,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.91755, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age :  1-5,Death Age : 21-50 ,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.72665, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age :  1-5,Death Age : 6-10 ,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.88181, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age :  1-5,Terrorist Death Type : Killed,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.82226, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Terrorism deaths,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.75984, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Attack method: Armed Assault,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.50609, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Death Age 100+,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.53243, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Death Age : 21-50 ,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.70846, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Death Age : 6-10 ,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.61316, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Terrorist Death Type : Killed,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.57876, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Terrorism deaths,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.96993, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Attack method: Armed Assault,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.82443, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Death Age 100+,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.71097, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Death Age : 21-50 ,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.90744, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Death Age : 6-10 ,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.94039, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Terrorist Death Type : Suicide,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.57876, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Assassination,Attack method: Facility/Infrastructure Attack,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.51974, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Assassination,Death Age :  1-5,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.52033, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Armed Assault,Attack method: Assassination,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.60953, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Armed Assault,Death Age : 6-10 ,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.57158, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Armed Assault,Terrorist Death Type : Killed,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.56162, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Terrorism deaths,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.59549, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Death Age :  1-5,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.88447, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age 100+,Terrorism deaths,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.60747, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age 100+,Death Age : 21-50 ,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.59284, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age: 51-99 ,Terrorism deaths,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.63284, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age: 51-99 ,Death Age : 21-50 ,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.70061, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age: 51-99 ,Terrorist Death Type : Killed,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.55977, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 21-50 ,Death Age 100+,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.59284, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 21-50 ,Death Age : 11-20 ,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.82178, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 21-50 ,Terrorist Death Type : Killed,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.75708, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 11-20 ,Terrorism deaths,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.86847, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 11-20 ,Death Age : 21-50 ,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.82178, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 11-20 ,Death Age :  1-5,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.57456, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 11-20 ,Terrorist Death Type : Killed,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.78905, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 6-10 ,Terrorism deaths,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.82147, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 6-10 ,Death Age : 21-50 ,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.57808, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 6-10 ,Death Age :  1-5,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.71708, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age :  1-5,Terrorist attacks,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.9195, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age :  1-5,Attack method: Assassination,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.52033, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age :  1-5,Attack method: Bombing/Explosion,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.88447, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age :  1-5,Death Age : 6-10 ,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.71708, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Terrorism deaths,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.56325, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Death Age : 11-20 ,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.50853, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Terrorism deaths,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.91918, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Death Age 100+,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.56543, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Death Age : 21-50 ,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.75708, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Death Age : 6-10 ,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.84929, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Armed Assault,Terrorist attacks,Attack method: Assassination,"{""coefficient"": 0.89515, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Armed Assault,Attack method: Facility/Infrastructure Attack,Attack method: Assassination,"{""coefficient"": 0.63433, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Armed Assault,Attack method: Bombing/Explosion,Attack method: Assassination,"{""coefficient"": 0.76371, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Armed Assault,Death Age: 51-99 ,Attack method: Assassination,"{""coefficient"": 0.63061, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Armed Assault,Death Age : 11-20 ,Attack method: Assassination,"{""coefficient"": 0.76332, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Armed Assault,Death Age :  1-5,Attack method: Assassination,"{""coefficient"": 0.85972, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Armed Assault,Terrorist Death Type : Killed,Attack method: Assassination,"{""coefficient"": 0.83569, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Terrorism deaths,Attack method: Assassination,"{""coefficient"": 0.80355, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Attack method: Armed Assault,Attack method: Assassination,"{""coefficient"": 0.76371, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Death Age : 21-50 ,Attack method: Assassination,"{""coefficient"": 0.67815, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Death Age : 6-10 ,Attack method: Assassination,"{""coefficient"": 0.74228, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Terrorist Death Type : Suicide,Attack method: Assassination,"{""coefficient"": 0.81646, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age 100+,Terrorist attacks,Attack method: Assassination,"{""coefficient"": 0.56066, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age 100+,Attack method: Hostage Taking (Kidnapping),Attack method: Assassination,"{""coefficient"": 0.57874, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age 100+,Death Age: 51-99 ,Attack method: Assassination,"{""coefficient"": 0.76916, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age 100+,Death Age : 11-20 ,Attack method: Assassination,"{""coefficient"": 0.66048, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age 100+,Death Age :  1-5,Attack method: Assassination,"{""coefficient"": 0.50978, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age 100+,Terrorist Death Type : Killed,Attack method: Assassination,"{""coefficient"": 0.77093, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age: 51-99 ,Terrorism deaths,Attack method: Assassination,"{""coefficient"": 0.81214, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age: 51-99 ,Attack method: Armed Assault,Attack method: Assassination,"{""coefficient"": 0.63061, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age: 51-99 ,Death Age 100+,Attack method: Assassination,"{""coefficient"": 0.76916, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age: 51-99 ,Death Age : 11-20 ,Attack method: Assassination,"{""coefficient"": 0.75822, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age: 51-99 ,Death Age :  1-5,Attack method: Assassination,"{""coefficient"": 0.58801, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age: 51-99 ,Terrorist Death Type : Killed,Attack method: Assassination,"{""coefficient"": 0.78658, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 21-50 ,Terrorism deaths,Attack method: Assassination,"{""coefficient"": 0.9431, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 21-50 ,Attack method: Armed Assault,Attack method: Assassination,"{""coefficient"": 0.73884, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 21-50 ,Death Age 100+,Attack method: Assassination,"{""coefficient"": 0.76, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 21-50 ,Death Age : 11-20 ,Attack method: Assassination,"{""coefficient"": 0.93659, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 21-50 ,Death Age :  1-5,Attack method: Assassination,"{""coefficient"": 0.76201, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 21-50 ,Terrorist Death Type : Killed,Attack method: Assassination,"{""coefficient"": 0.92273, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 11-20 ,Terrorism deaths,Attack method: Assassination,"{""coefficient"": 0.95062, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 11-20 ,Attack method: Armed Assault,Attack method: Assassination,"{""coefficient"": 0.76332, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 11-20 ,Death Age 100+,Attack method: Assassination,"{""coefficient"": 0.66048, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 11-20 ,Death Age : 21-50 ,Attack method: Assassination,"{""coefficient"": 0.93659, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 11-20 ,Death Age :  1-5,Attack method: Assassination,"{""coefficient"": 0.8358, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 11-20 ,Terrorist Death Type : Killed,Attack method: Assassination,"{""coefficient"": 0.92126, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 6-10 ,Terrorism deaths,Attack method: Assassination,"{""coefficient"": 0.9404, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 6-10 ,Attack method: Armed Assault,Attack method: Assassination,"{""coefficient"": 0.83823, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 6-10 ,Death Age 100+,Attack method: Assassination,"{""coefficient"": 0.60258, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 6-10 ,Death Age : 21-50 ,Attack method: Assassination,"{""coefficient"": 0.8551, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 6-10 ,Death Age :  1-5,Attack method: Assassination,"{""coefficient"": 0.89003, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 6-10 ,Terrorist Death Type : Killed,Attack method: Assassination,"{""coefficient"": 0.94427, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age :  1-5,Terrorism deaths,Attack method: Assassination,"{""coefficient"": 0.89131, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age :  1-5,Attack method: Hostage Taking (Kidnapping),Attack method: Assassination,"{""coefficient"": 0.83316, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age :  1-5,Attack method: Bombing/Explosion,Attack method: Assassination,"{""coefficient"": 0.93018, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age :  1-5,Death Age: 51-99 ,Attack method: Assassination,"{""coefficient"": 0.58801, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age :  1-5,Death Age : 11-20 ,Attack method: Assassination,"{""coefficient"": 0.8358, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age :  1-5,Terrorist Death Type : Suicide,Attack method: Assassination,"{""coefficient"": 0.81278, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Terrorist attacks,Attack method: Assassination,"{""coefficient"": 0.79626, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Attack method: Hostage Taking (Kidnapping),Attack method: Assassination,"{""coefficient"": 0.67698, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Attack method: Bombing/Explosion,Attack method: Assassination,"{""coefficient"": 0.81646, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Death Age: 51-99 ,Attack method: Assassination,"{""coefficient"": 0.67649, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Death Age : 11-20 ,Attack method: Assassination,"{""coefficient"": 0.79039, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Death Age :  1-5,Attack method: Assassination,"{""coefficient"": 0.81278, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Terrorist attacks,Attack method: Assassination,"{""coefficient"": 0.84042, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Attack method: Hostage Taking (Kidnapping),Attack method: Assassination,"{""coefficient"": 0.83973, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Attack method: Bombing/Explosion,Attack method: Assassination,"{""coefficient"": 0.72077, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Death Age: 51-99 ,Attack method: Assassination,"{""coefficient"": 0.78658, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Death Age : 11-20 ,Attack method: Assassination,"{""coefficient"": 0.92126, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Death Age :  1-5,Attack method: Assassination,"{""coefficient"": 0.83576, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Terrorist attacks,Attack method: Armed Assault,"{""coefficient"": 0.91125, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
