Dataset Name,Column,Mean,Median,Mode,Range,Quartile,Standard Deviation,Skewness,Kurtosis
Lung Cancer Survey Dataset,PEER_PRESSURE,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""1""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Lung Cancer Survey Dataset,CHRONIC DISEASE,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""1""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Lung Cancer Survey Dataset,FATIGUE ,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""1""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Lung Cancer Survey Dataset,ALLERGY ,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""1""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Lung Cancer Survey Dataset,WHEEZING,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""1""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Lung Cancer Survey Dataset,ALCOHOL CONSUMING,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""1""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Lung Cancer Survey Dataset,COUGHING,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""1""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Lung Cancer Survey Dataset,SHORTNESS OF BREATH,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""1""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Lung Cancer Survey Dataset,SWALLOWING DIFFICULTY,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Lung Cancer Survey Dataset,CHEST PAIN,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""1""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Lung Cancer Survey Dataset,LUNG_CANCER,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""YES""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Monroe County Car Crach Dataset,Weekend?,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Weekday""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Monroe County Car Crach Dataset,Hour,"{""conclusion"": ""1347.26535""}","{""conclusion"": ""1400.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""2300.0""}","{""conclusion"": ""\""{'Min': 0.0, 'Q1': 1000.0, 'Median': 1400.0, 'Q3': 1700.0, 'Max': 2300.0}\""""}","{""conclusion"": ""531.64909""}","{""conclusion"": ""-0.52851""}","{""conclusion"": ""-0.0943""}"
Monroe County Car Crach Dataset,Collision Type,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""2-Car""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Monroe County Car Crach Dataset,Injury Type,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""No injury/unknown""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Monroe County Car Crach Dataset,Primary Factor,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""FAILURE TO YIELD RIGHT OF WAY""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Netflix TV Shows and Movies Scores Dataset in IMDB,type,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""MOVIE""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Netflix TV Shows and Movies Scores Dataset in IMDB,age_certification,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""TV-MA""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Netflix TV Shows and Movies Scores Dataset in IMDB,runtime,"{""conclusion"": ""79.19989""}","{""conclusion"": ""87.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""235.0""}","{""conclusion"": ""\""{'Min': 0.0, 'Q1': 45.0, 'Median': 87.0, 'Q3': 106.0, 'Max': 235.0}\""""}","{""conclusion"": ""38.91229""}","{""conclusion"": ""0.12985""}","{""conclusion"": ""-0.54854""}"
Netflix TV Shows and Movies Scores Dataset in IMDB,imdb_score,"{""conclusion"": ""6.53345""}","{""conclusion"": ""6.6""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""8.1""}","{""conclusion"": ""\""{'Min': 1.5, 'Q1': 5.8, 'Median': 6.6, 'Q3': 7.4, 'Max': 9.6}\""""}","{""conclusion"": ""1.16082""}","{""conclusion"": ""-0.6599""}","{""conclusion"": ""0.78618""}"
Netflix TV Shows and Movies Scores Dataset in IMDB,imdb_votes,"{""conclusion"": ""23407.19499""}","{""conclusion"": ""2279.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""2268283.0""}","{""conclusion"": ""\""{'Min': 5.0, 'Q1': 521.0, 'Median': 2279.0, 'Q3': 10144.0, 'Max': 2268288.0}\""""}","{""conclusion"": ""87126.04373""}","{""conclusion"": ""11.30585""}","{""conclusion"": ""202.17161""}"
Obesity or CVD Risk Dataset,Gender,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Male""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Obesity or CVD Risk Dataset,Age,"{""conclusion"": ""24.3126""}","{""conclusion"": ""22.77789""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""47.0""}","{""conclusion"": ""\""{'Min': 14.0, 'Q1': 19.947192, 'Median': 22.77789, 'Q3': 26.0, 'Max': 61.0}\""""}","{""conclusion"": ""6.34447""}","{""conclusion"": ""1.5291""}","{""conclusion"": ""2.82639""}"
Obesity or CVD Risk Dataset,Height,"{""conclusion"": ""1.70168""}","{""conclusion"": ""1.7005""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""0.53""}","{""conclusion"": ""\""{'Min': 1.45, 'Q1': 1.63, 'Median': 1.700499, 'Q3': 1.768464, 'Max': 1.98}\""""}","{""conclusion"": ""0.09328""}","{""conclusion"": ""-0.01285""}","{""conclusion"": ""-0.56295""}"
Obesity or CVD Risk Dataset,Weight,"{""conclusion"": ""86.58606""}","{""conclusion"": ""83.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""134.0""}","{""conclusion"": ""\""{'Min': 39.0, 'Q1': 65.473343, 'Median': 83.0, 'Q3': 107.430682, 'Max': 173.0}\""""}","{""conclusion"": ""26.18497""}","{""conclusion"": ""0.25541""}","{""conclusion"": ""-0.6999""}"
Obesity or CVD Risk Dataset,family_history_with_overweight,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""yes""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Obesity or CVD Risk Dataset,FAVC,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""yes""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Obesity or CVD Risk Dataset,FCVC,"{""conclusion"": ""2.41904""}","{""conclusion"": ""2.3855""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""2.0""}","{""conclusion"": ""\""{'Min': 1.0, 'Q1': 2.0, 'Median': 2.385502, 'Q3': 3.0, 'Max': 3.0}\""""}","{""conclusion"": ""0.5338""}","{""conclusion"": ""-0.43291""}","{""conclusion"": ""-0.63755""}"
Obesity or CVD Risk Dataset,NCP,"{""conclusion"": ""2.68563""}","{""conclusion"": ""3.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""3.0""}","{""conclusion"": ""\""{'Min': 1.0, 'Q1': 2.658738, 'Median': 3.0, 'Q3': 3.0, 'Max': 4.0}\""""}","{""conclusion"": ""0.77785""}","{""conclusion"": ""-1.1071""}","{""conclusion"": ""0.38553""}"
Obesity or CVD Risk Dataset,CAEC,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Sometimes""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Obesity or CVD Risk Dataset,SMOKE,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""no""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Obesity or CVD Risk Dataset,CH2O,"{""conclusion"": ""2.00801""}","{""conclusion"": ""2.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""2.0""}","{""conclusion"": ""\""{'Min': 1.0, 'Q1': 1.5848125, 'Median': 2.0, 'Q3': 2.47742, 'Max': 3.0}\""""}","{""conclusion"": ""0.61281""}","{""conclusion"": ""-0.10491""}","{""conclusion"": ""-0.87939""}"
Obesity or CVD Risk Dataset,SCC,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""no""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Obesity or CVD Risk Dataset,FAF,"{""conclusion"": ""1.0103""}","{""conclusion"": ""1.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""3.0""}","{""conclusion"": ""\""{'Min': 0.0, 'Q1': 0.124505, 'Median': 1.0, 'Q3': 1.6666775, 'Max': 3.0}\""""}","{""conclusion"": ""0.85039""}","{""conclusion"": ""0.49849""}","{""conclusion"": ""-0.62059""}"
Obesity or CVD Risk Dataset,TUE,"{""conclusion"": ""0.65787""}","{""conclusion"": ""0.62535""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""2.0""}","{""conclusion"": ""\""{'Min': 0.0, 'Q1': 0.0, 'Median': 0.62535, 'Q3': 1.0, 'Max': 2.0}\""""}","{""conclusion"": ""0.60878""}","{""conclusion"": ""0.6185""}","{""conclusion"": ""-0.54866""}"
Obesity or CVD Risk Dataset,CALC,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Sometimes""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Obesity or CVD Risk Dataset,MTRANS,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Public_Transportation""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Obesity or CVD Risk Dataset,NObeyesdad,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Obesity_Type_I""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Pokedex Dataset,Type_1,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Water""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Pokedex Dataset,Type_2,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Flying""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Pokedex Dataset,Total,"{""conclusion"": ""417.94591""}","{""conclusion"": ""424.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""540""}","{""conclusion"": ""\""{'Min': 180.0, 'Q1': 320.0, 'Median': 424.0, 'Q3': 499.0, 'Max': 720.0}\""""}","{""conclusion"": ""109.58759""}","{""conclusion"": ""0.06165""}","{""conclusion"": ""-0.64292""}"
Pokedex Dataset,HP,"{""conclusion"": ""68.38003""}","{""conclusion"": ""65.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""254.0""}","{""conclusion"": ""\""{'Min': 1.0, 'Q1': 50.0, 'Median': 65.0, 'Q3': 80.0, 'Max': 255.0}\""""}","{""conclusion"": ""25.83034""}","{""conclusion"": ""1.66921""}","{""conclusion"": ""7.7807""}"
Pokedex Dataset,Attack,"{""conclusion"": ""75.01387""}","{""conclusion"": ""74.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""160.0""}","{""conclusion"": ""\""{'Min': 5.0, 'Q1': 53.0, 'Median': 74.0, 'Q3': 95.0, 'Max': 165.0}\""""}","{""conclusion"": ""28.96437""}","{""conclusion"": ""0.30842""}","{""conclusion"": ""-0.26722""}"
Pokedex Dataset,Defense,"{""conclusion"": ""70.8086""}","{""conclusion"": ""65.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""225.0""}","{""conclusion"": ""\""{'Min': 5.0, 'Q1': 50.0, 'Median': 65.0, 'Q3': 85.0, 'Max': 230.0}\""""}","{""conclusion"": ""29.27623""}","{""conclusion"": ""1.12147""}","{""conclusion"": ""2.48501""}"
Pokedex Dataset,Sp_Atk,"{""conclusion"": ""68.73786""}","{""conclusion"": ""65.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""144.0""}","{""conclusion"": ""\""{'Min': 10.0, 'Q1': 45.0, 'Median': 65.0, 'Q3': 90.0, 'Max': 154.0}\""""}","{""conclusion"": ""28.76803""}","{""conclusion"": ""0.5271""}","{""conclusion"": ""-0.25328""}"
Pokedex Dataset,Sp_Def,"{""conclusion"": ""69.29126""}","{""conclusion"": ""65.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""210.0""}","{""conclusion"": ""\""{'Min': 20.0, 'Q1': 50.0, 'Median': 65.0, 'Q3': 85.0, 'Max': 230.0}\""""}","{""conclusion"": ""26.99712""}","{""conclusion"": ""1.02776""}","{""conclusion"": ""2.39175""}"
Pokedex Dataset,Speed,"{""conclusion"": ""65.71429""}","{""conclusion"": ""65.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""155.0""}","{""conclusion"": ""\""{'Min': 5.0, 'Q1': 45.0, 'Median': 65.0, 'Q3': 85.0, 'Max': 160.0}\""""}","{""conclusion"": ""27.259""}","{""conclusion"": ""0.27857""}","{""conclusion"": ""-0.44618""}"
Pokedex Dataset,Generation,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""5""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Pokedex Dataset,isLegendary,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""False""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Pokedex Dataset,Color,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Blue""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Pokedex Dataset,hasGender,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""True""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Pokedex Dataset,Pr_Male,"{""conclusion"": ""0.55338""}","{""conclusion"": ""0.5""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""1.0""}","{""conclusion"": ""\""{'Min': 0.0, 'Q1': 0.5, 'Median': 0.5, 'Q3': 0.5, 'Max': 1.0}\""""}","{""conclusion"": ""0.19981""}","{""conclusion"": ""0.08947""}","{""conclusion"": ""1.1871""}"
Pokedex Dataset,Egg_Group_1,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Field""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Pokedex Dataset,Egg_Group_2,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Dragon""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Pokedex Dataset,hasMegaEvolution,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""False""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Pokedex Dataset,Height_m,"{""conclusion"": ""1.14498""}","{""conclusion"": ""0.99""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""14.4""}","{""conclusion"": ""\""{'Min': 0.1, 'Q1': 0.61, 'Median': 0.99, 'Q3': 1.4, 'Max': 14.5}\""""}","{""conclusion"": ""1.04364""}","{""conclusion"": ""5.50867""}","{""conclusion"": ""50.12919""}"
Pokedex Dataset,Weight_kg,"{""conclusion"": ""56.77337""}","{""conclusion"": ""28.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""949.9""}","{""conclusion"": ""\""{'Min': 0.1, 'Q1': 9.4, 'Median': 28.0, 'Q3': 61.0, 'Max': 950.0}\""""}","{""conclusion"": ""89.03386""}","{""conclusion"": ""4.00867""}","{""conclusion"": ""23.88343""}"
Pokedex Dataset,Catch_Rate,"{""conclusion"": ""100.24688""}","{""conclusion"": ""65.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""252.0""}","{""conclusion"": ""\""{'Min': 3.0, 'Q1': 45.0, 'Median': 65.0, 'Q3': 180.0, 'Max': 255.0}\""""}","{""conclusion"": ""76.52039""}","{""conclusion"": ""0.80281""}","{""conclusion"": ""-0.69""}"
Pokedex Dataset,Body_Style,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""bipedal_tailed""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Rainfall Dataset of Barak Velly,DISTRICT,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""CACHAR""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Rainfall Dataset of Barak Velly,JAN,"{""conclusion"": ""9.48667""}","{""conclusion"": ""4.8""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""56.3""}","{""conclusion"": ""\""{'Min': 0.0, 'Q1': 0.0, 'Median': 4.8, 'Q3': 16.150000000000002, 'Max': 56.3}\""""}","{""conclusion"": ""12.17558""}","{""conclusion"": ""1.62427""}","{""conclusion"": ""2.72766""}"
Rainfall Dataset of Barak Velly,FEB,"{""conclusion"": ""38.85763""}","{""conclusion"": ""24.6""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""302.0""}","{""conclusion"": ""\""{'Min': 0.0, 'Q1': 5.2, 'Median': 24.6, 'Q3': 54.5, 'Max': 302.0}\""""}","{""conclusion"": ""48.18735""}","{""conclusion"": ""2.62547""}","{""conclusion"": ""9.43833""}"
Rainfall Dataset of Barak Velly,MAR,"{""conclusion"": ""144.17797""}","{""conclusion"": ""107.1""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""748.7""}","{""conclusion"": ""\""{'Min': 0.0, 'Q1': 59.3, 'Median': 107.1, 'Q3': 182.975, 'Max': 748.7}\""""}","{""conclusion"": ""134.41751""}","{""conclusion"": ""1.83192""}","{""conclusion"": ""4.3862""}"
Rainfall Dataset of Barak Velly,APR,"{""conclusion"": ""300.26154""}","{""conclusion"": ""248.3""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""965.9""}","{""conclusion"": ""\""{'Min': 0.0, 'Q1': 163.0, 'Median': 248.3, 'Q3': 403.0, 'Max': 965.9}\""""}","{""conclusion"": ""196.46962""}","{""conclusion"": ""1.07025""}","{""conclusion"": ""0.99906""}"
Rainfall Dataset of Barak Velly,MAY,"{""conclusion"": ""423.39646""}","{""conclusion"": ""371.1""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""1061.1""}","{""conclusion"": ""\""{'Min': 122.5, 'Q1': 267.4, 'Median': 371.1, 'Q3': 529.9, 'Max': 1183.6}\""""}","{""conclusion"": ""212.85652""}","{""conclusion"": ""1.10549""}","{""conclusion"": ""1.26794""}"
Rainfall Dataset of Barak Velly,JUN,"{""conclusion"": ""535.19831""}","{""conclusion"": ""527.55""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""1270.6""}","{""conclusion"": ""\""{'Min': 0.0, 'Q1': 358.125, 'Median': 527.55, 'Q3': 669.25, 'Max': 1270.6}\""""}","{""conclusion"": ""238.36894""}","{""conclusion"": ""0.55937""}","{""conclusion"": ""0.68822""}"
Rainfall Dataset of Barak Velly,JUL,"{""conclusion"": ""528.81157""}","{""conclusion"": ""515.4""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""1033.7""}","{""conclusion"": ""\""{'Min': 159.2, 'Q1': 413.0, 'Median': 515.4, 'Q3': 624.9, 'Max': 1192.9}\""""}","{""conclusion"": ""178.70411""}","{""conclusion"": ""0.65304""}","{""conclusion"": ""0.84265""}"
Rainfall Dataset of Barak Velly,AUG,"{""conclusion"": ""458.37899""}","{""conclusion"": ""458.1""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""704.6""}","{""conclusion"": ""\""{'Min': 112.8, 'Q1': 344.0, 'Median': 458.1, 'Q3': 566.05, 'Max': 817.4}\""""}","{""conclusion"": ""159.34527""}","{""conclusion"": ""0.08373""}","{""conclusion"": ""-0.47578""}"
Rainfall Dataset of Barak Velly,SEP,"{""conclusion"": ""347.60732""}","{""conclusion"": ""340.9""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""1027.2""}","{""conclusion"": ""\""{'Min': 0.0, 'Q1': 252.25, 'Median': 340.9, 'Q3': 431.70000000000005, 'Max': 1027.2}\""""}","{""conclusion"": ""150.22451""}","{""conclusion"": ""0.90741""}","{""conclusion"": ""2.82988""}"
Rainfall Dataset of Barak Velly,OCT,"{""conclusion"": ""168.06341""}","{""conclusion"": ""163.3""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""425.7""}","{""conclusion"": ""\""{'Min': 15.3, 'Q1': 93.30000000000001, 'Median': 163.3, 'Q3': 218.3, 'Max': 441.0}\""""}","{""conclusion"": ""95.97313""}","{""conclusion"": ""0.84859""}","{""conclusion"": ""0.55177""}"
Rainfall Dataset of Barak Velly,NOV,"{""conclusion"": ""29.20084""}","{""conclusion"": ""14.8""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""127.1""}","{""conclusion"": ""\""{'Min': 0.0, 'Q1': 2.55, 'Median': 14.8, 'Q3': 47.2, 'Max': 127.1}\""""}","{""conclusion"": ""32.82645""}","{""conclusion"": ""1.11614""}","{""conclusion"": ""0.30994""}"
Rainfall Dataset of Barak Velly,DEC,"{""conclusion"": ""14.03136""}","{""conclusion"": ""1.1""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""149.2""}","{""conclusion"": ""\""{'Min': 0.0, 'Q1': 0.0, 'Median': 1.1, 'Q3': 13.475, 'Max': 149.2}\""""}","{""conclusion"": ""27.93079""}","{""conclusion"": ""2.75218""}","{""conclusion"": ""7.71334""}"
Rainfall Dataset of Barak Velly,ANU,"{""conclusion"": ""231.74206""}","{""conclusion"": ""234.73333""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""388.025""}","{""conclusion"": ""\""{'Min': 0.0, 'Q1': 194.520833325, 'Median': 234.7333333, 'Q3': 279.743750025, 'Max': 388.025}\""""}","{""conclusion"": ""72.7892""}","{""conclusion"": ""-0.80018""}","{""conclusion"": ""1.51593""}"
