Dataset Name,Column 1,Column 2,Pearson Correlation Coefficient,Spearman Correlation Coefficient,Kendall Correlation Coefficient
Rainfall Dataset of Barak Velly,OCT,NOV,"{""coefficient"": 0.08426, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.11437, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08344, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,OCT,DEC,"{""coefficient"": 0.0623, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.00048, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.00016, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,OCT,ANU,"{""coefficient"": 0.30669, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.31895, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.21779, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,NOV,DEC,"{""coefficient"": 0.04775, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.04327, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.02656, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,NOV,ANU,"{""coefficient"": -0.04778, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.00579, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00391, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,DEC,ANU,"{""coefficient"": 0.19894, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.13896, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.10194, ""conclusion"": ""Not strongly correlated""}"
Real Estate Valuation Dataset,X2 house age,X3 distance to the nearest MRT station,"{""coefficient"": 0.02562, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.12961, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08337, ""conclusion"": ""Not strongly correlated""}"
Real Estate Valuation Dataset,X2 house age,X4 number of convenience stores,"{""coefficient"": 0.04959, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00924, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00119, ""conclusion"": ""Not strongly correlated""}"
Real Estate Valuation Dataset,X2 house age,Y house price of unit area,"{""coefficient"": -0.21057, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.28175, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.18827, ""conclusion"": ""Not strongly correlated""}"
Stroke Prediction Dataset,age,avg_glucose_level,"{""coefficient"": 0.23817, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.14517, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.09786, ""conclusion"": ""Not strongly correlated""}"
Stroke Prediction Dataset,age,bmi,"{""coefficient"": 0.3334, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.37565, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.25524, ""conclusion"": ""Not strongly correlated""}"
Stroke Prediction Dataset,avg_glucose_level,bmi,"{""coefficient"": 0.1755, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.11437, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.07647, ""conclusion"": ""Not strongly correlated""}"
Student Information and Grades Dataset,Student_Age,Weekly_Study_Hours,"{""coefficient"": 0.16673, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.12246, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.10697, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,age,Medu,"{""coefficient"": -0.10783, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.10229, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.08455, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,age,Fedu,"{""coefficient"": -0.12105, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.11021, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.09161, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,age,traveltime,"{""coefficient"": 0.03449, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.06712, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.05824, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,age,studytime,"{""coefficient"": -0.00842, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01696, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01464, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,age,failures,"{""coefficient"": 0.31997, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.29073, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.25837, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,age,famrel,"{""coefficient"": -0.02056, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.01937, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.01625, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,age,freetime,"{""coefficient"": -0.00491, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.00987, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.00796, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,age,goout,"{""coefficient"": 0.1128, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.13054, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.10681, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,age,Dalc,"{""coefficient"": 0.13477, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08132, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.07058, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,age,Walc,"{""coefficient"": 0.08636, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.09434, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.07798, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,age,health,"{""coefficient"": -0.00875, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.01805, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.01503, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,age,absences,"{""coefficient"": 0.15, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.12426, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.09889, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,age,G1,"{""coefficient"": -0.17432, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.16737, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.12785, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,age,G2,"{""coefficient"": -0.10712, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.10559, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.0789, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,age,G3,"{""coefficient"": -0.10651, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.06628, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.04845, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Medu,traveltime,"{""coefficient"": -0.26508, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.26329, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.23063, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Medu,studytime,"{""coefficient"": 0.09701, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.09842, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08442, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Medu,failures,"{""coefficient"": -0.17221, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.20824, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.18668, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Medu,famrel,"{""coefficient"": 0.02442, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.02509, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.02145, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Medu,freetime,"{""coefficient"": -0.01969, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.02789, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.02324, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Medu,goout,"{""coefficient"": 0.00954, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01021, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00841, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Medu,Dalc,"{""coefficient"": -0.00702, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00196, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00209, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Medu,Walc,"{""coefficient"": -0.01977, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.01823, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.01511, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Medu,health,"{""coefficient"": 0.00461, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01611, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01308, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Medu,absences,"{""coefficient"": -0.00858, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.00601, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.00554, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Medu,G1,"{""coefficient"": 0.26047, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.2764, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.21814, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Medu,G2,"{""coefficient"": 0.26404, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.28564, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.22339, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Medu,G3,"{""coefficient"": 0.24015, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.28393, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.22276, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Fedu,traveltime,"{""coefficient"": -0.20829, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.22203, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.19588, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Fedu,studytime,"{""coefficient"": 0.0504, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.06908, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.05918, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Fedu,failures,"{""coefficient"": -0.16592, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.16131, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.14476, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Fedu,famrel,"{""coefficient"": 0.02026, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.02128, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01818, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Fedu,freetime,"{""coefficient"": 0.00684, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.00015, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 6e-05, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Fedu,goout,"{""coefficient"": 0.02769, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.02879, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.0239, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Fedu,Dalc,"{""coefficient"": 6e-05, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.0049, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.00434, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Fedu,Walc,"{""coefficient"": 0.03844, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.02973, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.02481, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Fedu,health,"{""coefficient"": 0.04491, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.04635, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.03786, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Fedu,absences,"{""coefficient"": 0.02986, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.03202, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.02552, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Fedu,G1,"{""coefficient"": 0.2175, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.23495, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.18544, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Fedu,G2,"{""coefficient"": 0.22514, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.24629, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.19461, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Fedu,G3,"{""coefficient"": 0.2118, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.23463, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.18558, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,traveltime,studytime,"{""coefficient"": -0.06315, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.08939, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.08056, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,traveltime,failures,"{""coefficient"": 0.09773, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.12361, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.11632, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,traveltime,famrel,"{""coefficient"": -0.00952, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.02565, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.0232, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,traveltime,freetime,"{""coefficient"": 0.00094, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.00105, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.00081, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,traveltime,goout,"{""coefficient"": 0.05745, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.04071, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.03519, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,traveltime,Dalc,"{""coefficient"": 0.09282, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.06846, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.06343, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,traveltime,Walc,"{""coefficient"": 0.05701, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.03152, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.02772, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,traveltime,health,"{""coefficient"": -0.04826, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.06384, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.05542, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,traveltime,absences,"{""coefficient"": -0.00815, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.02292, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01931, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,traveltime,G1,"{""coefficient"": -0.15412, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.16623, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.13611, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,traveltime,G2,"{""coefficient"": -0.15449, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.1669, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.13727, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,traveltime,G3,"{""coefficient"": -0.12717, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.14695, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.12077, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,studytime,failures,"{""coefficient"": -0.14744, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.16031, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.14775, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,studytime,famrel,"{""coefficient"": -0.00413, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01937, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01721, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,studytime,freetime,"{""coefficient"": -0.06883, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.0765, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.06749, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,studytime,goout,"{""coefficient"": -0.07544, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.08232, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.07204, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,studytime,Dalc,"{""coefficient"": -0.13758, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.17131, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.15468, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,studytime,Walc,"{""coefficient"": -0.21493, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.22209, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.19192, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,studytime,health,"{""coefficient"": -0.05643, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.07673, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.06396, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,studytime,absences,"{""coefficient"": -0.11839, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.11695, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.09632, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,studytime,G1,"{""coefficient"": 0.26088, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.27141, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.21876, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,studytime,G2,"{""coefficient"": 0.2405, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.25925, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.20914, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,studytime,G3,"{""coefficient"": 0.24979, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.27471, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.2216, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,failures,famrel,"{""coefficient"": -0.06265, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.05872, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.05349, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,failures,freetime,"{""coefficient"": 0.10899, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.10044, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.0903, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,failures,goout,"{""coefficient"": 0.04508, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.04167, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.03704, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,failures,Dalc,"{""coefficient"": 0.10595, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.10886, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.10299, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,failures,Walc,"{""coefficient"": 0.08227, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.06475, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.0582, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,failures,health,"{""coefficient"": 0.03559, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.04113, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.03653, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,failures,absences,"{""coefficient"": 0.12278, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.12091, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.10509, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,failures,G1,"{""coefficient"": -0.38421, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.43243, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.36578, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,failures,G2,"{""coefficient"": -0.38578, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.43574, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.36797, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,failures,G3,"{""coefficient"": -0.39332, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.44836, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.37888, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,famrel,freetime,"{""coefficient"": 0.12922, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.14412, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.12316, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,famrel,goout,"{""coefficient"": 0.08971, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08778, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.07458, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,famrel,Dalc,"{""coefficient"": -0.07577, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.09753, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.08816, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,famrel,Walc,"{""coefficient"": -0.09351, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.10203, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.08724, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,famrel,health,"{""coefficient"": 0.10956, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.09254, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.07954, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,famrel,absences,"{""coefficient"": -0.08953, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.10391, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.08557, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,famrel,G1,"{""coefficient"": 0.04879, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.02631, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.02156, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,famrel,G2,"{""coefficient"": 0.08959, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.05878, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.04754, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,famrel,G3,"{""coefficient"": 0.06336, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.04776, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.03912, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,freetime,goout,"{""coefficient"": 0.34635, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.35435, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.3039, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,freetime,Dalc,"{""coefficient"": 0.1099, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.12717, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.11281, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,freetime,Walc,"{""coefficient"": 0.12024, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.12015, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.10096, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,freetime,health,"{""coefficient"": 0.08453, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.09511, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08049, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,freetime,absences,"{""coefficient"": -0.01872, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.02848, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.023, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,freetime,G1,"{""coefficient"": -0.0945, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.10512, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.08237, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,freetime,G2,"{""coefficient"": -0.10668, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.12096, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.09537, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,freetime,G3,"{""coefficient"": -0.1227, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.12837, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.10138, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,goout,Dalc,"{""coefficient"": 0.24513, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.23398, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.20517, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,goout,Walc,"{""coefficient"": 0.38868, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.37245, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.31491, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,goout,health,"{""coefficient"": -0.01574, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.01212, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.01011, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,goout,absences,"{""coefficient"": 0.08537, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.10387, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08355, ""conclusion"": ""Not strongly correlated""}"
