Dataset Name,Column 1,Column 2,Control Column,Partial Correlation Coefficient
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Attack method: Hostage Taking (Barricade Incident),Terrorism deaths,"{""coefficient"": 0.35554, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Attack method: Facility/Infrastructure Attack,Terrorism deaths,"{""coefficient"": 0.48577, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Attack method: Armed Assault,Terrorism deaths,"{""coefficient"": 0.48365, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Death Age 100+,Terrorism deaths,"{""coefficient"": -0.2597, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Death Age : 21-50 ,Terrorism deaths,"{""coefficient"": -0.04192, ""p value"": 2e-05, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Death Age : 6-10 ,Terrorism deaths,"{""coefficient"": 0.19725, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Terrorist Death Type : Suicide,Terrorism deaths,"{""coefficient"": -0.09556, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Assassination,Attack method: Hijacking,Terrorism deaths,"{""coefficient"": 0.38219, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Assassination,Attack method: Unarmed Assault,Terrorism deaths,"{""coefficient"": 0.35048, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Assassination,Attack method: Bombing/Explosion,Terrorism deaths,"{""coefficient"": 0.25197, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Assassination,Death Age: 51-99 ,Terrorism deaths,"{""coefficient"": -0.14111, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Assassination,Death Age : 11-20 ,Terrorism deaths,"{""coefficient"": 0.05122, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Assassination,Death Age :  1-5,Terrorism deaths,"{""coefficient"": 0.42157, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Assassination,Terrorist Death Type : Killed,Terrorism deaths,"{""coefficient"": 0.34239, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Armed Assault,Attack method: Hostage Taking (Barricade Incident),Terrorism deaths,"{""coefficient"": 0.29086, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Armed Assault,Attack method: Hostage Taking (Kidnapping),Terrorism deaths,"{""coefficient"": 0.48365, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Armed Assault,Death Age 100+,Terrorism deaths,"{""coefficient"": -0.35423, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Armed Assault,Death Age : 21-50 ,Terrorism deaths,"{""coefficient"": -0.32053, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Armed Assault,Death Age : 6-10 ,Terrorism deaths,"{""coefficient"": 0.39037, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Armed Assault,Terrorist Death Type : Killed,Terrorism deaths,"{""coefficient"": 0.33397, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Attack method: Hostage Taking (Barricade Incident),Terrorism deaths,"{""coefficient"": 0.0774, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Attack method: Facility/Infrastructure Attack,Terrorism deaths,"{""coefficient"": 0.28542, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Attack method: Assassination,Terrorism deaths,"{""coefficient"": 0.25197, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Death Age 100+,Terrorism deaths,"{""coefficient"": -0.38055, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Death Age : 21-50 ,Terrorism deaths,"{""coefficient"": -0.4345, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Death Age : 6-10 ,Terrorism deaths,"{""coefficient"": 0.01212, ""p value"": 0.21384, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Terrorist Death Type : Killed,Terrorism deaths,"{""coefficient"": -0.33647, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age 100+,Attack method: Hostage Taking (Barricade Incident),Terrorism deaths,"{""coefficient"": -0.12752, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age 100+,Attack method: Facility/Infrastructure Attack,Terrorism deaths,"{""coefficient"": -0.23298, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age 100+,Attack method: Assassination,Terrorism deaths,"{""coefficient"": -0.32726, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age 100+,Attack method: Bombing/Explosion,Terrorism deaths,"{""coefficient"": -0.38055, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age 100+,Death Age : 21-50 ,Terrorism deaths,"{""coefficient"": 0.20459, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age 100+,Terrorist Death Type : Suicide,Terrorism deaths,"{""coefficient"": 0.00313, ""p value"": 0.74828, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age: 51-99 ,Terrorist attacks,Terrorism deaths,"{""coefficient"": -0.3842, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age: 51-99 ,Attack method: Hostage Taking (Barricade Incident),Terrorism deaths,"{""coefficient"": -0.04026, ""p value"": 4e-05, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age: 51-99 ,Attack method: Facility/Infrastructure Attack,Terrorism deaths,"{""coefficient"": -0.09941, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age: 51-99 ,Attack method: Assassination,Terrorism deaths,"{""coefficient"": -0.14111, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age: 51-99 ,Attack method: Bombing/Explosion,Terrorism deaths,"{""coefficient"": -0.34081, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age: 51-99 ,Death Age : 21-50 ,Terrorism deaths,"{""coefficient"": 0.40812, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age: 51-99 ,Terrorist Death Type : Suicide,Terrorism deaths,"{""coefficient"": 0.08221, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 21-50 ,Terrorist attacks,Terrorism deaths,"{""coefficient"": -0.4327, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 21-50 ,Attack method: Hostage Taking (Barricade Incident),Terrorism deaths,"{""coefficient"": 0.07457, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 21-50 ,Attack method: Facility/Infrastructure Attack,Terrorism deaths,"{""coefficient"": -0.1857, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 21-50 ,Attack method: Assassination,Terrorism deaths,"{""coefficient"": -0.21368, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 21-50 ,Attack method: Bombing/Explosion,Terrorism deaths,"{""coefficient"": -0.4345, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 21-50 ,Death Age: 51-99 ,Terrorism deaths,"{""coefficient"": 0.40812, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 21-50 ,Death Age : 6-10 ,Terrorism deaths,"{""coefficient"": -0.32495, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 21-50 ,Terrorist Death Type : Killed,Terrorism deaths,"{""coefficient"": -0.02696, ""p value"": 0.0057, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 11-20 ,Attack method: Hijacking,Terrorism deaths,"{""coefficient"": -0.08951, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 11-20 ,Attack method: Unarmed Assault,Terrorism deaths,"{""coefficient"": 0.0656, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 11-20 ,Attack method: Hostage Taking (Kidnapping),Terrorism deaths,"{""coefficient"": -0.03196, ""p value"": 0.00105, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 11-20 ,Attack method: Armed Assault,Terrorism deaths,"{""coefficient"": -0.11397, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 11-20 ,Death Age 100+,Terrorism deaths,"{""coefficient"": -0.37438, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 11-20 ,Death Age : 21-50 ,Terrorism deaths,"{""coefficient"": 0.3677, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 11-20 ,Death Age :  1-5,Terrorism deaths,"{""coefficient"": -0.05242, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 11-20 ,Terrorist Death Type : Killed,Terrorism deaths,"{""coefficient"": -0.05008, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 6-10 ,Attack method: Hijacking,Terrorism deaths,"{""coefficient"": -0.01431, ""p value"": 0.14226, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 6-10 ,Attack method: Unarmed Assault,Terrorism deaths,"{""coefficient"": 0.10337, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 6-10 ,Attack method: Hostage Taking (Kidnapping),Terrorism deaths,"{""coefficient"": 0.19725, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 6-10 ,Attack method: Armed Assault,Terrorism deaths,"{""coefficient"": 0.39037, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 6-10 ,Death Age : 21-50 ,Terrorism deaths,"{""coefficient"": -0.32495, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 6-10 ,Death Age :  1-5,Terrorism deaths,"{""coefficient"": 0.41439, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 6-10 ,Terrorist Death Type : Killed,Terrorism deaths,"{""coefficient"": 0.42824, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age :  1-5,Attack method: Hostage Taking (Barricade Incident),Terrorism deaths,"{""coefficient"": 0.10016, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age :  1-5,Attack method: Facility/Infrastructure Attack,Terrorism deaths,"{""coefficient"": 0.38496, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age :  1-5,Attack method: Assassination,Terrorism deaths,"{""coefficient"": 0.42157, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age :  1-5,Death Age : 6-10 ,Terrorism deaths,"{""coefficient"": 0.41439, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age :  1-5,Terrorist Death Type : Killed,Terrorism deaths,"{""coefficient"": -0.12928, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Attack method: Hijacking,Terrorism deaths,"{""coefficient"": -0.19237, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Attack method: Unarmed Assault,Terrorism deaths,"{""coefficient"": -0.00699, ""p value"": 0.47347, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Attack method: Hostage Taking (Kidnapping),Terrorism deaths,"{""coefficient"": -0.09556, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Attack method: Armed Assault,Terrorism deaths,"{""coefficient"": -0.33397, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Death Age 100+,Terrorism deaths,"{""coefficient"": 0.00313, ""p value"": 0.74828, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Death Age : 21-50 ,Terrorism deaths,"{""coefficient"": 0.02696, ""p value"": 0.0057, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Death Age : 6-10 ,Terrorism deaths,"{""coefficient"": -0.42824, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Terrorist attacks,Terrorism deaths,"{""coefficient"": -0.00062, ""p value"": 0.94951, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Attack method: Hostage Taking (Barricade Incident),Terrorism deaths,"{""coefficient"": 0.1431, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Attack method: Facility/Infrastructure Attack,Terrorism deaths,"{""coefficient"": 0.1874, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Attack method: Assassination,Terrorism deaths,"{""coefficient"": 0.34239, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Attack method: Bombing/Explosion,Terrorism deaths,"{""coefficient"": -0.33647, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Death Age: 51-99 ,Terrorism deaths,"{""coefficient"": -0.08221, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Death Age : 11-20 ,Terrorism deaths,"{""coefficient"": -0.05008, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Death Age :  1-5,Terrorism deaths,"{""coefficient"": -0.12928, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Hostage Taking (Barricade Incident),Terrorism deaths,Attack method: Hijacking,"{""coefficient"": 0.41032, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Hostage Taking (Barricade Incident),Attack method: Facility/Infrastructure Attack,Attack method: Hijacking,"{""coefficient"": 0.47619, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Hostage Taking (Barricade Incident),Attack method: Assassination,Attack method: Hijacking,"{""coefficient"": 0.41928, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Hostage Taking (Barricade Incident),Attack method: Bombing/Explosion,Attack method: Hijacking,"{""coefficient"": 0.40915, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Hostage Taking (Barricade Incident),Death Age: 51-99 ,Attack method: Hijacking,"{""coefficient"": 0.26689, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Hostage Taking (Barricade Incident),Death Age : 11-20 ,Attack method: Hijacking,"{""coefficient"": 0.44344, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Hostage Taking (Barricade Incident),Death Age :  1-5,Attack method: Hijacking,"{""coefficient"": 0.41755, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Hostage Taking (Barricade Incident),Terrorist Death Type : Killed,Attack method: Hijacking,"{""coefficient"": 0.4151, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Terrorism deaths,Attack method: Hijacking,"{""coefficient"": 0.29939, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Attack method: Facility/Infrastructure Attack,Attack method: Hijacking,"{""coefficient"": 0.48076, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Attack method: Assassination,Attack method: Hijacking,"{""coefficient"": 0.35193, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Attack method: Bombing/Explosion,Attack method: Hijacking,"{""coefficient"": 0.32458, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Death Age: 51-99 ,Attack method: Hijacking,"{""coefficient"": 0.166, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Death Age : 11-20 ,Attack method: Hijacking,"{""coefficient"": 0.3162, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Death Age :  1-5,Attack method: Hijacking,"{""coefficient"": 0.36733, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Terrorist Death Type : Killed,Attack method: Hijacking,"{""coefficient"": 0.27769, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Attack method: Unarmed Assault,Attack method: Hijacking,"{""coefficient"": 0.48076, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Death Age: 51-99 ,Attack method: Hijacking,"{""coefficient"": 0.33704, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Terrorist Death Type : Suicide,Attack method: Hijacking,"{""coefficient"": 0.3765, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Attack method: Unarmed Assault,Attack method: Hijacking,"{""coefficient"": 0.33043, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Death Age 100+,Attack method: Hijacking,"{""coefficient"": 0.443, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Assassination,Attack method: Unarmed Assault,Attack method: Hijacking,"{""coefficient"": 0.35193, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Assassination,Death Age 100+,Attack method: Hijacking,"{""coefficient"": 0.09128, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Assassination,Death Age : 21-50 ,Attack method: Hijacking,"{""coefficient"": 0.42112, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Armed Assault,Attack method: Hostage Taking (Barricade Incident),Attack method: Hijacking,"{""coefficient"": 0.44924, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Armed Assault,Death Age 100+,Attack method: Hijacking,"{""coefficient"": 0.41471, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Attack method: Unarmed Assault,Attack method: Hijacking,"{""coefficient"": 0.32458, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age 100+,Terrorist attacks,Attack method: Hijacking,"{""coefficient"": 0.41264, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age 100+,Attack method: Unarmed Assault,Attack method: Hijacking,"{""coefficient"": 0.04805, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age 100+,Attack method: Hostage Taking (Kidnapping),Attack method: Hijacking,"{""coefficient"": 0.443, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age 100+,Attack method: Armed Assault,Attack method: Hijacking,"{""coefficient"": 0.41471, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age 100+,Death Age : 6-10 ,Attack method: Hijacking,"{""coefficient"": 0.48497, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age: 51-99 ,Attack method: Hostage Taking (Barricade Incident),Attack method: Hijacking,"{""coefficient"": 0.26689, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age: 51-99 ,Attack method: Facility/Infrastructure Attack,Attack method: Hijacking,"{""coefficient"": 0.33704, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 21-50 ,Attack method: Hostage Taking (Barricade Incident),Attack method: Hijacking,"{""coefficient"": 0.41409, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 21-50 ,Attack method: Facility/Infrastructure Attack,Attack method: Hijacking,"{""coefficient"": 0.45856, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 11-20 ,Attack method: Hostage Taking (Barricade Incident),Attack method: Hijacking,"{""coefficient"": 0.44344, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 6-10 ,Attack method: Hostage Taking (Barricade Incident),Attack method: Hijacking,"{""coefficient"": 0.41721, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 6-10 ,Death Age 100+,Attack method: Hijacking,"{""coefficient"": 0.48497, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Death Age :  1-5,Attack method: Unarmed Assault,Attack method: Hijacking,"{""coefficient"": 0.36733, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Attack method: Hostage Taking (Barricade Incident),Attack method: Hijacking,"{""coefficient"": 0.28426, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Attack method: Facility/Infrastructure Attack,Attack method: Hijacking,"{""coefficient"": 0.3765, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Attack method: Hostage Taking (Barricade Incident),Attack method: Hijacking,"{""coefficient"": 0.4151, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Terrorist attacks,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.47635, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Attack method: Hijacking,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.44611, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Attack method: Assassination,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.44092, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Attack method: Bombing/Explosion,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.37999, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Death Age: 51-99 ,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.30078, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Death Age : 11-20 ,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.39356, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Death Age :  1-5,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.44241, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Terrorist Death Type : Killed,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.38761, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Death Age: 51-99 ,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.4355, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Terrorist Death Type : Suicide,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.39248, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Attack method: Assassination,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.45079, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Assassination,Attack method: Unarmed Assault,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.44092, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Assassination,Death Age 100+,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.23072, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
