Dataset Name,Column 1,Column 2,Pearson Correlation Coefficient,Spearman Correlation Coefficient,Kendall Correlation Coefficient,question,difficulty
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.87425, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.59093, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.55148, ""conclusion"": ""Strongly correlated""}",Is there a direct relationship between Attack method: Facility/Infrastructure Attack and Attack method: Hostage Taking (Kidnapping)?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.87425, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.59093, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.55148, ""conclusion"": ""Strongly correlated""}",Are there any correlations between Attack method: Facility/Infrastructure Attack and Attack method: Hostage Taking (Kidnapping) over time?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.87425, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.59093, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.55148, ""conclusion"": ""Strongly correlated""}",Are Attack method: Facility/Infrastructure Attack and Attack method: Hostage Taking (Kidnapping) correlated with each other in a linear manner?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.87425, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.59093, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.55148, ""conclusion"": ""Strongly correlated""}",Is there a linear relationship between Attack method: Facility/Infrastructure Attack and Attack method: Hostage Taking (Kidnapping)?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Attack method: Assassination,"{""coefficient"": 0.83845, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.62884, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.58272, ""conclusion"": ""Strongly correlated""}",How strong is the correlation between Attack method: Facility/Infrastructure Attack and Attack method: Assassination?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Attack method: Assassination,"{""coefficient"": 0.83845, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.62884, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.58272, ""conclusion"": ""Strongly correlated""}",How closely do Attack method: Facility/Infrastructure Attack and Attack method: Assassination follow a straight-line relationship?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Attack method: Assassination,"{""coefficient"": 0.83845, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.62884, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.58272, ""conclusion"": ""Strongly correlated""}",Is there a direct relationship between Attack method: Facility/Infrastructure Attack and Attack method: Assassination?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Attack method: Assassination,"{""coefficient"": 0.83845, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.62884, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.58272, ""conclusion"": ""Strongly correlated""}",Is there a correlation between Attack method: Facility/Infrastructure Attack and Attack method: Assassination?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Attack method: Assassination,"{""coefficient"": 0.83845, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.62884, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.58272, ""conclusion"": ""Strongly correlated""}",Do patterns observed in Attack method: Facility/Infrastructure Attack similarly appear in Attack method: Assassination?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Attack method: Armed Assault,"{""coefficient"": 0.89759, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.6869, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.63269, ""conclusion"": ""Strongly correlated""}",Is the connection between Attack method: Facility/Infrastructure Attack and Attack method: Armed Assault strong?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Attack method: Armed Assault,"{""coefficient"": 0.89759, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.6869, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.63269, ""conclusion"": ""Strongly correlated""}",Do Attack method: Facility/Infrastructure Attack and Attack method: Armed Assault show any linear correlation?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Attack method: Armed Assault,"{""coefficient"": 0.89759, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.6869, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.63269, ""conclusion"": ""Strongly correlated""}",Is there a direct relationship between Attack method: Facility/Infrastructure Attack and Attack method: Armed Assault?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Attack method: Armed Assault,"{""coefficient"": 0.89759, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.6869, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.63269, ""conclusion"": ""Strongly correlated""}",How strong is the correlation between Attack method: Facility/Infrastructure Attack and Attack method: Armed Assault?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Attack method: Armed Assault,"{""coefficient"": 0.89759, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.6869, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.63269, ""conclusion"": ""Strongly correlated""}",Do changes in Attack method: Facility/Infrastructure Attack relate to changes in Attack method: Armed Assault?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Attack method: Bombing/Explosion,"{""coefficient"": 0.83218, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.65418, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.5952, ""conclusion"": ""Strongly correlated""}",Are Attack method: Facility/Infrastructure Attack and Attack method: Bombing/Explosion related in any way?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Attack method: Bombing/Explosion,"{""coefficient"": 0.83218, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.65418, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.5952, ""conclusion"": ""Strongly correlated""}",Do Attack method: Facility/Infrastructure Attack and Attack method: Bombing/Explosion show any linear correlation?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Attack method: Bombing/Explosion,"{""coefficient"": 0.83218, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.65418, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.5952, ""conclusion"": ""Strongly correlated""}",Are variations in Attack method: Facility/Infrastructure Attack associated with variations in Attack method: Bombing/Explosion?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Attack method: Bombing/Explosion,"{""coefficient"": 0.83218, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.65418, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.5952, ""conclusion"": ""Strongly correlated""}",How does the direction of change in Attack method: Facility/Infrastructure Attack relate to Attack method: Bombing/Explosion?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Attack method: Bombing/Explosion,"{""coefficient"": 0.83218, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.65418, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.5952, ""conclusion"": ""Strongly correlated""}",Do changes in Attack method: Facility/Infrastructure Attack relate to changes in Attack method: Bombing/Explosion?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Terrorist Death Type : Suicide,"{""coefficient"": 0.67523, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.41328, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.38904, ""conclusion"": ""Not strongly correlated""}",Is the connection between Attack method: Facility/Infrastructure Attack and Terrorist Death Type : Suicide strong?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Terrorist Death Type : Suicide,"{""coefficient"": 0.67523, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.41328, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.38904, ""conclusion"": ""Not strongly correlated""}",Do changes in Attack method: Facility/Infrastructure Attack relate to changes in Terrorist Death Type : Suicide?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Terrorist Death Type : Suicide,"{""coefficient"": 0.67523, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.41328, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.38904, ""conclusion"": ""Not strongly correlated""}",How does the direction of change in Attack method: Facility/Infrastructure Attack relate to Terrorist Death Type : Suicide?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Terrorist Death Type : Suicide,"{""coefficient"": 0.67523, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.41328, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.38904, ""conclusion"": ""Not strongly correlated""}",Is there a linear relationship between Attack method: Facility/Infrastructure Attack and Terrorist Death Type : Suicide?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Terrorist Death Type : Suicide,"{""coefficient"": 0.67523, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.41328, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.38904, ""conclusion"": ""Not strongly correlated""}",How closely do Attack method: Facility/Infrastructure Attack and Terrorist Death Type : Suicide follow a straight-line relationship?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Terrorist Death Type : Killed,"{""coefficient"": 0.83828, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.6253, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.56236, ""conclusion"": ""Strongly correlated""}",How does the direction of change in Attack method: Facility/Infrastructure Attack relate to Terrorist Death Type : Killed?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Terrorist Death Type : Killed,"{""coefficient"": 0.83828, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.6253, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.56236, ""conclusion"": ""Strongly correlated""}",Do changes in Attack method: Facility/Infrastructure Attack relate to changes in Terrorist Death Type : Killed?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Terrorist Death Type : Killed,"{""coefficient"": 0.83828, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.6253, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.56236, ""conclusion"": ""Strongly correlated""}",How do changes in Attack method: Facility/Infrastructure Attack correlate with changes in Terrorist Death Type : Killed?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Terrorist Death Type : Killed,"{""coefficient"": 0.83828, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.6253, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.56236, ""conclusion"": ""Strongly correlated""}",Is there a linear relationship between Attack method: Facility/Infrastructure Attack and Terrorist Death Type : Killed?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Terrorist Death Type : Killed,"{""coefficient"": 0.83828, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.6253, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.56236, ""conclusion"": ""Strongly correlated""}",Do Attack method: Facility/Infrastructure Attack and Terrorist Death Type : Killed show any linear correlation?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Attack method: Assassination,"{""coefficient"": 0.77757, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.65051, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.60837, ""conclusion"": ""Strongly correlated""}",Do patterns observed in Attack method: Hostage Taking (Kidnapping) similarly appear in Attack method: Assassination?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Attack method: Assassination,"{""coefficient"": 0.77757, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.65051, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.60837, ""conclusion"": ""Strongly correlated""}",How strong is the correlation between Attack method: Hostage Taking (Kidnapping) and Attack method: Assassination?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Attack method: Assassination,"{""coefficient"": 0.77757, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.65051, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.60837, ""conclusion"": ""Strongly correlated""}",How do changes in Attack method: Hostage Taking (Kidnapping) correlate with changes in Attack method: Assassination?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Attack method: Assassination,"{""coefficient"": 0.77757, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.65051, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.60837, ""conclusion"": ""Strongly correlated""}",Do Attack method: Hostage Taking (Kidnapping) and Attack method: Assassination show any linear correlation?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Attack method: Assassination,"{""coefficient"": 0.77757, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.65051, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.60837, ""conclusion"": ""Strongly correlated""}",Is the relationship between Attack method: Hostage Taking (Kidnapping) and Attack method: Assassination consistent?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Attack method: Armed Assault,"{""coefficient"": 0.94414, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.69894, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.65394, ""conclusion"": ""Strongly correlated""}",How strong is the correlation between Attack method: Hostage Taking (Kidnapping) and Attack method: Armed Assault?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Attack method: Armed Assault,"{""coefficient"": 0.94414, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.69894, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.65394, ""conclusion"": ""Strongly correlated""}",Are Attack method: Hostage Taking (Kidnapping) and Attack method: Armed Assault related in any way?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Attack method: Armed Assault,"{""coefficient"": 0.94414, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.69894, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.65394, ""conclusion"": ""Strongly correlated""}",Do changes in Attack method: Hostage Taking (Kidnapping) relate to changes in Attack method: Armed Assault?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Attack method: Armed Assault,"{""coefficient"": 0.94414, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.69894, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.65394, ""conclusion"": ""Strongly correlated""}",Do patterns observed in Attack method: Hostage Taking (Kidnapping) similarly appear in Attack method: Armed Assault?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Attack method: Armed Assault,"{""coefficient"": 0.94414, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.69894, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.65394, ""conclusion"": ""Strongly correlated""}",Is the relationship between Attack method: Hostage Taking (Kidnapping) and Attack method: Armed Assault consistent?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Attack method: Bombing/Explosion,"{""coefficient"": 0.89176, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.62415, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.57183, ""conclusion"": ""Strongly correlated""}",Is there a correlation between Attack method: Hostage Taking (Kidnapping) and Attack method: Bombing/Explosion?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Attack method: Bombing/Explosion,"{""coefficient"": 0.89176, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.62415, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.57183, ""conclusion"": ""Strongly correlated""}",Are movements in Attack method: Hostage Taking (Kidnapping) reflected similarly in Attack method: Bombing/Explosion?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Attack method: Bombing/Explosion,"{""coefficient"": 0.89176, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.62415, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.57183, ""conclusion"": ""Strongly correlated""}",Are Attack method: Hostage Taking (Kidnapping) and Attack method: Bombing/Explosion correlated with each other in a linear manner?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Attack method: Bombing/Explosion,"{""coefficient"": 0.89176, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.62415, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.57183, ""conclusion"": ""Strongly correlated""}",Is the relationship between Attack method: Hostage Taking (Kidnapping) and Attack method: Bombing/Explosion consistent?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Attack method: Bombing/Explosion,"{""coefficient"": 0.89176, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.62415, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.57183, ""conclusion"": ""Strongly correlated""}",How consistent is the relationship between Attack method: Hostage Taking (Kidnapping) and Attack method: Bombing/Explosion?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Terrorist Death Type : Suicide,"{""coefficient"": 0.80879, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.45973, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.43845, ""conclusion"": ""Not strongly correlated""}",Are Attack method: Hostage Taking (Kidnapping) and Terrorist Death Type : Suicide related in any way?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Terrorist Death Type : Suicide,"{""coefficient"": 0.80879, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.45973, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.43845, ""conclusion"": ""Not strongly correlated""}",Is there a linear relationship between Attack method: Hostage Taking (Kidnapping) and Terrorist Death Type : Suicide?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Terrorist Death Type : Suicide,"{""coefficient"": 0.80879, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.45973, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.43845, ""conclusion"": ""Not strongly correlated""}",Do patterns observed in Attack method: Hostage Taking (Kidnapping) similarly appear in Terrorist Death Type : Suicide?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Terrorist Death Type : Suicide,"{""coefficient"": 0.80879, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.45973, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.43845, ""conclusion"": ""Not strongly correlated""}",How closely do Attack method: Hostage Taking (Kidnapping) and Terrorist Death Type : Suicide follow a straight-line relationship?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Terrorist Death Type : Suicide,"{""coefficient"": 0.80879, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.45973, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.43845, ""conclusion"": ""Not strongly correlated""}",How strong is the correlation between Attack method: Hostage Taking (Kidnapping) and Terrorist Death Type : Suicide?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Terrorist Death Type : Killed,"{""coefficient"": 0.9399, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.69694, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.64304, ""conclusion"": ""Strongly correlated""}",Are Attack method: Hostage Taking (Kidnapping) and Terrorist Death Type : Killed related in any way?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Terrorist Death Type : Killed,"{""coefficient"": 0.9399, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.69694, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.64304, ""conclusion"": ""Strongly correlated""}",How does the direction of change in Attack method: Hostage Taking (Kidnapping) relate to Terrorist Death Type : Killed?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Terrorist Death Type : Killed,"{""coefficient"": 0.9399, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.69694, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.64304, ""conclusion"": ""Strongly correlated""}",How strong is the correlation between Attack method: Hostage Taking (Kidnapping) and Terrorist Death Type : Killed?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Terrorist Death Type : Killed,"{""coefficient"": 0.9399, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.69694, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.64304, ""conclusion"": ""Strongly correlated""}",Is there a correlation between Attack method: Hostage Taking (Kidnapping) and Terrorist Death Type : Killed?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Terrorist Death Type : Killed,"{""coefficient"": 0.9399, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.69694, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.64304, ""conclusion"": ""Strongly correlated""}",Is there a linear relationship between Attack method: Hostage Taking (Kidnapping) and Terrorist Death Type : Killed?,easy
Terrorist Attacks Dataset,Attack method: Assassination,Attack method: Armed Assault,"{""coefficient"": 0.86044, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.70395, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.65254, ""conclusion"": ""Strongly correlated""}",Are variations in Attack method: Assassination associated with variations in Attack method: Armed Assault?,easy
Terrorist Attacks Dataset,Attack method: Assassination,Attack method: Armed Assault,"{""coefficient"": 0.86044, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.70395, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.65254, ""conclusion"": ""Strongly correlated""}",How strong is the correlation between Attack method: Assassination and Attack method: Armed Assault?,easy
Terrorist Attacks Dataset,Attack method: Assassination,Attack method: Armed Assault,"{""coefficient"": 0.86044, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.70395, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.65254, ""conclusion"": ""Strongly correlated""}",How closely do Attack method: Assassination and Attack method: Armed Assault follow a straight-line relationship?,easy
Terrorist Attacks Dataset,Attack method: Assassination,Attack method: Armed Assault,"{""coefficient"": 0.86044, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.70395, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.65254, ""conclusion"": ""Strongly correlated""}",Is there a direct relationship between Attack method: Assassination and Attack method: Armed Assault?,easy
Terrorist Attacks Dataset,Attack method: Assassination,Attack method: Armed Assault,"{""coefficient"": 0.86044, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.70395, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.65254, ""conclusion"": ""Strongly correlated""}",Are movements in Attack method: Assassination reflected similarly in Attack method: Armed Assault?,easy
Terrorist Attacks Dataset,Attack method: Assassination,Attack method: Bombing/Explosion,"{""coefficient"": 0.80416, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.69231, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.63732, ""conclusion"": ""Strongly correlated""}",Are Attack method: Assassination and Attack method: Bombing/Explosion related in any way?,easy
Terrorist Attacks Dataset,Attack method: Assassination,Attack method: Bombing/Explosion,"{""coefficient"": 0.80416, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.69231, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.63732, ""conclusion"": ""Strongly correlated""}",Do patterns observed in Attack method: Assassination similarly appear in Attack method: Bombing/Explosion?,easy
Terrorist Attacks Dataset,Attack method: Assassination,Attack method: Bombing/Explosion,"{""coefficient"": 0.80416, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.69231, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.63732, ""conclusion"": ""Strongly correlated""}",How consistent is the relationship between Attack method: Assassination and Attack method: Bombing/Explosion?,easy
Terrorist Attacks Dataset,Attack method: Assassination,Attack method: Bombing/Explosion,"{""coefficient"": 0.80416, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.69231, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.63732, ""conclusion"": ""Strongly correlated""}",How does the direction of change in Attack method: Assassination relate to Attack method: Bombing/Explosion?,easy
Terrorist Attacks Dataset,Attack method: Assassination,Attack method: Bombing/Explosion,"{""coefficient"": 0.80416, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.69231, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.63732, ""conclusion"": ""Strongly correlated""}",How closely do Attack method: Assassination and Attack method: Bombing/Explosion follow a straight-line relationship?,easy
Terrorist Attacks Dataset,Attack method: Assassination,Terrorist Death Type : Suicide,"{""coefficient"": 0.60373, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.40823, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.38416, ""conclusion"": ""Not strongly correlated""}",Are Attack method: Assassination and Terrorist Death Type : Suicide correlated with each other in a linear manner?,easy
Terrorist Attacks Dataset,Attack method: Assassination,Terrorist Death Type : Suicide,"{""coefficient"": 0.60373, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.40823, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.38416, ""conclusion"": ""Not strongly correlated""}",Is there a linear relationship between Attack method: Assassination and Terrorist Death Type : Suicide?,easy
Terrorist Attacks Dataset,Attack method: Assassination,Terrorist Death Type : Suicide,"{""coefficient"": 0.60373, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.40823, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.38416, ""conclusion"": ""Not strongly correlated""}",Is the connection between Attack method: Assassination and Terrorist Death Type : Suicide strong?,easy
Terrorist Attacks Dataset,Attack method: Assassination,Terrorist Death Type : Suicide,"{""coefficient"": 0.60373, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.40823, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.38416, ""conclusion"": ""Not strongly correlated""}",Do Attack method: Assassination and Terrorist Death Type : Suicide show any linear correlation?,easy
Terrorist Attacks Dataset,Attack method: Assassination,Terrorist Death Type : Suicide,"{""coefficient"": 0.60373, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.40823, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.38416, ""conclusion"": ""Not strongly correlated""}",Are Attack method: Assassination and Terrorist Death Type : Suicide related in any way?,easy
Terrorist Attacks Dataset,Attack method: Assassination,Terrorist Death Type : Killed,"{""coefficient"": 0.82534, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.7587, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.70091, ""conclusion"": ""Strongly correlated""}",Is there a correlation between Attack method: Assassination and Terrorist Death Type : Killed?,easy
Terrorist Attacks Dataset,Attack method: Assassination,Terrorist Death Type : Killed,"{""coefficient"": 0.82534, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.7587, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.70091, ""conclusion"": ""Strongly correlated""}",Are Attack method: Assassination and Terrorist Death Type : Killed correlated with each other in a linear manner?,easy
