Dataset Name,Column 1,Column 2,Control Column,Partial Correlation Coefficient,question,difficulty
Terrorist Attacks Dataset,Death Age : 11-20 ,Terrorist Death Type : Suicide,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.72839, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After Attack method: Facility/Infrastructure Attack is controlled for, what remains the relationship between Death Age : 11-20  and Terrorist Death Type : Suicide?",medium
Terrorist Attacks Dataset,Death Age : 6-10 ,Terrorist attacks,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.85563, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After minimizing the influence of Attack method: Facility/Infrastructure Attack, what correlation exists between Death Age : 6-10  and Terrorist attacks?",medium
Terrorist Attacks Dataset,Death Age : 6-10 ,Attack method: Hostage Taking (Kidnapping),Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.7777, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does the relationship between Death Age : 6-10  and Attack method: Hostage Taking (Kidnapping) manifest when isolating Attack method: Facility/Infrastructure Attack?,medium
Terrorist Attacks Dataset,Death Age : 6-10 ,Attack method: Bombing/Explosion,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.71277, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does the relationship between Death Age : 6-10  and Attack method: Bombing/Explosion manifest when isolating Attack method: Facility/Infrastructure Attack?,medium
Terrorist Attacks Dataset,Death Age : 6-10 ,Terrorist Death Type : Suicide,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.61316, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does the relationship between Death Age : 6-10  and Terrorist Death Type : Suicide manifest when isolating Attack method: Facility/Infrastructure Attack?,medium
Terrorist Attacks Dataset,Death Age :  1-5,Terrorist attacks,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.97393, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","When Attack method: Facility/Infrastructure Attack is fixed, how do Death Age :  1-5 and Terrorist attacks correlate?",medium
Terrorist Attacks Dataset,Death Age :  1-5,Attack method: Hostage Taking (Kidnapping),Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.75, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","When Attack method: Facility/Infrastructure Attack is fixed, how do Death Age :  1-5 and Attack method: Hostage Taking (Kidnapping) correlate?",medium
Terrorist Attacks Dataset,Death Age :  1-5,Attack method: Bombing/Explosion,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.91755, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After Attack method: Facility/Infrastructure Attack is controlled for, what remains the relationship between Death Age :  1-5 and Attack method: Bombing/Explosion?",medium
Terrorist Attacks Dataset,Death Age :  1-5,Terrorist Death Type : Killed,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.82226, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does Death Age :  1-5 correlate with Terrorist Death Type : Killed when Attack method: Facility/Infrastructure Attack is held constant?,medium
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Terrorism deaths,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.75984, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the impact of Terrorist Death Type : Suicide on Terrorism deaths with Attack method: Facility/Infrastructure Attack taken into consideration?,medium
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Attack method: Armed Assault,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.50609, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After neutralizing the effect of Attack method: Facility/Infrastructure Attack, how do Terrorist Death Type : Suicide and Attack method: Armed Assault relate to each other?",medium
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Death Age 100+,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.53243, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the nature of the relationship between Terrorist Death Type : Suicide and Death Age 100+ after Attack method: Facility/Infrastructure Attack is considered?,medium
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Death Age : 21-50 ,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.70846, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",Is there a significant link between Terrorist Death Type : Suicide and Death Age : 21-50  when controlling for Attack method: Facility/Infrastructure Attack?,medium
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Death Age : 6-10 ,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.61316, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","When Attack method: Facility/Infrastructure Attack is fixed, how do Terrorist Death Type : Suicide and Death Age : 6-10  correlate?",medium
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Terrorist Death Type : Killed,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.57876, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After controlling for Attack method: Facility/Infrastructure Attack, what is the relationship between Terrorist Death Type : Suicide and Terrorist Death Type : Killed?",medium
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Terrorism deaths,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.96993, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","When Attack method: Facility/Infrastructure Attack is fixed, how do Terrorist Death Type : Killed and Terrorism deaths correlate?",medium
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Attack method: Armed Assault,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.82443, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the nature of the relationship between Terrorist Death Type : Killed and Attack method: Armed Assault after Attack method: Facility/Infrastructure Attack is considered?,medium
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Death Age 100+,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.71097, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the partial correlation between Terrorist Death Type : Killed and Death Age 100+ considering Attack method: Facility/Infrastructure Attack?,medium
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Death Age : 21-50 ,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.90744, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After controlling for Attack method: Facility/Infrastructure Attack, what is the relationship between Terrorist Death Type : Killed and Death Age : 21-50 ?",medium
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Death Age : 6-10 ,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.94039, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After minimizing the influence of Attack method: Facility/Infrastructure Attack, what correlation exists between Terrorist Death Type : Killed and Death Age : 6-10 ?",medium
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Terrorist Death Type : Suicide,Attack method: Facility/Infrastructure Attack,"{""coefficient"": 0.57876, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What connection exists between Terrorist Death Type : Killed and Terrorist Death Type : Suicide upon controlling for Attack method: Facility/Infrastructure Attack?,medium
Terrorist Attacks Dataset,Attack method: Assassination,Attack method: Facility/Infrastructure Attack,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.51974, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does controlling for Attack method: Hostage Taking (Kidnapping) change the relationship between Attack method: Assassination and Attack method: Facility/Infrastructure Attack?,medium
Terrorist Attacks Dataset,Attack method: Assassination,Death Age :  1-5,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.52033, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does the relationship between Attack method: Assassination and Death Age :  1-5 manifest when isolating Attack method: Hostage Taking (Kidnapping)?,medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Attack method: Assassination,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.60953, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the nature of the relationship between Attack method: Armed Assault and Attack method: Assassination after Attack method: Hostage Taking (Kidnapping) is considered?,medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Death Age : 6-10 ,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.57158, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After Attack method: Hostage Taking (Kidnapping) is controlled for, what remains the relationship between Attack method: Armed Assault and Death Age : 6-10 ?",medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Terrorist Death Type : Killed,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.56162, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After neutralizing the effect of Attack method: Hostage Taking (Kidnapping), how do Attack method: Armed Assault and Terrorist Death Type : Killed relate to each other?",medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Terrorism deaths,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.59549, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does Attack method: Bombing/Explosion correlate with Terrorism deaths when Attack method: Hostage Taking (Kidnapping) is held constant?,medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Death Age :  1-5,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.88447, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What connection exists between Attack method: Bombing/Explosion and Death Age :  1-5 upon controlling for Attack method: Hostage Taking (Kidnapping)?,medium
Terrorist Attacks Dataset,Death Age 100+,Terrorism deaths,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.60747, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the partial correlation between Death Age 100+ and Terrorism deaths considering Attack method: Hostage Taking (Kidnapping)?,medium
Terrorist Attacks Dataset,Death Age: 51-99 ,Terrorism deaths,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.63284, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After controlling for Attack method: Hostage Taking (Kidnapping), what is the relationship between Death Age: 51-99  and Terrorism deaths?",medium
Terrorist Attacks Dataset,Death Age: 51-99 ,Terrorist Death Type : Killed,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.55977, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After controlling for Attack method: Hostage Taking (Kidnapping), what is the relationship between Death Age: 51-99  and Terrorist Death Type : Killed?",medium
Terrorist Attacks Dataset,Death Age : 21-50 ,Terrorist Death Type : Killed,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.75708, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does Death Age : 21-50  correlate with Terrorist Death Type : Killed when Attack method: Hostage Taking (Kidnapping) is held constant?,medium
Terrorist Attacks Dataset,Death Age : 11-20 ,Terrorism deaths,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.86847, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After controlling for Attack method: Hostage Taking (Kidnapping), what is the relationship between Death Age : 11-20  and Terrorism deaths?",medium
Terrorist Attacks Dataset,Death Age : 11-20 ,Terrorist Death Type : Killed,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.78905, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does controlling for Attack method: Hostage Taking (Kidnapping) change the relationship between Death Age : 11-20  and Terrorist Death Type : Killed?,medium
Terrorist Attacks Dataset,Death Age : 6-10 ,Terrorism deaths,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.82147, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After factoring in Attack method: Hostage Taking (Kidnapping), how do Death Age : 6-10  and Terrorism deaths interact?",medium
Terrorist Attacks Dataset,Death Age :  1-5,Terrorist attacks,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.9195, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After minimizing the influence of Attack method: Hostage Taking (Kidnapping), what correlation exists between Death Age :  1-5 and Terrorist attacks?",medium
Terrorist Attacks Dataset,Death Age :  1-5,Attack method: Assassination,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.52033, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What connection exists between Death Age :  1-5 and Attack method: Assassination upon controlling for Attack method: Hostage Taking (Kidnapping)?,medium
Terrorist Attacks Dataset,Death Age :  1-5,Attack method: Bombing/Explosion,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.88447, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After minimizing the influence of Attack method: Hostage Taking (Kidnapping), what correlation exists between Death Age :  1-5 and Attack method: Bombing/Explosion?",medium
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Terrorism deaths,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.56325, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After controlling for Attack method: Hostage Taking (Kidnapping), what is the relationship between Terrorist Death Type : Suicide and Terrorism deaths?",medium
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Death Age : 11-20 ,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.50853, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",Is there a significant link between Terrorist Death Type : Suicide and Death Age : 11-20  when controlling for Attack method: Hostage Taking (Kidnapping)?,medium
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Terrorism deaths,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.91918, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After factoring in Attack method: Hostage Taking (Kidnapping), how do Terrorist Death Type : Killed and Terrorism deaths interact?",medium
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Death Age 100+,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.56543, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the impact of Terrorist Death Type : Killed on Death Age 100+ with Attack method: Hostage Taking (Kidnapping) taken into consideration?,medium
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Death Age : 21-50 ,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.75708, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With the influence of Attack method: Hostage Taking (Kidnapping) removed, how are Terrorist Death Type : Killed and Death Age : 21-50  related?",medium
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Death Age : 6-10 ,Attack method: Hostage Taking (Kidnapping),"{""coefficient"": 0.84929, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After controlling for Attack method: Hostage Taking (Kidnapping), what is the relationship between Terrorist Death Type : Killed and Death Age : 6-10 ?",medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Terrorist attacks,Attack method: Assassination,"{""coefficient"": 0.89515, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the impact of Attack method: Armed Assault on Terrorist attacks with Attack method: Assassination taken into consideration?,medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Attack method: Facility/Infrastructure Attack,Attack method: Assassination,"{""coefficient"": 0.63433, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the nature of the relationship between Attack method: Armed Assault and Attack method: Facility/Infrastructure Attack after Attack method: Assassination is considered?,medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Attack method: Bombing/Explosion,Attack method: Assassination,"{""coefficient"": 0.76371, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does Attack method: Armed Assault correlate with Attack method: Bombing/Explosion when Attack method: Assassination is held constant?,medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Death Age: 51-99 ,Attack method: Assassination,"{""coefficient"": 0.63061, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",Is there a significant link between Attack method: Armed Assault and Death Age: 51-99  when controlling for Attack method: Assassination?,medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Death Age : 11-20 ,Attack method: Assassination,"{""coefficient"": 0.76332, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With Attack method: Assassination controlled, what is the correlation strength between Attack method: Armed Assault and Death Age : 11-20 ?",medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Death Age :  1-5,Attack method: Assassination,"{""coefficient"": 0.85972, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the partial correlation between Attack method: Armed Assault and Death Age :  1-5 considering Attack method: Assassination?,medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Terrorist Death Type : Killed,Attack method: Assassination,"{""coefficient"": 0.83569, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After Attack method: Assassination is controlled for, what remains the relationship between Attack method: Armed Assault and Terrorist Death Type : Killed?",medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Terrorism deaths,Attack method: Assassination,"{""coefficient"": 0.80355, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does Attack method: Bombing/Explosion correlate with Terrorism deaths when Attack method: Assassination is held constant?,medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Attack method: Armed Assault,Attack method: Assassination,"{""coefficient"": 0.76371, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With the influence of Attack method: Assassination removed, how are Attack method: Bombing/Explosion and Attack method: Armed Assault related?",medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Death Age : 21-50 ,Attack method: Assassination,"{""coefficient"": 0.67815, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After Attack method: Assassination is controlled for, what remains the relationship between Attack method: Bombing/Explosion and Death Age : 21-50 ?",medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Death Age : 6-10 ,Attack method: Assassination,"{""coefficient"": 0.74228, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With Attack method: Assassination controlled, what is the correlation strength between Attack method: Bombing/Explosion and Death Age : 6-10 ?",medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Terrorist Death Type : Suicide,Attack method: Assassination,"{""coefficient"": 0.81646, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After Attack method: Assassination is controlled for, what remains the relationship between Attack method: Bombing/Explosion and Terrorist Death Type : Suicide?",medium
Terrorist Attacks Dataset,Death Age 100+,Terrorist attacks,Attack method: Assassination,"{""coefficient"": 0.56066, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After controlling for Attack method: Assassination, what is the relationship between Death Age 100+ and Terrorist attacks?",medium
Terrorist Attacks Dataset,Death Age 100+,Attack method: Hostage Taking (Kidnapping),Attack method: Assassination,"{""coefficient"": 0.57874, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After Attack method: Assassination is controlled for, what remains the relationship between Death Age 100+ and Attack method: Hostage Taking (Kidnapping)?",medium
Terrorist Attacks Dataset,Death Age 100+,Death Age: 51-99 ,Attack method: Assassination,"{""coefficient"": 0.76916, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the partial correlation between Death Age 100+ and Death Age: 51-99  considering Attack method: Assassination?,medium
Terrorist Attacks Dataset,Death Age 100+,Death Age : 11-20 ,Attack method: Assassination,"{""coefficient"": 0.66048, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After controlling for Attack method: Assassination, what is the relationship between Death Age 100+ and Death Age : 11-20 ?",medium
Terrorist Attacks Dataset,Death Age 100+,Death Age :  1-5,Attack method: Assassination,"{""coefficient"": 0.50978, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After controlling for Attack method: Assassination, what is the relationship between Death Age 100+ and Death Age :  1-5?",medium
Terrorist Attacks Dataset,Death Age 100+,Terrorist Death Type : Killed,Attack method: Assassination,"{""coefficient"": 0.77093, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After factoring in Attack method: Assassination, how do Death Age 100+ and Terrorist Death Type : Killed interact?",medium
Terrorist Attacks Dataset,Death Age: 51-99 ,Terrorism deaths,Attack method: Assassination,"{""coefficient"": 0.81214, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does Death Age: 51-99  correlate with Terrorism deaths when Attack method: Assassination is held constant?,medium
Terrorist Attacks Dataset,Death Age: 51-99 ,Attack method: Armed Assault,Attack method: Assassination,"{""coefficient"": 0.63061, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With the influence of Attack method: Assassination removed, how are Death Age: 51-99  and Attack method: Armed Assault related?",medium
Terrorist Attacks Dataset,Death Age: 51-99 ,Terrorist Death Type : Killed,Attack method: Assassination,"{""coefficient"": 0.78658, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After Attack method: Assassination is controlled for, what remains the relationship between Death Age: 51-99  and Terrorist Death Type : Killed?",medium
Terrorist Attacks Dataset,Death Age : 21-50 ,Terrorism deaths,Attack method: Assassination,"{""coefficient"": 0.9431, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After minimizing the influence of Attack method: Assassination, what correlation exists between Death Age : 21-50  and Terrorism deaths?",medium
Terrorist Attacks Dataset,Death Age : 21-50 ,Attack method: Armed Assault,Attack method: Assassination,"{""coefficient"": 0.73884, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After minimizing the influence of Attack method: Assassination, what correlation exists between Death Age : 21-50  and Attack method: Armed Assault?",medium
Terrorist Attacks Dataset,Death Age : 21-50 ,Terrorist Death Type : Killed,Attack method: Assassination,"{""coefficient"": 0.92273, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does the relationship between Death Age : 21-50  and Terrorist Death Type : Killed manifest when isolating Attack method: Assassination?,medium
Terrorist Attacks Dataset,Death Age : 11-20 ,Terrorism deaths,Attack method: Assassination,"{""coefficient"": 0.95062, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After controlling for Attack method: Assassination, what is the relationship between Death Age : 11-20  and Terrorism deaths?",medium
Terrorist Attacks Dataset,Death Age : 11-20 ,Attack method: Armed Assault,Attack method: Assassination,"{""coefficient"": 0.76332, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After neutralizing the effect of Attack method: Assassination, how do Death Age : 11-20  and Attack method: Armed Assault relate to each other?",medium
Terrorist Attacks Dataset,Death Age : 11-20 ,Terrorist Death Type : Killed,Attack method: Assassination,"{""coefficient"": 0.92126, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does Death Age : 11-20  correlate with Terrorist Death Type : Killed when Attack method: Assassination is held constant?,medium
Terrorist Attacks Dataset,Death Age : 6-10 ,Terrorism deaths,Attack method: Assassination,"{""coefficient"": 0.9404, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After Attack method: Assassination is controlled for, what remains the relationship between Death Age : 6-10  and Terrorism deaths?",medium
Terrorist Attacks Dataset,Death Age : 6-10 ,Attack method: Armed Assault,Attack method: Assassination,"{""coefficient"": 0.83823, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does Death Age : 6-10  correlate with Attack method: Armed Assault when Attack method: Assassination is held constant?,medium
Terrorist Attacks Dataset,Death Age : 6-10 ,Terrorist Death Type : Killed,Attack method: Assassination,"{""coefficient"": 0.94427, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does controlling for Attack method: Assassination change the relationship between Death Age : 6-10  and Terrorist Death Type : Killed?,medium
Terrorist Attacks Dataset,Death Age :  1-5,Terrorism deaths,Attack method: Assassination,"{""coefficient"": 0.89131, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With Attack method: Assassination controlled, what is the correlation strength between Death Age :  1-5 and Terrorism deaths?",medium
Terrorist Attacks Dataset,Death Age :  1-5,Attack method: Hostage Taking (Kidnapping),Attack method: Assassination,"{""coefficient"": 0.83316, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With Attack method: Assassination controlled, what is the correlation strength between Death Age :  1-5 and Attack method: Hostage Taking (Kidnapping)?",medium
Terrorist Attacks Dataset,Death Age :  1-5,Attack method: Bombing/Explosion,Attack method: Assassination,"{""coefficient"": 0.93018, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After minimizing the influence of Attack method: Assassination, what correlation exists between Death Age :  1-5 and Attack method: Bombing/Explosion?",medium
Terrorist Attacks Dataset,Death Age :  1-5,Terrorist Death Type : Suicide,Attack method: Assassination,"{""coefficient"": 0.81278, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the impact of Death Age :  1-5 on Terrorist Death Type : Suicide with Attack method: Assassination taken into consideration?,medium
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Terrorist attacks,Attack method: Assassination,"{""coefficient"": 0.79626, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does the relationship between Terrorist Death Type : Suicide and Terrorist attacks manifest when isolating Attack method: Assassination?,medium
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Attack method: Hostage Taking (Kidnapping),Attack method: Assassination,"{""coefficient"": 0.67698, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","When Attack method: Assassination is fixed, how do Terrorist Death Type : Suicide and Attack method: Hostage Taking (Kidnapping) correlate?",medium
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Attack method: Bombing/Explosion,Attack method: Assassination,"{""coefficient"": 0.81646, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After Attack method: Assassination is controlled for, what remains the relationship between Terrorist Death Type : Suicide and Attack method: Bombing/Explosion?",medium
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Terrorist attacks,Attack method: Assassination,"{""coefficient"": 0.84042, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does Terrorist Death Type : Killed correlate with Terrorist attacks when Attack method: Assassination is held constant?,medium
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Attack method: Hostage Taking (Kidnapping),Attack method: Assassination,"{""coefficient"": 0.83973, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does the relationship between Terrorist Death Type : Killed and Attack method: Hostage Taking (Kidnapping) manifest when isolating Attack method: Assassination?,medium
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Attack method: Bombing/Explosion,Attack method: Assassination,"{""coefficient"": 0.72077, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After Attack method: Assassination is controlled for, what remains the relationship between Terrorist Death Type : Killed and Attack method: Bombing/Explosion?",medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Terrorist attacks,Attack method: Armed Assault,"{""coefficient"": 0.91125, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After controlling for Attack method: Armed Assault, what is the relationship between Attack method: Bombing/Explosion and Terrorist attacks?",medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Terrorist Death Type : Suicide,Attack method: Armed Assault,"{""coefficient"": 0.6571, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After minimizing the influence of Attack method: Armed Assault, what correlation exists between Attack method: Bombing/Explosion and Terrorist Death Type : Suicide?",medium
Terrorist Attacks Dataset,Death Age 100+,Terrorist Death Type : Killed,Attack method: Armed Assault,"{""coefficient"": 0.64444, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With the influence of Attack method: Armed Assault removed, how are Death Age 100+ and Terrorist Death Type : Killed related?",medium
Terrorist Attacks Dataset,Death Age : 21-50 ,Terrorism deaths,Attack method: Armed Assault,"{""coefficient"": 0.87872, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the impact of Death Age : 21-50  on Terrorism deaths with Attack method: Armed Assault taken into consideration?,medium
Terrorist Attacks Dataset,Death Age : 21-50 ,Terrorist Death Type : Killed,Attack method: Armed Assault,"{""coefficient"": 0.81896, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the partial correlation between Death Age : 21-50  and Terrorist Death Type : Killed considering Attack method: Armed Assault?,medium
