Dataset Name,Column,Method,Results,question,difficulty
Student Performance Prediction Dataset,G2,Kurtosis,"{""conclusion"": ""1.66246""}",How peaked is the distribution of G2?,easy
Student Performance Prediction Dataset,G3,Mean,"{""conclusion"": ""11.90601""}",What is the average of the G3 values?,easy
Student Performance Prediction Dataset,G3,Mean,"{""conclusion"": ""11.90601""}",Could you determine the average amount in G3?,easy
Student Performance Prediction Dataset,G3,Median,"{""conclusion"": ""12.0""}",Can you tell me the median value in G3?,easy
Student Performance Prediction Dataset,G3,Median,"{""conclusion"": ""12.0""}",What number represents the median of G3?,easy
Student Performance Prediction Dataset,G3,Range,"{""conclusion"": ""19.0""}",Can you determine the range covered by G3?,easy
Student Performance Prediction Dataset,G3,Range,"{""conclusion"": ""19.0""}",How broad is the scope of G3 values?,easy
Student Performance Prediction Dataset,G3,Quartile,"{""conclusion"": ""\""{'Min': 0.0, 'Q1': 10.0, 'Median': 12.0, 'Q3': 14.0, 'Max': 19.0}\""""}",What are the quartile values in G3?,easy
Student Performance Prediction Dataset,G3,Quartile,"{""conclusion"": ""\""{'Min': 0.0, 'Q1': 10.0, 'Median': 12.0, 'Q3': 14.0, 'Max': 19.0}\""""}",How are the data in G3 distributed across quartiles?,easy
Student Performance Prediction Dataset,G3,Standard Deviation,"{""conclusion"": ""3.22817""}","What is the variance measure for G3, as indicated by its standard deviation?",easy
Student Performance Prediction Dataset,G3,Standard Deviation,"{""conclusion"": ""3.22817""}",What's the level of spread in G3 as indicated by its standard deviation?,easy
Student Performance Prediction Dataset,G3,Skewness,"{""conclusion"": ""-0.91291""}",What is the skewness value for G3?,easy
Student Performance Prediction Dataset,G3,Skewness,"{""conclusion"": ""-0.91291""}",What is the degree of asymmetry in G3?,easy
Student Performance Prediction Dataset,G3,Kurtosis,"{""conclusion"": ""2.7122""}",How peaked is the distribution of G3?,easy
Student Performance Prediction Dataset,G3,Kurtosis,"{""conclusion"": ""2.7122""}",What is the level of kurtosis in G3?,easy
Students Math-Reading-Writing Performance Dataset,gender,Mode,"{""conclusion"": ""female""}",What is the most frequent value in gender?,easy
Students Math-Reading-Writing Performance Dataset,gender,Mode,"{""conclusion"": ""female""}",Could you identify the mode value of gender?,easy
Students Math-Reading-Writing Performance Dataset,race/ethnicity,Mode,"{""conclusion"": ""group C""}",Could you identify the mode value of race/ethnicity?,easy
Students Math-Reading-Writing Performance Dataset,race/ethnicity,Mode,"{""conclusion"": ""group C""}",Which value occurs the most in race/ethnicity?,easy
Students Math-Reading-Writing Performance Dataset,parental level of education,Mode,"{""conclusion"": ""some college""}",Which value occurs the most in parental level of education?,easy
Students Math-Reading-Writing Performance Dataset,parental level of education,Mode,"{""conclusion"": ""some college""}",How to calculate the mode of parental level of education?,easy
Students Math-Reading-Writing Performance Dataset,lunch,Mode,"{""conclusion"": ""standard""}",Could you identify the mode value of lunch?,easy
Students Math-Reading-Writing Performance Dataset,lunch,Mode,"{""conclusion"": ""standard""}",What appears most often in lunch?,easy
Students Math-Reading-Writing Performance Dataset,test preparation course,Mode,"{""conclusion"": ""none""}",Can you find the mode of test preparation course?,easy
Students Math-Reading-Writing Performance Dataset,test preparation course,Mode,"{""conclusion"": ""none""}",Could you identify the mode value of test preparation course?,easy
Students Math-Reading-Writing Performance Dataset,math score,Mean,"{""conclusion"": ""66.089""}",Can you tell me the average number in math score?,easy
Students Math-Reading-Writing Performance Dataset,math score,Mean,"{""conclusion"": ""66.089""}",How much is the average figure for math score?,easy
Students Math-Reading-Writing Performance Dataset,math score,Median,"{""conclusion"": ""66.0""}",Can you tell me the median value in math score?,easy
Students Math-Reading-Writing Performance Dataset,math score,Median,"{""conclusion"": ""66.0""}",What number represents the median of math score?,easy
Students Math-Reading-Writing Performance Dataset,math score,Range,"{""conclusion"": ""100.0""}",What's the extent of variation in math score?,easy
Students Math-Reading-Writing Performance Dataset,math score,Range,"{""conclusion"": ""100.0""}",Can you determine the range covered by math score?,easy
Students Math-Reading-Writing Performance Dataset,math score,Quartile,"{""conclusion"": ""\""{'Min': 0.0, 'Q1': 57.0, 'Median': 66.0, 'Q3': 77.0, 'Max': 100.0}\""""}",Can you determine the quartile breakdown for math score?,easy
Students Math-Reading-Writing Performance Dataset,math score,Quartile,"{""conclusion"": ""\""{'Min': 0.0, 'Q1': 57.0, 'Median': 66.0, 'Q3': 77.0, 'Max': 100.0}\""""}",How do the values in math score spread in terms of quartiles?,easy
Students Math-Reading-Writing Performance Dataset,math score,Standard Deviation,"{""conclusion"": ""15.1555""}",Can you determine the dispersion in math score using standard deviation?,easy
Students Math-Reading-Writing Performance Dataset,math score,Standard Deviation,"{""conclusion"": ""15.1555""}","How spread out are the values in math score, in terms of standard deviation?",easy
Students Math-Reading-Writing Performance Dataset,math score,Skewness,"{""conclusion"": ""-0.27894""}",How skewed is the distribution of math score?,easy
Students Math-Reading-Writing Performance Dataset,math score,Skewness,"{""conclusion"": ""-0.27894""}",How does the asymmetry of math score?,easy
Students Math-Reading-Writing Performance Dataset,math score,Kurtosis,"{""conclusion"": ""0.27496""}",What is the level of kurtosis in math score?,easy
Students Math-Reading-Writing Performance Dataset,math score,Kurtosis,"{""conclusion"": ""0.27496""}",Is there significant kurtosis present in the data for math score?,easy
Students Math-Reading-Writing Performance Dataset,reading score,Mean,"{""conclusion"": ""69.169""}",How much is the average figure for reading score?,easy
Students Math-Reading-Writing Performance Dataset,reading score,Mean,"{""conclusion"": ""69.169""}",What's the mean value of reading score?,easy
Students Math-Reading-Writing Performance Dataset,reading score,Median,"{""conclusion"": ""70.0""}",How to compute the median of reading score?,easy
Students Math-Reading-Writing Performance Dataset,reading score,Median,"{""conclusion"": ""70.0""}",Can you find out what the median is in reading score?,easy
Students Math-Reading-Writing Performance Dataset,reading score,Range,"{""conclusion"": ""83.0""}",What's the interval between the highest and lowest points of reading score?,easy
Students Math-Reading-Writing Performance Dataset,reading score,Range,"{""conclusion"": ""83.0""}",What is the difference between the maximum and minimum values in reading score?,easy
Students Math-Reading-Writing Performance Dataset,reading score,Quartile,"{""conclusion"": ""\""{'Min': 17.0, 'Q1': 59.0, 'Median': 70.0, 'Q3': 79.0, 'Max': 100.0}\""""}",Could you find the quartile divisions in reading score?,easy
Students Math-Reading-Writing Performance Dataset,reading score,Quartile,"{""conclusion"": ""\""{'Min': 17.0, 'Q1': 59.0, 'Median': 70.0, 'Q3': 79.0, 'Max': 100.0}\""""}",What's the quartile distribution for the data in reading score?,easy
Students Math-Reading-Writing Performance Dataset,reading score,Standard Deviation,"{""conclusion"": ""14.59289""}",Can you determine the dispersion in reading score using standard deviation?,easy
Students Math-Reading-Writing Performance Dataset,reading score,Standard Deviation,"{""conclusion"": ""14.59289""}","What is the variance measure for reading score, as indicated by its standard deviation?",easy
Students Math-Reading-Writing Performance Dataset,reading score,Skewness,"{""conclusion"": ""-0.2591""}",How does the asymmetry of reading score?,easy
Students Math-Reading-Writing Performance Dataset,reading score,Skewness,"{""conclusion"": ""-0.2591""}",How skewed is the distribution of reading score?,easy
Students Math-Reading-Writing Performance Dataset,reading score,Kurtosis,"{""conclusion"": ""-0.06827""}",What is the degree of peaked for reading score?,easy
Students Math-Reading-Writing Performance Dataset,reading score,Kurtosis,"{""conclusion"": ""-0.06827""}",Can you calculate the kurtosis for reading score?,easy
Students Math-Reading-Writing Performance Dataset,writing score,Mean,"{""conclusion"": ""68.054""}",Could you determine the average amount in writing score?,easy
Students Math-Reading-Writing Performance Dataset,writing score,Mean,"{""conclusion"": ""68.054""}",What is the average of the writing score values?,easy
Students Math-Reading-Writing Performance Dataset,writing score,Median,"{""conclusion"": ""69.0""}",How to compute the median of writing score?,easy
Students Math-Reading-Writing Performance Dataset,writing score,Median,"{""conclusion"": ""69.0""}",What falls in the middle of writing score?,easy
Students Math-Reading-Writing Performance Dataset,writing score,Range,"{""conclusion"": ""90.0""}",Can you determine the range covered by writing score?,easy
Students Math-Reading-Writing Performance Dataset,writing score,Range,"{""conclusion"": ""90.0""}",Can you calculate the total span of writing score?,easy
Students Math-Reading-Writing Performance Dataset,writing score,Quartile,"{""conclusion"": ""\""{'Min': 10.0, 'Q1': 57.75, 'Median': 69.0, 'Q3': 79.0, 'Max': 100.0}\""""}",Can you determine the quartile breakdown for writing score?,easy
Students Math-Reading-Writing Performance Dataset,writing score,Quartile,"{""conclusion"": ""\""{'Min': 10.0, 'Q1': 57.75, 'Median': 69.0, 'Q3': 79.0, 'Max': 100.0}\""""}",How are the data in writing score distributed across quartiles?,easy
Students Math-Reading-Writing Performance Dataset,writing score,Standard Deviation,"{""conclusion"": ""15.18806""}",Can you calculate the standard deviation for writing score?,easy
Students Math-Reading-Writing Performance Dataset,writing score,Standard Deviation,"{""conclusion"": ""15.18806""}",What is the measure of standard variability for writing score?,easy
Students Math-Reading-Writing Performance Dataset,writing score,Skewness,"{""conclusion"": ""-0.28944""}",Can you determine the skewness level for writing score?,easy
Students Math-Reading-Writing Performance Dataset,writing score,Skewness,"{""conclusion"": ""-0.28944""}",How skewed is the distribution of writing score?,easy
Students Math-Reading-Writing Performance Dataset,writing score,Kurtosis,"{""conclusion"": ""-0.03336""}",Can you calculate the kurtosis for writing score?,easy
Students Math-Reading-Writing Performance Dataset,writing score,Kurtosis,"{""conclusion"": ""-0.03336""}",Is there significant kurtosis present in the data for writing score?,easy
Students New MRW Score Dataset,gender,Mode,"{""conclusion"": ""female""}",How to calculate the mode of gender?,easy
Students New MRW Score Dataset,gender,Mode,"{""conclusion"": ""female""}",Could you identify the mode value of gender?,easy
Students New MRW Score Dataset,race/ethnicity,Mode,"{""conclusion"": ""group C""}",What appears most often in race/ethnicity?,easy
Students New MRW Score Dataset,race/ethnicity,Mode,"{""conclusion"": ""group C""}",What's the most common value in race/ethnicity?,easy
Students New MRW Score Dataset,parental level of education,Mode,"{""conclusion"": ""some college""}",What is the most frequent value in parental level of education?,easy
Students New MRW Score Dataset,parental level of education,Mode,"{""conclusion"": ""some college""}",Which value occurs the most in parental level of education?,easy
Students New MRW Score Dataset,lunch,Mode,"{""conclusion"": ""standard""}",Can you find the mode of lunch?,easy
Students New MRW Score Dataset,lunch,Mode,"{""conclusion"": ""standard""}",What's the most common value in lunch?,easy
Students New MRW Score Dataset,test preparation course,Mode,"{""conclusion"": ""none""}",Can you find the mode of test preparation course?,easy
Students New MRW Score Dataset,test preparation course,Mode,"{""conclusion"": ""none""}",How to calculate the mode of test preparation course?,easy
Students New MRW Score Dataset,math score,Mean,"{""conclusion"": ""75.30236""}",Can you calculate the mean for math score?,easy
Students New MRW Score Dataset,math score,Mean,"{""conclusion"": ""75.30236""}",What's the mean value of math score?,easy
Students New MRW Score Dataset,math score,Median,"{""conclusion"": ""75.57116""}",What falls in the middle of math score?,easy
Students New MRW Score Dataset,math score,Median,"{""conclusion"": ""75.57116""}",Could you determine the median figure of math score?,easy
Students New MRW Score Dataset,math score,Range,"{""conclusion"": ""56.08204""}",Can you determine the range covered by math score?,easy
Students New MRW Score Dataset,math score,Range,"{""conclusion"": ""56.08204""}",Could you find the full spread of math score?,easy
Students New MRW Score Dataset,math score,Quartile,"{""conclusion"": ""\""{'Min': 43.917957596169664, 'Q1': 68.79159310223181, 'Median': 75.57116065483464, 'Q3': 81.67667854200211, 'Max': 100.0}\""""}",How do the values in math score spread in terms of quartiles?,easy
Students New MRW Score Dataset,math score,Quartile,"{""conclusion"": ""\""{'Min': 43.917957596169664, 'Q1': 68.79159310223181, 'Median': 75.57116065483464, 'Q3': 81.67667854200211, 'Max': 100.0}\""""}",What's the quartile distribution for the data in math score?,easy
Students New MRW Score Dataset,math score,Standard Deviation,"{""conclusion"": ""9.86383""}",Could you provide the standard deviation for the dataset in math score?,easy
Students New MRW Score Dataset,math score,Standard Deviation,"{""conclusion"": ""9.86383""}",What's the level of spread in math score as indicated by its standard deviation?,easy
Students New MRW Score Dataset,math score,Skewness,"{""conclusion"": ""-0.03016""}",What is the skewness value for math score?,easy
Students New MRW Score Dataset,math score,Skewness,"{""conclusion"": ""-0.03016""}",What is the degree of asymmetry in math score?,easy
Students New MRW Score Dataset,math score,Kurtosis,"{""conclusion"": ""-0.0745""}",Could you determine the extent of peaked for math score?,easy
Students New MRW Score Dataset,math score,Kurtosis,"{""conclusion"": ""-0.0745""}",How peaked is the distribution of math score?,easy
Students New MRW Score Dataset,reading score,Mean,"{""conclusion"": ""75.22818""}",How do you find the average in reading score?,easy
Students New MRW Score Dataset,reading score,Mean,"{""conclusion"": ""75.22818""}",How much is the average figure for reading score?,easy
Students New MRW Score Dataset,reading score,Median,"{""conclusion"": ""75.01131""}",Can you find out what the median is in reading score?,easy
Students New MRW Score Dataset,reading score,Median,"{""conclusion"": ""75.01131""}",How do I find the median for reading score?,easy
Students New MRW Score Dataset,reading score,Range,"{""conclusion"": ""51.98055""}",What is the difference between the maximum and minimum values in reading score?,easy
Students New MRW Score Dataset,reading score,Range,"{""conclusion"": ""51.98055""}",Can you determine the range covered by reading score?,easy
Students New MRW Score Dataset,reading score,Quartile,"{""conclusion"": ""\""{'Min': 48.019447058629744, 'Q1': 68.78787083719439, 'Median': 75.01131126670334, 'Q3': 82.40101464994208, 'Max': 100.0}\""""}",Could you show the quartile segmentation of reading score?,easy
Students New MRW Score Dataset,reading score,Quartile,"{""conclusion"": ""\""{'Min': 48.019447058629744, 'Q1': 68.78787083719439, 'Median': 75.01131126670334, 'Q3': 82.40101464994208, 'Max': 100.0}\""""}",What are the quartile values in reading score?,easy
Students New MRW Score Dataset,reading score,Standard Deviation,"{""conclusion"": ""10.06972""}",Can you calculate the standard deviation for reading score?,easy
Students New MRW Score Dataset,reading score,Standard Deviation,"{""conclusion"": ""10.06972""}",What's the level of spread in reading score as indicated by its standard deviation?,easy
Students New MRW Score Dataset,reading score,Skewness,"{""conclusion"": ""-0.04898""}",Is reading score positively or negatively skewed?,easy
Students New MRW Score Dataset,reading score,Skewness,"{""conclusion"": ""-0.04898""}",What is the skewness value for reading score?,easy
Students New MRW Score Dataset,reading score,Kurtosis,"{""conclusion"": ""-0.2376""}",What is the level of kurtosis in reading score?,easy
Students New MRW Score Dataset,reading score,Kurtosis,"{""conclusion"": ""-0.2376""}",What is the degree of peaked for reading score?,easy
Students New MRW Score Dataset,writing score,Mean,"{""conclusion"": ""75.04415""}",What is the average of the writing score values?,easy
Students New MRW Score Dataset,writing score,Mean,"{""conclusion"": ""75.04415""}",How do you find the average in writing score?,easy
Students New MRW Score Dataset,writing score,Median,"{""conclusion"": ""75.21006""}",How do I find the median for writing score?,easy
Students New MRW Score Dataset,writing score,Median,"{""conclusion"": ""75.21006""}",Can you find out what the median is in writing score?,easy
Students New MRW Score Dataset,writing score,Range,"{""conclusion"": ""60.27456""}",Can you determine the range covered by writing score?,easy
Students New MRW Score Dataset,writing score,Range,"{""conclusion"": ""60.27456""}",How wide is the range of values in writing score?,easy
Students New MRW Score Dataset,writing score,Quartile,"{""conclusion"": ""\""{'Min': 39.72543915473884, 'Q1': 68.45969003818588, 'Median': 75.21005826987508, 'Q3': 81.67886647286022, 'Max': 100.0}\""""}",Can you determine the quartile breakdown for writing score?,easy
Students New MRW Score Dataset,writing score,Quartile,"{""conclusion"": ""\""{'Min': 39.72543915473884, 'Q1': 68.45969003818588, 'Median': 75.21005826987508, 'Q3': 81.67886647286022, 'Max': 100.0}\""""}",Can you calculate the quartiles for writing score?,easy
Students New MRW Score Dataset,writing score,Standard Deviation,"{""conclusion"": ""9.89877""}",What is the measure of standard variability for writing score?,easy
Students New MRW Score Dataset,writing score,Standard Deviation,"{""conclusion"": ""9.89877""}",Can you determine the dispersion in writing score using standard deviation?,easy
Students New MRW Score Dataset,writing score,Skewness,"{""conclusion"": ""-0.13482""}",How does the asymmetry of writing score?,easy
Students New MRW Score Dataset,writing score,Skewness,"{""conclusion"": ""-0.13482""}",What is the degree of asymmetry in writing score?,easy
Students New MRW Score Dataset,writing score,Kurtosis,"{""conclusion"": ""-0.09533""}",What is the degree of peaked for writing score?,easy
Students New MRW Score Dataset,writing score,Kurtosis,"{""conclusion"": ""-0.09533""}",Could you determine the extent of peaked for writing score?,easy
Terrorist Attacks Dataset,Terrorist attacks,Mean,"{""conclusion"": ""76.82571""}",What is the average of the Terrorist attacks values?,easy
Terrorist Attacks Dataset,Terrorist attacks,Mean,"{""conclusion"": ""76.82571""}",How do you find the average in Terrorist attacks?,easy
Terrorist Attacks Dataset,Terrorist attacks,Median,"{""conclusion"": ""0.0""}",Can you calculate the median of Terrorist attacks?,easy
Terrorist Attacks Dataset,Terrorist attacks,Median,"{""conclusion"": ""0.0""}",Can you tell me the median value in Terrorist attacks?,easy
Terrorist Attacks Dataset,Terrorist attacks,Range,"{""conclusion"": ""16820.0""}",Can you determine the range covered by Terrorist attacks?,easy
Terrorist Attacks Dataset,Terrorist attacks,Range,"{""conclusion"": ""16820.0""}",What is the scale of variation for Terrorist attacks?,easy
Terrorist Attacks Dataset,Terrorist attacks,Quartile,"{""conclusion"": ""\""{'Min': 0.0, 'Q1': 0.0, 'Median': 0.0, 'Q3': 6.0, 'Max': 16820.0}\""""}",Could you find the quartile divisions in Terrorist attacks?,easy
Terrorist Attacks Dataset,Terrorist attacks,Quartile,"{""conclusion"": ""\""{'Min': 0.0, 'Q1': 0.0, 'Median': 0.0, 'Q3': 6.0, 'Max': 16820.0}\""""}",What's the quartile distribution for the data in Terrorist attacks?,easy
Terrorist Attacks Dataset,Terrorist attacks,Standard Deviation,"{""conclusion"": ""532.31076""}",What is the measure of standard variability for Terrorist attacks?,easy
Terrorist Attacks Dataset,Terrorist attacks,Standard Deviation,"{""conclusion"": ""532.31076""}","How spread out are the values in Terrorist attacks, in terms of standard deviation?",easy
Terrorist Attacks Dataset,Terrorist attacks,Skewness,"{""conclusion"": ""16.34039""}",How skewed is the distribution of Terrorist attacks?,easy
Terrorist Attacks Dataset,Terrorist attacks,Skewness,"{""conclusion"": ""16.34039""}",How does the asymmetry of Terrorist attacks?,easy
Terrorist Attacks Dataset,Terrorist attacks,Kurtosis,"{""conclusion"": ""348.96837""}",What is the level of kurtosis in Terrorist attacks?,easy
Terrorist Attacks Dataset,Terrorist attacks,Kurtosis,"{""conclusion"": ""348.96837""}",How peaked is the distribution of Terrorist attacks?,easy
Terrorist Attacks Dataset,Terrorism deaths,Mean,"{""conclusion"": ""177.47266""}",How much is the average figure for Terrorism deaths?,easy
Terrorist Attacks Dataset,Terrorism deaths,Mean,"{""conclusion"": ""177.47266""}",What is the average of the Terrorism deaths values?,easy
Terrorist Attacks Dataset,Terrorism deaths,Median,"{""conclusion"": ""0.0""}",Can you calculate the median of Terrorism deaths?,easy
Terrorist Attacks Dataset,Terrorism deaths,Median,"{""conclusion"": ""0.0""}",Could you determine the median figure of Terrorism deaths?,easy
Terrorist Attacks Dataset,Terrorism deaths,Range,"{""conclusion"": ""44576.0""}",How wide is the range of values in Terrorism deaths?,easy
Terrorist Attacks Dataset,Terrorism deaths,Range,"{""conclusion"": ""44576.0""}",Can you calculate the total span of Terrorism deaths?,easy
Terrorist Attacks Dataset,Terrorism deaths,Quartile,"{""conclusion"": ""\""{'Min': 0.0, 'Q1': 0.0, 'Median': 0.0, 'Q3': 4.0, 'Max': 44576.0}\""""}",Can you determine the quartile breakdown for Terrorism deaths?,easy
Terrorist Attacks Dataset,Terrorism deaths,Quartile,"{""conclusion"": ""\""{'Min': 0.0, 'Q1': 0.0, 'Median': 0.0, 'Q3': 4.0, 'Max': 44576.0}\""""}",What are the quartile values in Terrorism deaths?,easy
Terrorist Attacks Dataset,Terrorism deaths,Standard Deviation,"{""conclusion"": ""1332.35941""}",Can you determine the dispersion in Terrorism deaths using standard deviation?,easy
Terrorist Attacks Dataset,Terrorism deaths,Standard Deviation,"{""conclusion"": ""1332.35941""}",What is the measure of standard variability for Terrorism deaths?,easy
Terrorist Attacks Dataset,Terrorism deaths,Skewness,"{""conclusion"": ""16.1974""}",Is Terrorism deaths positively or negatively skewed?,easy
Terrorist Attacks Dataset,Terrorism deaths,Skewness,"{""conclusion"": ""16.1974""}",Can you determine the skewness level for Terrorism deaths?,easy
Terrorist Attacks Dataset,Terrorism deaths,Kurtosis,"{""conclusion"": ""355.6344""}",What is the level of kurtosis in Terrorism deaths?,easy
Terrorist Attacks Dataset,Terrorism deaths,Kurtosis,"{""conclusion"": ""355.6344""}",Is there significant kurtosis present in the data for Terrorism deaths?,easy
Terrorist Attacks Dataset,Attack method: Hijacking,Mean,"{""conclusion"": ""0.27831""}",How do you find the average in Attack method: Hijacking?,easy
Terrorist Attacks Dataset,Attack method: Hijacking,Mean,"{""conclusion"": ""0.27831""}",What is the average of the Attack method: Hijacking values?,easy
Terrorist Attacks Dataset,Attack method: Hijacking,Median,"{""conclusion"": ""0.0""}",How to compute the median of Attack method: Hijacking?,easy
Terrorist Attacks Dataset,Attack method: Hijacking,Median,"{""conclusion"": ""0.0""}",What number represents the median of Attack method: Hijacking?,easy
Terrorist Attacks Dataset,Attack method: Hijacking,Range,"{""conclusion"": ""58.0""}",How wide is the range of values in Attack method: Hijacking?,easy
Terrorist Attacks Dataset,Attack method: Hijacking,Range,"{""conclusion"": ""58.0""}",What is the scale of variation for Attack method: Hijacking?,easy
Terrorist Attacks Dataset,Attack method: Hijacking,Quartile,"{""conclusion"": ""\""{'Min': 0.0, 'Q1': 0.0, 'Median': 0.0, 'Q3': 0.0, 'Max': 58.0}\""""}",What's the quartile distribution for the data in Attack method: Hijacking?,easy
Terrorist Attacks Dataset,Attack method: Hijacking,Quartile,"{""conclusion"": ""\""{'Min': 0.0, 'Q1': 0.0, 'Median': 0.0, 'Q3': 0.0, 'Max': 58.0}\""""}",How do the values in Attack method: Hijacking spread in terms of quartiles?,easy
Terrorist Attacks Dataset,Attack method: Hijacking,Standard Deviation,"{""conclusion"": ""1.7897""}",Can you determine the dispersion in Attack method: Hijacking using standard deviation?,easy
Terrorist Attacks Dataset,Attack method: Hijacking,Standard Deviation,"{""conclusion"": ""1.7897""}",Could you find the standard deviation value of Attack method: Hijacking?,easy
Terrorist Attacks Dataset,Attack method: Hijacking,Skewness,"{""conclusion"": ""14.8121""}",How does the asymmetry of Attack method: Hijacking?,easy
Terrorist Attacks Dataset,Attack method: Hijacking,Skewness,"{""conclusion"": ""14.8121""}",Can you calculate the skew of Attack method: Hijacking?,easy
Terrorist Attacks Dataset,Attack method: Hijacking,Kurtosis,"{""conclusion"": ""306.92487""}",What is the degree of peaked for Attack method: Hijacking?,easy
Terrorist Attacks Dataset,Attack method: Hijacking,Kurtosis,"{""conclusion"": ""306.92487""}",Can you calculate the kurtosis for Attack method: Hijacking?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Barricade Incident),Mean,"{""conclusion"": ""0.37824""}",How much is the average figure for Attack method: Hostage Taking (Barricade Incident)?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Barricade Incident),Mean,"{""conclusion"": ""0.37824""}",Can you tell me the average number in Attack method: Hostage Taking (Barricade Incident)?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Barricade Incident),Median,"{""conclusion"": ""0.0""}",Could you determine the median figure of Attack method: Hostage Taking (Barricade Incident)?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Barricade Incident),Median,"{""conclusion"": ""0.0""}",How to compute the median of Attack method: Hostage Taking (Barricade Incident)?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Barricade Incident),Range,"{""conclusion"": ""85.0""}",Can you calculate the total span of Attack method: Hostage Taking (Barricade Incident)?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Barricade Incident),Range,"{""conclusion"": ""85.0""}",What's the interval between the highest and lowest points of Attack method: Hostage Taking (Barricade Incident)?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Barricade Incident),Quartile,"{""conclusion"": ""\""{'Min': 0.0, 'Q1': 0.0, 'Median': 0.0, 'Q3': 0.0, 'Max': 85.0}\""""}",Can you calculate the quartiles for Attack method: Hostage Taking (Barricade Incident)?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Barricade Incident),Quartile,"{""conclusion"": ""\""{'Min': 0.0, 'Q1': 0.0, 'Median': 0.0, 'Q3': 0.0, 'Max': 85.0}\""""}",How are the data in Attack method: Hostage Taking (Barricade Incident) distributed across quartiles?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Barricade Incident),Standard Deviation,"{""conclusion"": ""2.68553""}",Can you determine the dispersion in Attack method: Hostage Taking (Barricade Incident) using standard deviation?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Barricade Incident),Standard Deviation,"{""conclusion"": ""2.68553""}",Could you provide the standard deviation for the dataset in Attack method: Hostage Taking (Barricade Incident)?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Barricade Incident),Skewness,"{""conclusion"": ""15.1625""}",Can you calculate the skew of Attack method: Hostage Taking (Barricade Incident)?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Barricade Incident),Skewness,"{""conclusion"": ""15.1625""}",How skewed is the distribution of Attack method: Hostage Taking (Barricade Incident)?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Barricade Incident),Kurtosis,"{""conclusion"": ""318.63012""}",Can you calculate the kurtosis for Attack method: Hostage Taking (Barricade Incident)?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Barricade Incident),Kurtosis,"{""conclusion"": ""318.63012""}",How peaked is the distribution of Attack method: Hostage Taking (Barricade Incident)?,easy
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Mean,"{""conclusion"": ""0.43121""}",What does the mean of Attack method: Unarmed Assault indicate?,easy
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Mean,"{""conclusion"": ""0.43121""}",Can you tell me the average number in Attack method: Unarmed Assault?,easy
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Median,"{""conclusion"": ""0.0""}",Can you find out what the median is in Attack method: Unarmed Assault?,easy
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Median,"{""conclusion"": ""0.0""}",Can you calculate the median of Attack method: Unarmed Assault?,easy
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Range,"{""conclusion"": ""106.0""}",Can you determine the range covered by Attack method: Unarmed Assault?,easy
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Range,"{""conclusion"": ""106.0""}",Can you calculate the total span of Attack method: Unarmed Assault?,easy
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Quartile,"{""conclusion"": ""\""{'Min': 0.0, 'Q1': 0.0, 'Median': 0.0, 'Q3': 0.0, 'Max': 106.0}\""""}",What are the quartile values in Attack method: Unarmed Assault?,easy
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Quartile,"{""conclusion"": ""\""{'Min': 0.0, 'Q1': 0.0, 'Median': 0.0, 'Q3': 0.0, 'Max': 106.0}\""""}",What's the quartile distribution for the data in Attack method: Unarmed Assault?,easy
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Standard Deviation,"{""conclusion"": ""3.21889""}",Can you calculate the standard deviation for Attack method: Unarmed Assault?,easy
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Standard Deviation,"{""conclusion"": ""3.21889""}",Could you find the standard deviation value of Attack method: Unarmed Assault?,easy
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Skewness,"{""conclusion"": ""16.75985""}",What is the degree of asymmetry in Attack method: Unarmed Assault?,easy
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Skewness,"{""conclusion"": ""16.75985""}",Can you calculate the skew of Attack method: Unarmed Assault?,easy
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Kurtosis,"{""conclusion"": ""376.88255""}",Could you determine the extent of peaked for Attack method: Unarmed Assault?,easy
