Dataset Name,Column,Distribution,Kolmogorov-Smirnov Test,question,difficulty
Student Performance Prediction Dataset,G1,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Gamma distribution a suitable representation for the data in G1?,easy
Student Performance Prediction Dataset,G2,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does G2 reflect the properties of a Gamma distribution?,easy
Student Performance Prediction Dataset,G2,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Whether the data of G2 is subject to Gamma distribution?,easy
Student Performance Prediction Dataset,G2,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Gamma distribution hypothesis for G2?,easy
Student Performance Prediction Dataset,G3,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Gamma distribution hypothesis for G3?,easy
Student Performance Prediction Dataset,G3,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does G3 reflect the properties of a Gamma distribution?,easy
Student Performance Prediction Dataset,G3,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could it be proper to say that G3 data presents a Gamma distribution?,easy
Students Math-Reading-Writing Performance Dataset,math score,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Exponential distribution hypothesis for math score?,easy
Students Math-Reading-Writing Performance Dataset,math score,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Whether the data of math score is subject to Exponential distribution?,easy
Students Math-Reading-Writing Performance Dataset,math score,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it possible for math score data to have been drawn from a Exponential distribution?,easy
Students Math-Reading-Writing Performance Dataset,reading score,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it a Exponential distribution that reading score data follows?,easy
Students Math-Reading-Writing Performance Dataset,reading score,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Exponential distribution hypothesis for reading score?,easy
Students Math-Reading-Writing Performance Dataset,reading score,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of reading score resemble a Exponential distribution?,easy
Students Math-Reading-Writing Performance Dataset,writing score,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the observed distribution of writing score similar to a Exponential distribution?,easy
Students Math-Reading-Writing Performance Dataset,writing score,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could it be proper to say that writing score data presents a Exponential distribution?,easy
Students Math-Reading-Writing Performance Dataset,writing score,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does it proper to model the data of writing score by a Exponential distribution?,easy
Students Math-Reading-Writing Performance Dataset,math score,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does it proper to model the data of math score by a Uniform distribution?,easy
Students Math-Reading-Writing Performance Dataset,math score,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the observed distribution of math score similar to a Uniform distribution?,easy
Students Math-Reading-Writing Performance Dataset,math score,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it a Uniform distribution that math score data follows?,easy
Students Math-Reading-Writing Performance Dataset,reading score,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Uniform distribution hypothesis for reading score?,easy
Students Math-Reading-Writing Performance Dataset,reading score,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does reading score reflect the properties of a Uniform distribution?,easy
Students Math-Reading-Writing Performance Dataset,reading score,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it possible for reading score data to have been drawn from a Uniform distribution?,easy
Students Math-Reading-Writing Performance Dataset,writing score,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the data distribution of writing score comply with the Uniform model?,easy
Students Math-Reading-Writing Performance Dataset,writing score,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does writing score conform to a Uniform distribution?,easy
Students Math-Reading-Writing Performance Dataset,writing score,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of writing score resemble a Uniform distribution?,easy
Students Math-Reading-Writing Performance Dataset,math score,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the distribution of data values in math score consistent with a Gamma distribution?,easy
Students Math-Reading-Writing Performance Dataset,math score,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Gamma distribution serve as an accurate representation for math score data?,easy
Students Math-Reading-Writing Performance Dataset,math score,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in math score exhibit a Gamma distribution?,easy
Students Math-Reading-Writing Performance Dataset,reading score,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Gamma distribution hypothesis for reading score?,easy
Students Math-Reading-Writing Performance Dataset,reading score,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does reading score conform to a Gamma distribution?,easy
Students Math-Reading-Writing Performance Dataset,reading score,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of reading score resemble a Gamma distribution?,easy
Students Math-Reading-Writing Performance Dataset,writing score,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could it be proper to say that writing score data presents a Gamma distribution?,easy
Students Math-Reading-Writing Performance Dataset,writing score,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}","Based on the statistical test, can we consider writing score to exhibit a Gamma distribution?",easy
Students Math-Reading-Writing Performance Dataset,writing score,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does writing score reflect the properties of a Gamma distribution?,easy
Students New MRW Score Dataset,math score,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the distribution of data values in math score consistent with a Exponential distribution?,easy
Students New MRW Score Dataset,math score,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it a Exponential distribution that math score data follows?,easy
Students New MRW Score Dataset,math score,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the observed distribution of math score similar to a Exponential distribution?,easy
Students New MRW Score Dataset,reading score,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Whether the data of reading score is subject to Exponential distribution?,easy
Students New MRW Score Dataset,reading score,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it a Exponential distribution that reading score data follows?,easy
Students New MRW Score Dataset,reading score,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the distribution of data values in reading score consistent with a Exponential distribution?,easy
Students New MRW Score Dataset,writing score,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Exponential distribution hypothesis for writing score?,easy
Students New MRW Score Dataset,writing score,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Exponential distribution serve as an accurate representation for writing score data?,easy
Students New MRW Score Dataset,writing score,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does it proper to model the data of writing score by a Exponential distribution?,easy
Students New MRW Score Dataset,math score,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}","Based on the statistical test, can we consider math score to exhibit a Uniform distribution?",easy
Students New MRW Score Dataset,math score,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it a Uniform distribution that math score data follows?,easy
Students New MRW Score Dataset,math score,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the observed distribution of math score similar to a Uniform distribution?,easy
Students New MRW Score Dataset,reading score,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it a Uniform distribution that reading score data follows?,easy
Students New MRW Score Dataset,reading score,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Uniform distribution serve as an accurate representation for reading score data?,easy
Students New MRW Score Dataset,reading score,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Whether the data of reading score is subject to Uniform distribution?,easy
Students New MRW Score Dataset,writing score,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}","Based on the statistical test, can we consider writing score to exhibit a Uniform distribution?",easy
Students New MRW Score Dataset,writing score,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in writing score exhibit a Uniform distribution?,easy
Students New MRW Score Dataset,writing score,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does writing score reflect the properties of a Uniform distribution?,easy
Students New MRW Score Dataset,math score,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Gamma distribution hypothesis for math score?,easy
Students New MRW Score Dataset,math score,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the data distribution of math score comply with the Gamma model?,easy
Students New MRW Score Dataset,math score,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could it be proper to say that math score data presents a Gamma distribution?,easy
Students New MRW Score Dataset,reading score,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}","Based on the statistical test, can we consider reading score to exhibit a Gamma distribution?",easy
Students New MRW Score Dataset,reading score,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in reading score exhibit a Gamma distribution?,easy
Students New MRW Score Dataset,reading score,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does it proper to model the data of reading score by a Gamma distribution?,easy
Students New MRW Score Dataset,writing score,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does writing score conform to a Gamma distribution?,easy
Students New MRW Score Dataset,writing score,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it possible for writing score data to have been drawn from a Gamma distribution?,easy
Students New MRW Score Dataset,writing score,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of writing score resemble a Gamma distribution?,easy
Terrorist Attacks Dataset,Terrorist attacks,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Exponential distribution a suitable representation for the data in Terrorist attacks?,easy
Terrorist Attacks Dataset,Terrorist attacks,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the observed distribution of Terrorist attacks similar to a Exponential distribution?,easy
Terrorist Attacks Dataset,Terrorist attacks,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could it be proper to say that Terrorist attacks data presents a Exponential distribution?,easy
Terrorist Attacks Dataset,Terrorism deaths,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Terrorism deaths reflect the properties of a Exponential distribution?,easy
Terrorist Attacks Dataset,Terrorism deaths,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Exponential distribution hypothesis for Terrorism deaths?,easy
Terrorist Attacks Dataset,Terrorism deaths,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Exponential distribution a suitable representation for the data in Terrorism deaths?,easy
Terrorist Attacks Dataset,Attack method: Hijacking,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Attack method: Hijacking reflect the properties of a Exponential distribution?,easy
Terrorist Attacks Dataset,Attack method: Hijacking,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it possible for Attack method: Hijacking data to have been drawn from a Exponential distribution?,easy
Terrorist Attacks Dataset,Attack method: Hijacking,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Exponential distribution a suitable representation for the data in Attack method: Hijacking?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Barricade Incident),Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the distribution of data values in Attack method: Hostage Taking (Barricade Incident) consistent with a Exponential distribution?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Barricade Incident),Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Attack method: Hostage Taking (Barricade Incident) reflect the properties of a Exponential distribution?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Barricade Incident),Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Exponential distribution hypothesis for Attack method: Hostage Taking (Barricade Incident)?,easy
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Attack method: Unarmed Assault reflect the properties of a Exponential distribution?,easy
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it a Exponential distribution that Attack method: Unarmed Assault data follows?,easy
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it possible for Attack method: Unarmed Assault data to have been drawn from a Exponential distribution?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Exponential distribution of the Attack method: Facility/Infrastructure Attack data?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Exponential distribution serve as an accurate representation for Attack method: Facility/Infrastructure Attack data?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Exponential distribution a suitable representation for the data in Attack method: Facility/Infrastructure Attack?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Whether the data of Attack method: Hostage Taking (Kidnapping) is subject to Exponential distribution?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Attack method: Hostage Taking (Kidnapping) conform to a Exponential distribution?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in Attack method: Hostage Taking (Kidnapping) exhibit a Exponential distribution?,easy
Terrorist Attacks Dataset,Attack method: Assassination,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Whether the data of Attack method: Assassination is subject to Exponential distribution?,easy
Terrorist Attacks Dataset,Attack method: Assassination,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of Attack method: Assassination resemble a Exponential distribution?,easy
Terrorist Attacks Dataset,Attack method: Assassination,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Exponential distribution serve as an accurate representation for Attack method: Assassination data?,easy
Terrorist Attacks Dataset,Attack method: Armed Assault,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the observed distribution of Attack method: Armed Assault similar to a Exponential distribution?,easy
Terrorist Attacks Dataset,Attack method: Armed Assault,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Exponential distribution serve as an accurate representation for Attack method: Armed Assault data?,easy
Terrorist Attacks Dataset,Attack method: Armed Assault,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Exponential distribution hypothesis for Attack method: Armed Assault?,easy
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Exponential distribution serve as an accurate representation for Attack method: Bombing/Explosion data?,easy
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of Attack method: Bombing/Explosion resemble a Exponential distribution?,easy
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is Attack method: Bombing/Explosion demonstrating as Exponential distribution?Is the Exponential distribution a good fit for Attack method: Bombing/Explosion data?,easy
Terrorist Attacks Dataset,Death Age 100+,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is Death Age 100+ demonstrating as Exponential distribution?Is the Exponential distribution a good fit for Death Age 100+ data?,easy
Terrorist Attacks Dataset,Death Age 100+,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the observed distribution of Death Age 100+ similar to a Exponential distribution?,easy
Terrorist Attacks Dataset,Death Age 100+,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Exponential distribution of the Death Age 100+ data?,easy
Terrorist Attacks Dataset,Death Age: 51-99 ,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in Death Age: 51-99  exhibit a Exponential distribution?,easy
Terrorist Attacks Dataset,Death Age: 51-99 ,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Exponential distribution a suitable representation for the data in Death Age: 51-99 ?,easy
Terrorist Attacks Dataset,Death Age: 51-99 ,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Whether the data of Death Age: 51-99  is subject to Exponential distribution?,easy
Terrorist Attacks Dataset,Death Age : 21-50 ,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is Death Age : 21-50  demonstrating as Exponential distribution?Is the Exponential distribution a good fit for Death Age : 21-50  data?,easy
Terrorist Attacks Dataset,Death Age : 21-50 ,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Death Age : 21-50  conform to a Exponential distribution?,easy
Terrorist Attacks Dataset,Death Age : 21-50 ,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in Death Age : 21-50  exhibit a Exponential distribution?,easy
Terrorist Attacks Dataset,Death Age : 11-20 ,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the distribution of data values in Death Age : 11-20  consistent with a Exponential distribution?,easy
Terrorist Attacks Dataset,Death Age : 11-20 ,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does it proper to model the data of Death Age : 11-20  by a Exponential distribution?,easy
Terrorist Attacks Dataset,Death Age : 11-20 ,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Exponential distribution of the Death Age : 11-20  data?,easy
Terrorist Attacks Dataset,Death Age : 6-10 ,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the observed distribution of Death Age : 6-10  similar to a Exponential distribution?,easy
Terrorist Attacks Dataset,Death Age : 6-10 ,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Whether the data of Death Age : 6-10  is subject to Exponential distribution?,easy
Terrorist Attacks Dataset,Death Age : 6-10 ,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is Death Age : 6-10  demonstrating as Exponential distribution?Is the Exponential distribution a good fit for Death Age : 6-10  data?,easy
Terrorist Attacks Dataset,Death Age :  1-5,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Exponential distribution a suitable representation for the data in Death Age :  1-5?,easy
Terrorist Attacks Dataset,Death Age :  1-5,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Exponential distribution hypothesis for Death Age :  1-5?,easy
Terrorist Attacks Dataset,Death Age :  1-5,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is Death Age :  1-5 demonstrating as Exponential distribution?Is the Exponential distribution a good fit for Death Age :  1-5 data?,easy
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Whether the data of Terrorist Death Type : Suicide is subject to Exponential distribution?,easy
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of Terrorist Death Type : Suicide resemble a Exponential distribution?,easy
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}","Based on the statistical test, can we consider Terrorist Death Type : Suicide to exhibit a Exponential distribution?",easy
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does it proper to model the data of Terrorist Death Type : Killed by a Exponential distribution?,easy
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Exponential distribution hypothesis for Terrorist Death Type : Killed?,easy
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Terrorist Death Type : Killed reflect the properties of a Exponential distribution?,easy
Terrorist Attacks Dataset,Terrorist attacks,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Uniform distribution of the Terrorist attacks data?,easy
Terrorist Attacks Dataset,Terrorist attacks,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the distribution of data values in Terrorist attacks consistent with a Uniform distribution?,easy
Terrorist Attacks Dataset,Terrorist attacks,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Uniform distribution hypothesis for Terrorist attacks?,easy
Terrorist Attacks Dataset,Terrorism deaths,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the data distribution of Terrorism deaths comply with the Uniform model?,easy
Terrorist Attacks Dataset,Terrorism deaths,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it possible for Terrorism deaths data to have been drawn from a Uniform distribution?,easy
Terrorist Attacks Dataset,Terrorism deaths,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Terrorism deaths reflect the properties of a Uniform distribution?,easy
Terrorist Attacks Dataset,Attack method: Hijacking,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Uniform distribution a suitable representation for the data in Attack method: Hijacking?,easy
Terrorist Attacks Dataset,Attack method: Hijacking,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the distribution of data values in Attack method: Hijacking consistent with a Uniform distribution?,easy
Terrorist Attacks Dataset,Attack method: Hijacking,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is Attack method: Hijacking demonstrating as Uniform distribution?Is the Uniform distribution a good fit for Attack method: Hijacking data?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Barricade Incident),Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could it be proper to say that Attack method: Hostage Taking (Barricade Incident) data presents a Uniform distribution?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Barricade Incident),Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the distribution of data values in Attack method: Hostage Taking (Barricade Incident) consistent with a Uniform distribution?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Barricade Incident),Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does it proper to model the data of Attack method: Hostage Taking (Barricade Incident) by a Uniform distribution?,easy
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the distribution of data values in Attack method: Unarmed Assault consistent with a Uniform distribution?,easy
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in Attack method: Unarmed Assault exhibit a Uniform distribution?,easy
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}","Based on the statistical test, can we consider Attack method: Unarmed Assault to exhibit a Uniform distribution?",easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it a Uniform distribution that Attack method: Facility/Infrastructure Attack data follows?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Uniform distribution serve as an accurate representation for Attack method: Facility/Infrastructure Attack data?,easy
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does it proper to model the data of Attack method: Facility/Infrastructure Attack by a Uniform distribution?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it possible for Attack method: Hostage Taking (Kidnapping) data to have been drawn from a Uniform distribution?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Uniform distribution serve as an accurate representation for Attack method: Hostage Taking (Kidnapping) data?,easy
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is Attack method: Hostage Taking (Kidnapping) demonstrating as Uniform distribution?Is the Uniform distribution a good fit for Attack method: Hostage Taking (Kidnapping) data?,easy
Terrorist Attacks Dataset,Attack method: Assassination,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is Attack method: Assassination demonstrating as Uniform distribution?Is the Uniform distribution a good fit for Attack method: Assassination data?,easy
Terrorist Attacks Dataset,Attack method: Assassination,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Uniform distribution hypothesis for Attack method: Assassination?,easy
Terrorist Attacks Dataset,Attack method: Assassination,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}","Based on the statistical test, can we consider Attack method: Assassination to exhibit a Uniform distribution?",easy
Terrorist Attacks Dataset,Attack method: Armed Assault,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Uniform distribution serve as an accurate representation for Attack method: Armed Assault data?,easy
Terrorist Attacks Dataset,Attack method: Armed Assault,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could it be proper to say that Attack method: Armed Assault data presents a Uniform distribution?,easy
Terrorist Attacks Dataset,Attack method: Armed Assault,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Uniform distribution a suitable representation for the data in Attack method: Armed Assault?,easy
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the distribution of data values in Attack method: Bombing/Explosion consistent with a Uniform distribution?,easy
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Uniform distribution of the Attack method: Bombing/Explosion data?,easy
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Uniform distribution hypothesis for Attack method: Bombing/Explosion?,easy
Terrorist Attacks Dataset,Death Age 100+,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the observed distribution of Death Age 100+ similar to a Uniform distribution?,easy
Terrorist Attacks Dataset,Death Age 100+,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Uniform distribution of the Death Age 100+ data?,easy
Terrorist Attacks Dataset,Death Age 100+,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it a Uniform distribution that Death Age 100+ data follows?,easy
