Dataset Name,Column 1,Column 2,Pearson Correlation Coefficient,Spearman Correlation Coefficient,Kendall Correlation Coefficient,question,difficulty
Students New MRW Score Dataset,reading score,writing score,"{""coefficient"": -0.02832, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.0397, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.02601, ""conclusion"": ""Not strongly correlated""}",How does the direction of change in reading score relate to writing score?,easy
Students New MRW Score Dataset,reading score,writing score,"{""coefficient"": -0.02832, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.0397, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.02601, ""conclusion"": ""Not strongly correlated""}",Are variations in reading score associated with variations in writing score?,easy
Students New MRW Score Dataset,reading score,writing score,"{""coefficient"": -0.02832, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.0397, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.02601, ""conclusion"": ""Not strongly correlated""}",How consistent is the relationship between reading score and writing score?,easy
Students New MRW Score Dataset,reading score,writing score,"{""coefficient"": -0.02832, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.0397, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.02601, ""conclusion"": ""Not strongly correlated""}",Is the connection between reading score and writing score strong?,easy
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Death Age 100+,"{""coefficient"": 0.49936, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.35712, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.35038, ""conclusion"": ""Not strongly correlated""}",Are there any correlations between Attack method: Unarmed Assault and Death Age 100+ over time?,easy
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Death Age 100+,"{""coefficient"": 0.49936, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.35712, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.35038, ""conclusion"": ""Not strongly correlated""}",Is the connection between Attack method: Unarmed Assault and Death Age 100+ strong?,easy
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Death Age 100+,"{""coefficient"": 0.49936, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.35712, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.35038, ""conclusion"": ""Not strongly correlated""}",Is there a direct relationship between Attack method: Unarmed Assault and Death Age 100+?,easy
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Death Age 100+,"{""coefficient"": 0.49936, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.35712, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.35038, ""conclusion"": ""Not strongly correlated""}",Do Attack method: Unarmed Assault and Death Age 100+ show any linear correlation?,easy
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Death Age 100+,"{""coefficient"": 0.49936, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.35712, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.35038, ""conclusion"": ""Not strongly correlated""}",How strong is the correlation between Attack method: Unarmed Assault and Death Age 100+?,easy
University Rank Dataset,Research Quality Score,Industry Score,"{""coefficient"": 0.39097, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.37552, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.25413, ""conclusion"": ""Not strongly correlated""}",How strong is the correlation between Research Quality Score and Industry Score?,easy
University Rank Dataset,Research Quality Score,Industry Score,"{""coefficient"": 0.39097, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.37552, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.25413, ""conclusion"": ""Not strongly correlated""}",Is there a correlation between Research Quality Score and Industry Score?,easy
University Rank Dataset,Research Quality Score,Industry Score,"{""coefficient"": 0.39097, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.37552, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.25413, ""conclusion"": ""Not strongly correlated""}",Are Research Quality Score and Industry Score related in any way?,easy
University Rank Dataset,Research Quality Score,Industry Score,"{""coefficient"": 0.39097, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.37552, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.25413, ""conclusion"": ""Not strongly correlated""}",How do changes in Research Quality Score correlate with changes in Industry Score?,easy
University Rank Dataset,Research Quality Score,Industry Score,"{""coefficient"": 0.39097, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.37552, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.25413, ""conclusion"": ""Not strongly correlated""}",Are there any correlations between Research Quality Score and Industry Score over time?,easy
University Rank Dataset,Research Quality Score,Research Environment Score,"{""coefficient"": 0.42267, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.47658, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.33281, ""conclusion"": ""Not strongly correlated""}",Are there any correlations between Research Quality Score and Research Environment Score over time?,easy
University Rank Dataset,Research Quality Score,Research Environment Score,"{""coefficient"": 0.42267, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.47658, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.33281, ""conclusion"": ""Not strongly correlated""}",Are Research Quality Score and Research Environment Score related in any way?,easy
University Rank Dataset,Research Quality Score,Research Environment Score,"{""coefficient"": 0.42267, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.47658, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.33281, ""conclusion"": ""Not strongly correlated""}",Are variations in Research Quality Score associated with variations in Research Environment Score?,easy
University Rank Dataset,Research Quality Score,Research Environment Score,"{""coefficient"": 0.42267, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.47658, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.33281, ""conclusion"": ""Not strongly correlated""}",Do Research Quality Score and Research Environment Score show any linear correlation?,easy
University Rank Dataset,Research Quality Score,Research Environment Score,"{""coefficient"": 0.42267, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.47658, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.33281, ""conclusion"": ""Not strongly correlated""}",How consistent is the relationship between Research Quality Score and Research Environment Score?,easy
University Rank Dataset,Research Quality Score,Teaching Score,"{""coefficient"": 0.35746, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.37304, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.25471, ""conclusion"": ""Not strongly correlated""}",Are movements in Research Quality Score reflected similarly in Teaching Score?,easy
University Rank Dataset,Research Quality Score,Teaching Score,"{""coefficient"": 0.35746, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.37304, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.25471, ""conclusion"": ""Not strongly correlated""}",Is there a correlation between Research Quality Score and Teaching Score?,easy
University Rank Dataset,Research Quality Score,Teaching Score,"{""coefficient"": 0.35746, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.37304, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.25471, ""conclusion"": ""Not strongly correlated""}",How consistent is the relationship between Research Quality Score and Teaching Score?,easy
University Rank Dataset,Research Quality Score,Teaching Score,"{""coefficient"": 0.35746, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.37304, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.25471, ""conclusion"": ""Not strongly correlated""}",Are Research Quality Score and Teaching Score correlated with each other in a linear manner?,easy
University Rank Dataset,Research Quality Score,Teaching Score,"{""coefficient"": 0.35746, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.37304, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.25471, ""conclusion"": ""Not strongly correlated""}",How does the direction of change in Research Quality Score relate to Teaching Score?,easy
University Rank Dataset,Industry Score,International Outlook,"{""coefficient"": 0.33645, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.34896, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.23478, ""conclusion"": ""Not strongly correlated""}",How strong is the correlation between Industry Score and International Outlook?,easy
University Rank Dataset,Industry Score,International Outlook,"{""coefficient"": 0.33645, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.34896, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.23478, ""conclusion"": ""Not strongly correlated""}",Is the connection between Industry Score and International Outlook strong?,easy
University Rank Dataset,Industry Score,International Outlook,"{""coefficient"": 0.33645, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.34896, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.23478, ""conclusion"": ""Not strongly correlated""}",Is there a linear relationship between Industry Score and International Outlook?,easy
University Rank Dataset,Industry Score,International Outlook,"{""coefficient"": 0.33645, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.34896, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.23478, ""conclusion"": ""Not strongly correlated""}",How closely do Industry Score and International Outlook follow a straight-line relationship?,easy
University Rank Dataset,Industry Score,International Outlook,"{""coefficient"": 0.33645, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.34896, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.23478, ""conclusion"": ""Not strongly correlated""}",How consistent is the relationship between Industry Score and International Outlook?,easy
University Rank Dataset,International Outlook,Teaching Score,"{""coefficient"": 0.44283, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.46284, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.31752, ""conclusion"": ""Not strongly correlated""}",How do changes in International Outlook correlate with changes in Teaching Score?,easy
University Rank Dataset,International Outlook,Teaching Score,"{""coefficient"": 0.44283, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.46284, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.31752, ""conclusion"": ""Not strongly correlated""}",Is there a direct relationship between International Outlook and Teaching Score?,easy
University Rank Dataset,International Outlook,Teaching Score,"{""coefficient"": 0.44283, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.46284, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.31752, ""conclusion"": ""Not strongly correlated""}",How strong is the correlation between International Outlook and Teaching Score?,easy
University Rank Dataset,International Outlook,Teaching Score,"{""coefficient"": 0.44283, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.46284, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.31752, ""conclusion"": ""Not strongly correlated""}",Are International Outlook and Teaching Score correlated with each other in a linear manner?,easy
University Rank Dataset,International Outlook,Teaching Score,"{""coefficient"": 0.44283, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.46284, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.31752, ""conclusion"": ""Not strongly correlated""}",Is the connection between International Outlook and Teaching Score strong?,easy
US Christmas Tree Sales Dataset,Number of trees sold,Average Tree Price,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": -0.42857, ""conclusion"": ""Not strongly correlated""}",Are Number of trees sold and Average Tree Price related in any way?,medium
US Christmas Tree Sales Dataset,Number of trees sold,Average Tree Price,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": -0.42857, ""conclusion"": ""Not strongly correlated""}",How strong is the correlation between Number of trees sold and Average Tree Price?,medium
US Christmas Tree Sales Dataset,Number of trees sold,Average Tree Price,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": -0.42857, ""conclusion"": ""Not strongly correlated""}",How consistent is the relationship between Number of trees sold and Average Tree Price?,medium
US Christmas Tree Sales Dataset,Number of trees sold,Average Tree Price,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": -0.42857, ""conclusion"": ""Not strongly correlated""}",Are there any correlations between Number of trees sold and Average Tree Price over time?,medium
US Christmas Tree Sales Dataset,Number of trees sold,Average Tree Price,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": -0.42857, ""conclusion"": ""Not strongly correlated""}",Are movements in Number of trees sold reflected similarly in Average Tree Price?,medium
US Christmas Tree Sales Dataset,Average Tree Price,Sales,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": -0.01099, ""conclusion"": ""Not strongly correlated""}",How strong is the correlation between Average Tree Price and Sales?,medium
US Christmas Tree Sales Dataset,Average Tree Price,Sales,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": -0.01099, ""conclusion"": ""Not strongly correlated""}",Is the connection between Average Tree Price and Sales strong?,medium
US Christmas Tree Sales Dataset,Average Tree Price,Sales,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": -0.01099, ""conclusion"": ""Not strongly correlated""}",Is there a correlation between Average Tree Price and Sales?,medium
US Christmas Tree Sales Dataset,Average Tree Price,Sales,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": -0.01099, ""conclusion"": ""Not strongly correlated""}",Do Average Tree Price and Sales show any linear correlation?,medium
US Christmas Tree Sales Dataset,Average Tree Price,Sales,"{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": ""null"", ""conclusion"": ""Not applicable""}","{""coefficient"": -0.01099, ""conclusion"": ""Not strongly correlated""}",Are variations in Average Tree Price associated with variations in Sales?,medium
Used Car Dataset,kms_driven,mileage(kmpl),"{""coefficient"": -0.10033, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.01391, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.0083, ""conclusion"": ""Not strongly correlated""}",Are variations in kms_driven associated with variations in mileage(kmpl)?,easy
Used Car Dataset,kms_driven,mileage(kmpl),"{""coefficient"": -0.10033, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.01391, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.0083, ""conclusion"": ""Not strongly correlated""}",How consistent is the relationship between kms_driven and mileage(kmpl)?,easy
Used Car Dataset,kms_driven,mileage(kmpl),"{""coefficient"": -0.10033, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.01391, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.0083, ""conclusion"": ""Not strongly correlated""}",Is there a correlation between kms_driven and mileage(kmpl)?,easy
Used Car Dataset,kms_driven,mileage(kmpl),"{""coefficient"": -0.10033, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.01391, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.0083, ""conclusion"": ""Not strongly correlated""}",How does the direction of change in kms_driven relate to mileage(kmpl)?,easy
Used Car Dataset,kms_driven,mileage(kmpl),"{""coefficient"": -0.10033, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.01391, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.0083, ""conclusion"": ""Not strongly correlated""}",How do changes in kms_driven correlate with changes in mileage(kmpl)?,easy
Used Car Dataset,kms_driven,engine(cc),"{""coefficient"": -0.04149, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.01047, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.00647, ""conclusion"": ""Not strongly correlated""}",How do changes in kms_driven correlate with changes in engine(cc)?,easy
Used Car Dataset,kms_driven,engine(cc),"{""coefficient"": -0.04149, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.01047, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.00647, ""conclusion"": ""Not strongly correlated""}",Are there any correlations between kms_driven and engine(cc) over time?,easy
Used Car Dataset,kms_driven,engine(cc),"{""coefficient"": -0.04149, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.01047, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.00647, ""conclusion"": ""Not strongly correlated""}",Is the connection between kms_driven and engine(cc) strong?,easy
Used Car Dataset,kms_driven,engine(cc),"{""coefficient"": -0.04149, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.01047, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.00647, ""conclusion"": ""Not strongly correlated""}",Is there a correlation between kms_driven and engine(cc)?,easy
Used Car Dataset,kms_driven,engine(cc),"{""coefficient"": -0.04149, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.01047, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.00647, ""conclusion"": ""Not strongly correlated""}",Do kms_driven and engine(cc) show any linear correlation?,easy
Used Car Dataset,kms_driven,max_power(bhp),"{""coefficient"": -0.04149, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.01047, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.00647, ""conclusion"": ""Not strongly correlated""}",Is the relationship between kms_driven and max_power(bhp) consistent?,easy
Used Car Dataset,kms_driven,max_power(bhp),"{""coefficient"": -0.04149, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.01047, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.00647, ""conclusion"": ""Not strongly correlated""}",How closely do kms_driven and max_power(bhp) follow a straight-line relationship?,easy
Used Car Dataset,kms_driven,max_power(bhp),"{""coefficient"": -0.04149, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.01047, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.00647, ""conclusion"": ""Not strongly correlated""}",Is the connection between kms_driven and max_power(bhp) strong?,easy
Used Car Dataset,kms_driven,max_power(bhp),"{""coefficient"": -0.04149, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.01047, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.00647, ""conclusion"": ""Not strongly correlated""}",Do patterns observed in kms_driven similarly appear in max_power(bhp)?,easy
Used Car Dataset,kms_driven,max_power(bhp),"{""coefficient"": -0.04149, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.01047, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.00647, ""conclusion"": ""Not strongly correlated""}",Are there any correlations between kms_driven and max_power(bhp) over time?,easy
Used Car Dataset,kms_driven,torque(Nm),"{""coefficient"": 0.05922, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.11577, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.07903, ""conclusion"": ""Not strongly correlated""}",Do changes in kms_driven relate to changes in torque(Nm)?,easy
Used Car Dataset,kms_driven,torque(Nm),"{""coefficient"": 0.05922, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.11577, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.07903, ""conclusion"": ""Not strongly correlated""}",Is there a direct relationship between kms_driven and torque(Nm)?,easy
Used Car Dataset,kms_driven,torque(Nm),"{""coefficient"": 0.05922, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.11577, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.07903, ""conclusion"": ""Not strongly correlated""}",Are variations in kms_driven associated with variations in torque(Nm)?,easy
Used Car Dataset,kms_driven,torque(Nm),"{""coefficient"": 0.05922, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.11577, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.07903, ""conclusion"": ""Not strongly correlated""}",How consistent is the relationship between kms_driven and torque(Nm)?,easy
Used Car Dataset,kms_driven,torque(Nm),"{""coefficient"": 0.05922, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.11577, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.07903, ""conclusion"": ""Not strongly correlated""}",Is the relationship between kms_driven and torque(Nm) consistent?,easy
Used Car Dataset,kms_driven,price(in lakhs),"{""coefficient"": 0.00396, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.29712, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.20129, ""conclusion"": ""Not strongly correlated""}",Are variations in kms_driven associated with variations in price(in lakhs)?,easy
Used Car Dataset,kms_driven,price(in lakhs),"{""coefficient"": 0.00396, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.29712, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.20129, ""conclusion"": ""Not strongly correlated""}",Are movements in kms_driven reflected similarly in price(in lakhs)?,easy
Used Car Dataset,kms_driven,price(in lakhs),"{""coefficient"": 0.00396, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.29712, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.20129, ""conclusion"": ""Not strongly correlated""}",Do changes in kms_driven relate to changes in price(in lakhs)?,easy
Used Car Dataset,kms_driven,price(in lakhs),"{""coefficient"": 0.00396, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.29712, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.20129, ""conclusion"": ""Not strongly correlated""}",Are kms_driven and price(in lakhs) related in any way?,easy
Used Car Dataset,kms_driven,price(in lakhs),"{""coefficient"": 0.00396, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.29712, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.20129, ""conclusion"": ""Not strongly correlated""}",How consistent is the relationship between kms_driven and price(in lakhs)?,easy
Used Car Dataset,mileage(kmpl),torque(Nm),"{""coefficient"": -0.00243, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.31172, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.21954, ""conclusion"": ""Not strongly correlated""}",Do changes in mileage(kmpl) relate to changes in torque(Nm)?,easy
Used Car Dataset,mileage(kmpl),torque(Nm),"{""coefficient"": -0.00243, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.31172, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.21954, ""conclusion"": ""Not strongly correlated""}",How strong is the correlation between mileage(kmpl) and torque(Nm)?,easy
Used Car Dataset,mileage(kmpl),torque(Nm),"{""coefficient"": -0.00243, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.31172, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.21954, ""conclusion"": ""Not strongly correlated""}",How closely do mileage(kmpl) and torque(Nm) follow a straight-line relationship?,easy
Used Car Dataset,mileage(kmpl),torque(Nm),"{""coefficient"": -0.00243, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.31172, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.21954, ""conclusion"": ""Not strongly correlated""}",Is there a linear relationship between mileage(kmpl) and torque(Nm)?,easy
Used Car Dataset,mileage(kmpl),torque(Nm),"{""coefficient"": -0.00243, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.31172, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.21954, ""conclusion"": ""Not strongly correlated""}",How does the direction of change in mileage(kmpl) relate to torque(Nm)?,easy
Used Car Dataset,mileage(kmpl),price(in lakhs),"{""coefficient"": 0.03617, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.38255, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.27895, ""conclusion"": ""Not strongly correlated""}",How strong is the correlation between mileage(kmpl) and price(in lakhs)?,easy
Used Car Dataset,mileage(kmpl),price(in lakhs),"{""coefficient"": 0.03617, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.38255, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.27895, ""conclusion"": ""Not strongly correlated""}",Is there a direct relationship between mileage(kmpl) and price(in lakhs)?,easy
Used Car Dataset,mileage(kmpl),price(in lakhs),"{""coefficient"": 0.03617, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.38255, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.27895, ""conclusion"": ""Not strongly correlated""}",Is the relationship between mileage(kmpl) and price(in lakhs) consistent?,easy
Used Car Dataset,mileage(kmpl),price(in lakhs),"{""coefficient"": 0.03617, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.38255, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.27895, ""conclusion"": ""Not strongly correlated""}",Are mileage(kmpl) and price(in lakhs) related in any way?,easy
Used Car Dataset,mileage(kmpl),price(in lakhs),"{""coefficient"": 0.03617, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.38255, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.27895, ""conclusion"": ""Not strongly correlated""}",Are mileage(kmpl) and price(in lakhs) correlated with each other in a linear manner?,easy
Used Car Dataset,engine(cc),torque(Nm),"{""coefficient"": -0.00944, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08991, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.10284, ""conclusion"": ""Not strongly correlated""}",Are engine(cc) and torque(Nm) correlated with each other in a linear manner?,easy
Used Car Dataset,engine(cc),torque(Nm),"{""coefficient"": -0.00944, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08991, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.10284, ""conclusion"": ""Not strongly correlated""}",Are movements in engine(cc) reflected similarly in torque(Nm)?,easy
Used Car Dataset,engine(cc),torque(Nm),"{""coefficient"": -0.00944, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08991, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.10284, ""conclusion"": ""Not strongly correlated""}",How does the direction of change in engine(cc) relate to torque(Nm)?,easy
Used Car Dataset,engine(cc),torque(Nm),"{""coefficient"": -0.00944, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08991, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.10284, ""conclusion"": ""Not strongly correlated""}",How closely do engine(cc) and torque(Nm) follow a straight-line relationship?,easy
Used Car Dataset,engine(cc),torque(Nm),"{""coefficient"": -0.00944, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08991, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.10284, ""conclusion"": ""Not strongly correlated""}",Is the connection between engine(cc) and torque(Nm) strong?,easy
Used Car Dataset,max_power(bhp),torque(Nm),"{""coefficient"": -0.00944, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08991, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.10284, ""conclusion"": ""Not strongly correlated""}",How strong is the correlation between max_power(bhp) and torque(Nm)?,easy
Used Car Dataset,max_power(bhp),torque(Nm),"{""coefficient"": -0.00944, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08991, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.10284, ""conclusion"": ""Not strongly correlated""}",How closely do max_power(bhp) and torque(Nm) follow a straight-line relationship?,easy
Used Car Dataset,max_power(bhp),torque(Nm),"{""coefficient"": -0.00944, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08991, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.10284, ""conclusion"": ""Not strongly correlated""}",How does the direction of change in max_power(bhp) relate to torque(Nm)?,easy
