Dataset Name,Column 1,Column 2,Kolmogorov-Smirnov Test,question,difficulty
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Terrorist Death Type : Killed,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of Attack method: Hostage Taking (Kidnapping) versus Terrorist Death Type : Killed?,medium
Terrorist Attacks Dataset,Attack method: Assassination,Attack method: Armed Assault,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of Attack method: Assassination and Attack method: Armed Assault?,medium
Terrorist Attacks Dataset,Attack method: Assassination,Attack method: Armed Assault,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a statistically significant difference in the data distribution of Attack method: Assassination compared to Attack method: Armed Assault?,medium
Terrorist Attacks Dataset,Attack method: Assassination,Attack method: Armed Assault,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can we infer distributional equivalence of Attack method: Assassination and Attack method: Armed Assault?,medium
Terrorist Attacks Dataset,Attack method: Assassination,Attack method: Bombing/Explosion,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Attack method: Assassination and Attack method: Bombing/Explosion closely aligned?,medium
Terrorist Attacks Dataset,Attack method: Assassination,Attack method: Bombing/Explosion,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can we infer distributional equivalence of Attack method: Assassination and Attack method: Bombing/Explosion?,medium
Terrorist Attacks Dataset,Attack method: Assassination,Attack method: Bombing/Explosion,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of Attack method: Assassination and Attack method: Bombing/Explosion?,medium
Terrorist Attacks Dataset,Attack method: Assassination,Death Age 100+,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can we infer distributional equivalence of Attack method: Assassination and Death Age 100+?,medium
Terrorist Attacks Dataset,Attack method: Assassination,Death Age 100+,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How do the cumulative distributions of Attack method: Assassination and Death Age 100+ compare?,medium
Terrorist Attacks Dataset,Attack method: Assassination,Death Age 100+,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of Attack method: Assassination and Death Age 100+?,medium
Terrorist Attacks Dataset,Attack method: Assassination,Death Age: 51-99 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a statistically significant difference in the data distribution of Attack method: Assassination compared to Death Age: 51-99 ?,medium
Terrorist Attacks Dataset,Attack method: Assassination,Death Age: 51-99 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of Attack method: Assassination and Death Age: 51-99 ?,medium
Terrorist Attacks Dataset,Attack method: Assassination,Death Age: 51-99 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of Attack method: Assassination and Death Age: 51-99 ?,medium
Terrorist Attacks Dataset,Attack method: Assassination,Death Age : 21-50 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are there observable differences in the distribution shapes of Attack method: Assassination and Death Age : 21-50 ?,medium
Terrorist Attacks Dataset,Attack method: Assassination,Death Age : 21-50 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do Attack method: Assassination and Death Age : 21-50  follow the similar distribution curve?,medium
Terrorist Attacks Dataset,Attack method: Assassination,Death Age : 21-50 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a statistically significant difference in the data distribution of Attack method: Assassination compared to Death Age : 21-50 ?,medium
Terrorist Attacks Dataset,Attack method: Assassination,Death Age : 11-20 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of Attack method: Assassination and Death Age : 11-20 ?,medium
Terrorist Attacks Dataset,Attack method: Assassination,Death Age : 11-20 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of Attack method: Assassination and Death Age : 11-20 ?,medium
Terrorist Attacks Dataset,Attack method: Assassination,Death Age : 11-20 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are there observable differences in the distribution shapes of Attack method: Assassination and Death Age : 11-20 ?,medium
Terrorist Attacks Dataset,Attack method: Assassination,Death Age : 6-10 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How do the cumulative distributions of Attack method: Assassination and Death Age : 6-10  compare?,medium
Terrorist Attacks Dataset,Attack method: Assassination,Death Age : 6-10 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Attack method: Assassination and Death Age : 6-10  similar?,medium
Terrorist Attacks Dataset,Attack method: Assassination,Death Age : 6-10 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of Attack method: Assassination versus Death Age : 6-10 ?,medium
Terrorist Attacks Dataset,Attack method: Assassination,Death Age :  1-5,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How to assess the alignment of distributions in Attack method: Assassination and Death Age :  1-5?,medium
Terrorist Attacks Dataset,Attack method: Assassination,Death Age :  1-5,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of Attack method: Assassination and Death Age :  1-5 differ significantly?,medium
Terrorist Attacks Dataset,Attack method: Assassination,Death Age :  1-5,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Attack method: Assassination and Death Age :  1-5 similar?,medium
Terrorist Attacks Dataset,Attack method: Assassination,Terrorist Death Type : Suicide,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of Attack method: Assassination and Terrorist Death Type : Suicide?,medium
Terrorist Attacks Dataset,Attack method: Assassination,Terrorist Death Type : Suicide,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Attack method: Assassination and Terrorist Death Type : Suicide closely aligned?,medium
Terrorist Attacks Dataset,Attack method: Assassination,Terrorist Death Type : Suicide,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How to assess the alignment of distributions in Attack method: Assassination and Terrorist Death Type : Suicide?,medium
Terrorist Attacks Dataset,Attack method: Assassination,Terrorist Death Type : Killed,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of Attack method: Assassination and Terrorist Death Type : Killed?,medium
Terrorist Attacks Dataset,Attack method: Assassination,Terrorist Death Type : Killed,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are there observable differences in the distribution shapes of Attack method: Assassination and Terrorist Death Type : Killed?,medium
Terrorist Attacks Dataset,Attack method: Assassination,Terrorist Death Type : Killed,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a statistically significant difference in the data distribution of Attack method: Assassination compared to Terrorist Death Type : Killed?,medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Attack method: Bombing/Explosion,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of Attack method: Armed Assault and Attack method: Bombing/Explosion?,medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Attack method: Bombing/Explosion,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Attack method: Armed Assault and Attack method: Bombing/Explosion similar?,medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Attack method: Bombing/Explosion,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do Attack method: Armed Assault and Attack method: Bombing/Explosion follow the similar distribution curve?,medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Death Age 100+,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the data distributions in Attack method: Armed Assault and Death Age 100+ statistically indistinguishable?,medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Death Age 100+,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a statistically significant difference in the data distribution of Attack method: Armed Assault compared to Death Age 100+?,medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Death Age 100+,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of Attack method: Armed Assault and Death Age 100+?,medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Death Age: 51-99 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of Attack method: Armed Assault and Death Age: 51-99 ?,medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Death Age: 51-99 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do Attack method: Armed Assault and Death Age: 51-99  follow the similar distribution curve?,medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Death Age: 51-99 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of Attack method: Armed Assault and Death Age: 51-99 ?,medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Death Age : 21-50 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can we infer distributional equivalence of Attack method: Armed Assault and Death Age : 21-50 ?,medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Death Age : 21-50 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How to assess the alignment of distributions in Attack method: Armed Assault and Death Age : 21-50 ?,medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Death Age : 21-50 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of Attack method: Armed Assault and Death Age : 21-50 ?,medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Death Age : 11-20 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of Attack method: Armed Assault and Death Age : 11-20 ?,medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Death Age : 11-20 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How to assess the alignment of distributions in Attack method: Armed Assault and Death Age : 11-20 ?,medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Death Age : 11-20 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Attack method: Armed Assault and Death Age : 11-20  similar?,medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Death Age : 6-10 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can we infer distributional equivalence of Attack method: Armed Assault and Death Age : 6-10 ?,medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Death Age : 6-10 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a statistically significant difference in the data distribution of Attack method: Armed Assault compared to Death Age : 6-10 ?,medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Death Age : 6-10 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Attack method: Armed Assault and Death Age : 6-10  closely aligned?,medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Death Age :  1-5,"{""p value"": 2e-05, ""conclusion"": ""Distribution significantly different""}",Can we infer distributional equivalence of Attack method: Armed Assault and Death Age :  1-5?,medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Death Age :  1-5,"{""p value"": 2e-05, ""conclusion"": ""Distribution significantly different""}",Is there a statistically significant difference in the data distribution of Attack method: Armed Assault compared to Death Age :  1-5?,medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Death Age :  1-5,"{""p value"": 2e-05, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Attack method: Armed Assault and Death Age :  1-5 closely aligned?,medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Terrorist Death Type : Suicide,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of Attack method: Armed Assault and Terrorist Death Type : Suicide?,medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Terrorist Death Type : Suicide,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the data distributions in Attack method: Armed Assault and Terrorist Death Type : Suicide statistically indistinguishable?,medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Terrorist Death Type : Suicide,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Attack method: Armed Assault and Terrorist Death Type : Suicide closely aligned?,medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Terrorist Death Type : Killed,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of Attack method: Armed Assault and Terrorist Death Type : Killed?,medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Terrorist Death Type : Killed,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of Attack method: Armed Assault and Terrorist Death Type : Killed differ significantly?,medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Terrorist Death Type : Killed,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the data distributions in Attack method: Armed Assault and Terrorist Death Type : Killed statistically indistinguishable?,medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Death Age 100+,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of Attack method: Bombing/Explosion and Death Age 100+ differ significantly?,medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Death Age 100+,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of Attack method: Bombing/Explosion and Death Age 100+?,medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Death Age 100+,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How do the cumulative distributions of Attack method: Bombing/Explosion and Death Age 100+ compare?,medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Death Age: 51-99 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How to assess the alignment of distributions in Attack method: Bombing/Explosion and Death Age: 51-99 ?,medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Death Age: 51-99 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of Attack method: Bombing/Explosion and Death Age: 51-99 ?,medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Death Age: 51-99 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are there observable differences in the distribution shapes of Attack method: Bombing/Explosion and Death Age: 51-99 ?,medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Death Age : 21-50 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of Attack method: Bombing/Explosion and Death Age : 21-50 ?,medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Death Age : 21-50 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are there observable differences in the distribution shapes of Attack method: Bombing/Explosion and Death Age : 21-50 ?,medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Death Age : 21-50 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of Attack method: Bombing/Explosion and Death Age : 21-50 ?,medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Death Age : 11-20 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How to assess the alignment of distributions in Attack method: Bombing/Explosion and Death Age : 11-20 ?,medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Death Age : 11-20 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of Attack method: Bombing/Explosion and Death Age : 11-20  differ significantly?,medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Death Age : 11-20 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can we infer distributional equivalence of Attack method: Bombing/Explosion and Death Age : 11-20 ?,medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Death Age : 6-10 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do Attack method: Bombing/Explosion and Death Age : 6-10  follow the similar distribution curve?,medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Death Age : 6-10 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How to assess the alignment of distributions in Attack method: Bombing/Explosion and Death Age : 6-10 ?,medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Death Age : 6-10 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of Attack method: Bombing/Explosion versus Death Age : 6-10 ?,medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Death Age :  1-5,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are there observable differences in the distribution shapes of Attack method: Bombing/Explosion and Death Age :  1-5?,medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Death Age :  1-5,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do Attack method: Bombing/Explosion and Death Age :  1-5 follow the similar distribution curve?,medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Death Age :  1-5,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of Attack method: Bombing/Explosion and Death Age :  1-5?,medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Terrorist Death Type : Suicide,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of Attack method: Bombing/Explosion and Terrorist Death Type : Suicide?,medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Terrorist Death Type : Suicide,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of Attack method: Bombing/Explosion and Terrorist Death Type : Suicide?,medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Terrorist Death Type : Suicide,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the data distributions in Attack method: Bombing/Explosion and Terrorist Death Type : Suicide statistically indistinguishable?,medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Terrorist Death Type : Killed,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Attack method: Bombing/Explosion and Terrorist Death Type : Killed closely aligned?,medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Terrorist Death Type : Killed,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do Attack method: Bombing/Explosion and Terrorist Death Type : Killed follow the similar distribution curve?,medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Terrorist Death Type : Killed,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How to assess the alignment of distributions in Attack method: Bombing/Explosion and Terrorist Death Type : Killed?,medium
Terrorist Attacks Dataset,Death Age 100+,Death Age: 51-99 ,"{""p value"": 0.01347, ""conclusion"": ""Distribution significantly different""}",Are there observable differences in the distribution shapes of Death Age 100+ and Death Age: 51-99 ?,medium
Terrorist Attacks Dataset,Death Age 100+,Death Age: 51-99 ,"{""p value"": 0.01347, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of Death Age 100+ and Death Age: 51-99 ?,medium
Terrorist Attacks Dataset,Death Age 100+,Death Age: 51-99 ,"{""p value"": 0.01347, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of Death Age 100+ and Death Age: 51-99  differ significantly?,medium
Terrorist Attacks Dataset,Death Age 100+,Death Age : 21-50 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of Death Age 100+ and Death Age : 21-50 ?,medium
Terrorist Attacks Dataset,Death Age 100+,Death Age : 21-50 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of Death Age 100+ and Death Age : 21-50 ?,medium
Terrorist Attacks Dataset,Death Age 100+,Death Age : 21-50 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are there observable differences in the distribution shapes of Death Age 100+ and Death Age : 21-50 ?,medium
Terrorist Attacks Dataset,Death Age 100+,Death Age : 11-20 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Death Age 100+ and Death Age : 11-20  closely aligned?,medium
Terrorist Attacks Dataset,Death Age 100+,Death Age : 11-20 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of Death Age 100+ versus Death Age : 11-20 ?,medium
Terrorist Attacks Dataset,Death Age 100+,Death Age : 11-20 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of Death Age 100+ and Death Age : 11-20  differ significantly?,medium
Terrorist Attacks Dataset,Death Age 100+,Death Age : 6-10 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a statistically significant difference in the data distribution of Death Age 100+ compared to Death Age : 6-10 ?,medium
Terrorist Attacks Dataset,Death Age 100+,Death Age : 6-10 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of Death Age 100+ and Death Age : 6-10 ?,medium
Terrorist Attacks Dataset,Death Age 100+,Death Age : 6-10 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of Death Age 100+ and Death Age : 6-10 ?,medium
Terrorist Attacks Dataset,Death Age 100+,Death Age :  1-5,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can we infer distributional equivalence of Death Age 100+ and Death Age :  1-5?,medium
Terrorist Attacks Dataset,Death Age 100+,Death Age :  1-5,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Death Age 100+ and Death Age :  1-5 closely aligned?,medium
Terrorist Attacks Dataset,Death Age 100+,Death Age :  1-5,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of Death Age 100+ and Death Age :  1-5 differ significantly?,medium
Terrorist Attacks Dataset,Death Age 100+,Terrorist Death Type : Suicide,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of Death Age 100+ versus Terrorist Death Type : Suicide?,medium
Terrorist Attacks Dataset,Death Age 100+,Terrorist Death Type : Suicide,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of Death Age 100+ and Terrorist Death Type : Suicide differ significantly?,medium
Terrorist Attacks Dataset,Death Age 100+,Terrorist Death Type : Suicide,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a statistically significant difference in the data distribution of Death Age 100+ compared to Terrorist Death Type : Suicide?,medium
Terrorist Attacks Dataset,Death Age 100+,Terrorist Death Type : Killed,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the data distributions in Death Age 100+ and Terrorist Death Type : Killed statistically indistinguishable?,medium
Terrorist Attacks Dataset,Death Age 100+,Terrorist Death Type : Killed,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of Death Age 100+ and Terrorist Death Type : Killed?,medium
Terrorist Attacks Dataset,Death Age 100+,Terrorist Death Type : Killed,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Death Age 100+ and Terrorist Death Type : Killed closely aligned?,medium
Terrorist Attacks Dataset,Death Age: 51-99 ,Death Age : 21-50 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of Death Age: 51-99  and Death Age : 21-50 ?,medium
Terrorist Attacks Dataset,Death Age: 51-99 ,Death Age : 21-50 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of Death Age: 51-99  and Death Age : 21-50  differ significantly?,medium
Terrorist Attacks Dataset,Death Age: 51-99 ,Death Age : 21-50 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are there observable differences in the distribution shapes of Death Age: 51-99  and Death Age : 21-50 ?,medium
Terrorist Attacks Dataset,Death Age: 51-99 ,Death Age : 11-20 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How do the cumulative distributions of Death Age: 51-99  and Death Age : 11-20  compare?,medium
Terrorist Attacks Dataset,Death Age: 51-99 ,Death Age : 11-20 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of Death Age: 51-99  and Death Age : 11-20 ?,medium
Terrorist Attacks Dataset,Death Age: 51-99 ,Death Age : 11-20 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the data distributions in Death Age: 51-99  and Death Age : 11-20  statistically indistinguishable?,medium
Terrorist Attacks Dataset,Death Age: 51-99 ,Death Age : 6-10 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of Death Age: 51-99  versus Death Age : 6-10 ?,medium
Terrorist Attacks Dataset,Death Age: 51-99 ,Death Age : 6-10 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Death Age: 51-99  and Death Age : 6-10  closely aligned?,medium
Terrorist Attacks Dataset,Death Age: 51-99 ,Death Age : 6-10 ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the data distributions in Death Age: 51-99  and Death Age : 6-10  statistically indistinguishable?,medium
Terrorist Attacks Dataset,Death Age: 51-99 ,Death Age :  1-5,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of Death Age: 51-99  and Death Age :  1-5?,medium
Terrorist Attacks Dataset,Death Age: 51-99 ,Death Age :  1-5,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the data distributions in Death Age: 51-99  and Death Age :  1-5 statistically indistinguishable?,medium
Terrorist Attacks Dataset,Death Age: 51-99 ,Death Age :  1-5,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do Death Age: 51-99  and Death Age :  1-5 follow the similar distribution curve?,medium
Terrorist Attacks Dataset,Death Age: 51-99 ,Terrorist Death Type : Suicide,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of Death Age: 51-99  and Terrorist Death Type : Suicide?,medium
Terrorist Attacks Dataset,Death Age: 51-99 ,Terrorist Death Type : Suicide,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of Death Age: 51-99  versus Terrorist Death Type : Suicide?,medium
Terrorist Attacks Dataset,Death Age: 51-99 ,Terrorist Death Type : Suicide,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of Death Age: 51-99  and Terrorist Death Type : Suicide?,medium
Terrorist Attacks Dataset,Death Age: 51-99 ,Terrorist Death Type : Killed,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of Death Age: 51-99  versus Terrorist Death Type : Killed?,medium
Terrorist Attacks Dataset,Death Age: 51-99 ,Terrorist Death Type : Killed,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Death Age: 51-99  and Terrorist Death Type : Killed closely aligned?,medium
Terrorist Attacks Dataset,Death Age: 51-99 ,Terrorist Death Type : Killed,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of Death Age: 51-99  and Terrorist Death Type : Killed?,medium
Terrorist Attacks Dataset,Death Age : 21-50 ,Death Age : 11-20 ,"{""p value"": 9e-05, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of Death Age : 21-50  and Death Age : 11-20  differ significantly?,medium
