index,Rank,Game Title,Platform,Year,Genre,Publisher,North America,Europe,Japan,Rest of World,Global,Review
1435,1436,Famicom Jump: Eiyuu Retsuden,NES,1989.0,Role-Playing,Namco Bandai Games,0.0,0.0,1.1,0.0,1.1,85.0
1436,1437,Lode Runner,NES,1984.0,Puzzle,Hudson Soft,0.0,0.0,1.1,0.0,1.1,77.7
1437,1438,The Final Fantasy Legend,GB,1989.0,Role-Playing,Square,0.0,0.0,1.1,0.0,1.1,74.0
1438,1439,Popeye,NES,1983.0,Platform,Nintendo,0.51,0.12,0.45,0.02,1.1,68.0
1439,1440,Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories,GB,1999.0,Strategy,Konami Digital Entertainment,0.0,0.0,1.1,0.0,1.1,52.0
1440,1441,Pro Evolution Soccer 2013,PS3,2012.0,Sports,Konami Digital Entertainment,0.11,0.41,0.43,0.15,1.1,77.0
1441,1442,Lumines: Puzzle Fusion,PSP,2004.0,Puzzle,Ubisoft,0.52,0.35,0.0,0.23,1.1,87.0
1442,1443,Final Fantasy Tactics: The War of the Lions,PSP,2007.0,Role-Playing,Square Enix,0.42,0.22,0.3,0.15,1.1,88.26
1443,1444,Medal of Honor Heroes 2,PSP,2007.0,Shooter,Electronic Arts,0.47,0.37,0.02,0.24,1.1,79.0
1444,1445,NBA Live 2001,PS2,2001.0,Sports,Electronic Arts,0.52,0.4,0.04,0.13,1.1,74.73
1445,1446,SingStar Legends,PS2,2006.0,Misc,Sony Computer Entertainment,0.12,0.75,0.0,0.23,1.1,80.0
1446,1447,SingStar Rocks!,PS2,2006.0,Misc,Sony Computer Entertainment,0.0,0.84,0.0,0.25,1.1,77.0
1447,1448,Tales of Symphonia,GC,2003.0,Role-Playing,Nintendo,0.54,0.21,0.31,0.04,1.1,93.0
1448,1449,Valkyria Chronicles,PS3,2008.0,Role-Playing,Sega,0.63,0.12,0.24,0.1,1.1,87.22
1449,1450,LEGO Indiana Jones 2: The Adventure Continues,DS,2009.0,Adventure,Activision,0.59,0.39,0.0,0.11,1.1,69.0
1450,1451,Star Ocean: The Second Story,PS,1998.0,Role-Playing,Sony Computer Entertainment,0.26,0.1,0.72,0.02,1.1,89.0
1451,1452,SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,2005.0,Shooter,Sony Computer Entertainment,1.01,0.0,0.01,0.07,1.09,81.54
1452,1453,BioShock,PS3,2008.0,Shooter,Take-Two Interactive,0.6,0.34,0.01,0.15,1.09,93.57
1453,1454,Yakuza 2,PS2,2006.0,Adventure,Sega,0.05,0.16,0.84,0.04,1.09,78.06999999999998
1454,1455,Mirror's Edge,X360,2008.0,Action,Electronic Arts,0.48,0.48,0.01,0.12,1.09,79.53
1455,1456,Dragon Ball Z: The Legacy of Goku II,GBA,2003.0,Role-Playing,Atari,0.78,0.2899999999999999,0.0,0.02,1.09,76.04
1456,1457,R.B.I. Baseball 3,NES,1988.0,Sports,Namco Bandai Games,0.0,0.0,1.09,0.0,1.09,85.0
1457,1458,NFL 2K1,DC,2000.0,Sports,Sega,1.02,0.05,0.0,0.02,1.09,94.5
1458,1459,BeatMania,PS,1998.0,Simulation,Konami Digital Entertainment,0.0,0.0,1.07,0.02,1.09,70.55
1459,1460,Madden NFL 2004,XB,2003.0,Sports,Electronic Arts,1.02,0.02,0.0,0.05,1.09,83.0
1460,1461,The Godfather,PS2,2006.0,Action,Electronic Arts,0.89,0.03,0.01,0.15,1.09,88.0
1461,1462,Star Wars: Bounty Hunter,PS2,2002.0,Shooter,LucasArts,0.53,0.42,0.0,0.14,1.09,73.0
1462,1463,F1 2011,PS3,2011.0,Racing,Codemasters,0.09,0.66,0.11,0.23,1.09,83.0
1463,1464,Petz Dogz 2,DS,2007.0,Simulation,Ubisoft,0.46,0.51,0.0,0.12,1.09,44.0
1464,1465,Ninja Gaiden Sigma,PS3,2007.0,Action,Eidos Interactive,0.55,0.2899999999999999,0.09,0.15,1.09,85.0
1465,1466,Hot Shots Golf: Out of Bounds,PS3,2007.0,Sports,Sony Computer Entertainment,0.2899999999999999,0.01,0.76,0.03,1.09,85.0
1466,1467,NFL Blitz 2000,PS,1998.0,Sports,Midway Games,0.6,0.41,0.0,0.07,1.09,86.0
1467,1468,NASCAR Thunder 2004,PS2,2003.0,Racing,Electronic Arts,0.53,0.41,0.0,0.14,1.08,86.0
1468,1469,SpongeBob SquarePants: Revenge of the Flying Dutchman,PS2,2002.0,Platform,THQ,0.53,0.41,0.0,0.14,1.08,66.0
1469,1470,Fisherman's Bass Club,PS2,2002.0,Sports,Agetec,0.53,0.41,0.0,0.14,1.08,55.0
1470,1471,Mirror's Edge,PS3,2008.0,Action,Electronic Arts,0.2899999999999999,0.56,0.02,0.21,1.08,78.67
1471,1472,Doom 3,PC,2004.0,Shooter,Activision,1.06,0.02,0.0,0.0,1.08,86.69
1472,1473,Call of Duty 4: Modern Warfare,PC,2007.0,Shooter,Activision,0.0,1.06,0.0,0.02,1.08,92.29
1473,1474,Tom Clancy's Ghost Recon 2,PS2,2004.0,Shooter,Ubisoft,0.64,0.34,0.0,0.1,1.08,63.61
1474,1475,NERF N-Strike,Wii,2008.0,Shooter,Electronic Arts,0.9,0.09,0.0,0.09,1.08,63.0
1475,1476,Rabbids Go Home,Wii,2009.0,Platform,Ubisoft,0.23,0.71,0.0,0.13,1.08,70.0
1476,1477,Ready 2 Rumble Boxing,PS,1998.0,Sports,Midway Games,0.6,0.41,0.0,0.07,1.08,73.0
1477,1478,Dragon Ball Z: Taiketsu,GBA,2003.0,Fighting,Atari,0.77,0.2899999999999999,0.0,0.02,1.08,38.15
1478,1479,Disney's Lilo & Stitch,GBA,2002.0,Platform,Ubisoft,0.77,0.2899999999999999,0.0,0.02,1.08,54.0
1479,1480,LEGO Battles,DS,2009.0,Strategy,Warner Bros. Interactive Entertainment,0.64,0.33,0.0,0.11,1.08,81.0
1480,1481,Star Fox: Assault,GC,2005.0,Shooter,Nintendo,0.68,0.18,0.19,0.03,1.08,82.0
1481,1482,Doko Demo Issyo,PS,1999.0,Misc,Sony Computer Entertainment,0.0,0.0,1.0,0.07,1.07,70.0
1482,1483,Untold Legends: Brotherhood of the Blade,PSP,2005.0,Role-Playing,Activision,0.53,0.32,0.01,0.22,1.07,78.0
1483,1484,Virtua Fighter,SAT,1994.0,Fighting,Sega,0.17,0.12,0.77,0.02,1.07,89.57
1484,1485,WWE SmackDown vs. Raw 2010,PS2,2009.0,Fighting,THQ,0.53,0.42,0.0,0.12,1.07,84.0
1485,1486,NHL 99,PS,1997.0,Sports,Electronic Arts,0.59,0.4,0.0,0.07,1.07,83.0
1486,1487,SoulCalibur III,PS2,2005.0,Fighting,Namco Bandai Games,0.74,0.15,0.13,0.05,1.07,88.0
1487,1488,Imagine: Babysitters,DS,2008.0,Simulation,Ubisoft,0.61,0.35,0.0,0.1,1.07,60.0
1488,1489,EA Sports Active: More Workouts,Wii,2009.0,Sports,Electronic Arts,0.72,0.25,0.0,0.1,1.07,68.0
1489,1490,Need for Speed Carbon,PS3,2006.0,Racing,Electronic Arts,0.46,0.4,0.03,0.17,1.07,80.0
1490,1491,Pro Evolution Soccer 2008,X360,2007.0,Sports,Konami Digital Entertainment,0.08,0.9,0.04,0.05,1.07,75.0
1491,1492,Ridge Racer Revolution,PS,1995.0,Racing,Sony Computer Entertainment,0.17,0.12,0.71,0.07,1.07,72.0
1492,1493,007: Quantum of Solace,PS3,2008.0,Action,Activision,0.41,0.46,0.02,0.18,1.07,67.17
1493,1494,Mass Effect 3,PS3,2012.0,Role-Playing,Electronic Arts,0.49,0.38,0.03,0.17,1.07,91.65
1494,1495,Bayonetta,PS3,2009.0,Action,Sega,0.39,0.32,0.21,0.14,1.07,85.62
1495,1496,Hot Wheels Turbo Racing,PS,1999.0,Racing,Electronic Arts,0.59,0.4,0.0,0.07,1.07,81.0
1496,1497,NCAA Football 99,PS,1998.0,Sports,Electronic Arts,0.59,0.4,0.0,0.07,1.06,76.0
1497,1498,World Tour Soccer,PSP,2005.0,Sports,Sony Computer Entertainment,0.1,0.62,0.0,0.34,1.06,73.26
1498,1499,Mortal Kombat: Armageddon,PS2,2006.0,Fighting,Midway Games,0.88,0.04,0.0,0.14,1.06,84.0
1499,1500,Freekstyle,PS2,2002.0,Racing,Electronic Arts,0.52,0.41,0.0,0.14,1.06,77.5
1500,1501,Imagine: Fashion Designer New York,DS,2008.0,Simulation,Ubisoft,0.64,0.32,0.0,0.1,1.06,68.0
1501,1502,NBA Street V3,PS2,2005.0,Sports,Electronic Arts,0.52,0.41,0.0,0.14,1.06,90.0
1502,1503,Worms Armageddon,PS,1999.0,Strategy,Microprose,0.18,0.81,0.0,0.08,1.06,83.15
1503,1504,Hulk,PS2,2003.0,Action,Universal Interactive,0.52,0.41,0.0,0.14,1.06,70.0
1504,1505,NFL Blitz,N64,1998.0,Sports,Midway Games,1.02,0.04,0.0,0.01,1.06,89.0
1505,1506,NFL Quarterback Club 98,N64,1997.0,Sports,Acclaim Entertainment,1.01,0.05,0.0,0.01,1.06,65.0
1506,1507,Tomb Raider: The Last Revelation,PC,1998.0,Action,Eidos Interactive,0.41,0.59,0.0,0.06,1.06,82.0
1507,1508,Spider-Man 2,GBA,2004.0,Action,Activision,0.76,0.28,0.0,0.02,1.06,70.0
1508,1509,Seek and Destroy,PS2,2002.0,Racing,Play It,0.52,0.4,0.0,0.14,1.06,86.0
1509,1510,Guitar Hero 5,X360,2009.0,Misc,Activision,0.61,0.34,0.0,0.11,1.06,85.66
1510,1511,Crackdown 2,X360,2010.0,Shooter,Microsoft Game Studios,0.59,0.34,0.02,0.1,1.06,70.68
1511,1512,FIFA Soccer 11,Wii,2010.0,Sports,Electronic Arts,0.25,0.67,0.0,0.13,1.05,74.0
1512,1513,FIFA Soccer 11,PSP,2010.0,Sports,Electronic Arts,0.11,0.61,0.01,0.32,1.05,80.0
1513,1514,Namco Museum Battle Collection,PSP,2005.0,Misc,Sony Computer Entertainment,0.73,0.17,0.0,0.15,1.05,78.0
1514,1515,LEGO Battles: Ninjago,DS,2011.0,Strategy,Warner Bros. Interactive Entertainment,0.79,0.17,0.0,0.09,1.05,78.0
1515,1516,Arc the Lad II,PS,1996.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.92,0.13,1.05,81.25
1516,1517,Tag Team Match M.U.S.C.L.E.,NES,1985.0,Fighting,Namco Bandai Games,0.0,0.0,1.05,0.0,1.05,53.0
1517,1518,Adventure Island,NES,1986.0,Platform,Hudson Soft,0.0,0.0,1.05,0.0,1.05,65.0
1518,1519,LEGO Star Wars II: The Original Trilogy,DS,2006.0,Action,LucasArts,0.95,0.02,0.0,0.08,1.05,86.0
1519,1520,NBA 2K3,PS2,2002.0,Sports,Sega,0.51,0.4,0.0,0.13,1.05,81.0
1520,1521,The Simpsons: Road Rage,XB,2001.0,Racing,Electronic Arts,0.78,0.26,0.0,0.01,1.05,61.61
1521,1522,Dave Mirra Freestyle BMX,PS,2000.0,Sports,Acclaim Entertainment,0.91,0.11,0.0,0.03,1.05,80.94
1522,1523,Forza Motorsport,XB,2005.0,Racing,Microsoft Game Studios,0.52,0.51,0.0,0.02,1.05,91.0
1523,1524,Monster Rancher 2,PS,1998.0,Simulation,Sony Computer Entertainment,0.19,0.13,0.66,0.07,1.05,86.0
1524,1525,Yakuza 3,PS3,2009.0,Adventure,Sega,0.18,0.18,0.62,0.07,1.05,79.65
1525,1526,MVP Baseball 2003,PS2,2003.0,Sports,Electronic Arts,0.51,0.4,0.0,0.13,1.04,82.69
1526,1527,Legacy of Kain: Soul Reaver,PS,,Action,Eidos Interactive,0.5799999999999998,0.4,0.0,0.07,1.04,88.16
1527,1528,Tales of Destiny,PS,1997.0,Role-Playing,Namco Bandai Games,0.09,0.06,0.83,0.07,1.04,82.0
1528,1529,Diablo II: Lord of Destruction,PC,2001.0,Role-Playing,Activision,1.03,0.01,0.0,0.0,1.04,85.94
1529,1530,Medal of Honor: Airborne,X360,2007.0,Shooter,Electronic Arts,0.42,0.5,0.01,0.12,1.04,77.0
1530,1531,Spore Creatures,DS,2008.0,Simulation,Electronic Arts,0.65,0.28,0.0,0.1,1.04,70.0
1531,1532,Mega Man X4,PS,1996.0,Platform,Virgin Interactive,0.45,0.3,0.22,0.07,1.04,85.0
1532,1533,Naruto: Clash of Ninja 2,GC,2003.0,Fighting,Nintendo,0.44,0.12,0.45,0.03,1.04,83.0
1533,1534,Skate 2,X360,2009.0,Sports,Electronic Arts,0.8,0.14,0.01,0.09,1.04,85.0
1534,1535,Dance Dance Revolution SuperNOVA,PS2,2006.0,Simulation,Konami Digital Entertainment,0.87,0.03,0.0,0.14,1.04,75.36
1535,1536,Jeremy McGrath Supercross 98,PS,1998.0,Racing,Acclaim Entertainment,0.91,0.1,0.0,0.03,1.04,58.0
1536,1537,F-Zero: Maximum Velocity,GBA,2001.0,Racing,Nintendo,0.39,0.16,0.37,0.12,1.04,83.37
1537,1538,Bomberman 64,N64,1997.0,Puzzle,Hudson Soft,0.5,0.2,0.31,0.03,1.04,68.88
1538,1539,The Sims 3,PS3,2010.0,Simulation,Electronic Arts,0.42,0.42,0.02,0.18,1.04,80.67
1539,1540,The Biggest Loser,Wii,2009.0,Sports,THQ,0.84,0.11,0.0,0.09,1.04,63.0
1540,1541,Dante's Inferno,PS3,2010.0,Action,Electronic Arts,0.6,0.28,0.04,0.13,1.04,75.63
1541,1542,Need for Speed: Most Wanted,XB,2005.0,Racing,Electronic Arts,0.53,0.46,0.0,0.05,1.04,89.0
1542,1543,Imagine: Animal Doctor,DS,2007.0,Simulation,Ubisoft,0.45,0.48,0.0,0.11,1.04,55.0
1543,1544,Anno 2070,PC,2011.0,Strategy,Ubisoft,0.0,0.83,0.0,0.21,1.04,84.77
1544,1545,Professor Layton and the Mask of Miracle,3DS,2011.0,Adventure,Nintendo,0.18,0.43,0.36,0.06,1.04,84.0
1545,1546,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,2006.0,Shooter,Sony Computer Entertainment,0.8,0.11,0.0,0.13,1.04,79.77
1546,1547,Virtua Fighter 5,PS3,2007.0,Fighting,Sega,0.28,0.49,0.08,0.19,1.03,86.57
1547,1548,MX vs. ATV Unleashed,PS2,2005.0,Racing,THQ,0.86,0.03,0.0,0.14,1.03,77.84999999999998
1548,1549,Sega Superstars Tennis,Wii,2008.0,Sports,Sega,0.27,0.64,0.0,0.13,1.03,72.04
1549,1550,Tiger Woods PGA Tour 10,Wii,2009.0,Sports,Electronic Arts,0.59,0.34,0.0,0.1,1.03,89.14
1550,1551,The Beatles: Rock Band,PS3,2009.0,Misc,MTV Games,0.63,0.26,0.0,0.14,1.03,85.0
1551,1552,NCAA March Madness 2004,PS2,2003.0,Sports,Electronic Arts,0.5,0.39,0.0,0.13,1.03,78.0
1552,1553,Need for Speed: ProStreet,Wii,2007.0,Racing,Electronic Arts,0.49,0.43,0.0,0.11,1.03,71.0
1553,1554,WWE '12,PS3,2011.0,Fighting,THQ,0.45,0.39,0.02,0.17,1.03,78.0
1554,1555,Donkey Kong Land III,GB,,Platform,Nintendo,0.68,0.31,0.0,0.04,1.03,80.0
1555,1556,Street Fighter Alpha 3,PS,1998.0,Fighting,Capcom,0.38,0.12,0.51,0.02,1.03,88.0
1556,1557,LEGO Batman: The Videogame,PS3,2008.0,Adventure,Activision,0.5799999999999998,0.3,0.0,0.15,1.03,81.0
1557,1558,Kid Icarus: Uprising,3DS,2012.0,Action,Nintendo,0.39,0.24,0.34,0.06,1.03,87.0
1558,1559,Dora the Explorer: Dora Saves the Mermaids,DS,2007.0,Platform,Take-Two Interactive,0.94,0.0,0.0,0.08,1.03,34.0
1559,1560,Resident Evil: Operation Raccoon City,PS3,2012.0,Shooter,Capcom,0.4,0.17,0.36,0.09,1.02,63.0
1560,1561,MySims Agents,DS,2009.0,Adventure,Electronic Arts,0.51,0.4,0.0,0.11,1.02,76.0
1561,1562,Shrek 2,GC,2004.0,Platform,Activision,0.73,0.26,0.01,0.03,1.02,68.0
1562,1563,Sniper: Ghost Warrior,X360,2010.0,Shooter,City Interactive,0.44,0.47,0.0,0.11,1.02,65.0
1563,1564,GRID,PS3,2008.0,Racing,Codemasters,0.3,0.51,0.03,0.18,1.02,86.74
1564,1565,Tomb Raider,PC,1996.0,Action,Eidos Interactive,0.96,0.07,0.0,0.0,1.02,91.67
1565,1566,One Piece Pirate Musou,PS3,2012.0,Action,Namco Bandai Games,0.0,0.12,0.86,0.04,1.02,78.0
1566,1567,Final Fight 2,SNES,1993.0,Action,Capcom,0.39,0.12,0.49,0.02,1.02,80.0
1567,1568,The Lost World: Jurassic Park,PS,1997.0,Action,Electronic Arts,0.57,0.39,0.0,0.07,1.02,59.67
1568,1569,Warhawk,PS3,2007.0,Simulation,Sony Computer Entertainment,0.47,0.38,0.0,0.17,1.02,84.14
1569,1570,Madden NFL 07,XB,2006.0,Sports,Electronic Arts,0.97,0.03,0.0,0.03,1.02,84.0
1570,1571,FIFA Soccer 08,Wii,2007.0,Sports,Electronic Arts,0.31,0.5799999999999998,0.01,0.11,1.02,71.0
1571,1572,Endless Ocean,Wii,2007.0,Adventure,Nintendo,0.41,0.43,0.09,0.09,1.02,78.86
1572,1573,Harry Potter and the Prisoner of Azkaban,PS2,2004.0,Adventure,Electronic Arts,0.5,0.39,0.0,0.13,1.02,77.0
1573,1574,Pong: The Next Level,PS,1998.0,Puzzle,Hasbro Interactive,0.56,0.38,0.0,0.07,1.01,37.0
1574,1575,Pokémon Rumble Blast,3DS,2011.0,Action,Nintendo,0.41,0.2,0.34,0.06,1.01,77.0
1575,1576,DiRT,PS3,2007.0,Racing,Codemasters,0.15,0.64,0.0,0.22,1.01,83.17
1576,1577,Petz: Catz 2,DS,2007.0,Simulation,Ubisoft,0.51,0.4,0.0,0.11,1.01,73.0
1577,1578,Mercenaries 2: World in Flames,X360,2008.0,Shooter,Electronic Arts,0.63,0.28,0.01,0.1,1.01,76.0
1578,1579,NBA Jam Tournament Edition,SNES,1995.0,Sports,Acclaim Entertainment,0.87,0.12,0.0,0.02,1.01,85.0
1579,1580,Guitar Hero 5,PS3,2009.0,Misc,Activision,0.49,0.36,0.0,0.16,1.01,86.58
1580,1581,EyePet,PS3,2009.0,Simulation,Sony Computer Entertainment,0.28,0.59,0.04,0.1,1.01,73.39
1581,1582,Oshare Majo Love and Berry: DS Collection,DS,2006.0,Misc,Sega,0.0,0.0,1.01,0.0,1.01,73.0
1582,1583,Monster Rancher,PS,1997.0,Simulation,Tecmo Koei,0.12,0.08,0.74,0.07,1.01,85.0
1583,1584,Tiger Woods PGA Tour 08,Wii,2007.0,Sports,Electronic Arts,0.92,0.01,0.0,0.08,1.01,73.89
1584,1585,Guinness World Records: The Videogame,Wii,2008.0,Action,Warner Bros. Interactive Entertainment,0.44,0.46,0.0,0.11,1.01,70.0
1585,1586,The Simpsons Game,PSP,2007.0,Platform,Electronic Arts,0.21,0.51,0.0,0.28,1.01,57.75
1586,1587,WWE SmackDown vs. Raw 2011,PS3,2010.0,Fighting,THQ,0.41,0.41,0.01,0.17,1.01,84.0
1587,1588,Ford Racing 2,PS2,2003.0,Racing,Empire Interactive,0.49,0.38,0.0,0.13,1.0,63.18
1588,1589,Breath of Fire III,PS,1997.0,Role-Playing,Capcom,0.2899999999999999,0.19,0.46,0.07,1.0,75.0
1589,1590,ModNation Racers,PS3,2010.0,Racing,Sony Computer Entertainment,0.45,0.35,0.06,0.14,1.0,83.13
1590,1591,Call of Duty 4: Modern Warfare,DS,2007.0,Shooter,Activision,0.91,0.01,0.01,0.08,1.0,75.81
1591,1592,Tomb Raider: Underworld,X360,2008.0,Adventure,Eidos Interactive,0.5,0.38,0.01,0.11,1.0,79.0
1592,1593,WWE SmackDown vs. Raw 2010,X360,2009.0,Fighting,THQ,0.54,0.35,0.01,0.1,1.0,83.0
1593,1594,Virtua Tennis 3,PS3,2007.0,Sports,Sega,0.22,0.55,0.03,0.2,1.0,80.38
1594,1595,Dead or Alive 2,PS2,2000.0,Fighting,Tecmo Koei,0.3,0.24,0.38,0.08,1.0,91.37
1595,1596,Bully: Scholarship Edition,X360,2008.0,Action,Take-Two Interactive,0.5,0.37,0.03,0.1,1.0,83.03
1596,1597,Marvel vs. Capcom 3: Fate of Two Worlds,X360,2011.0,Fighting,Capcom,0.74,0.15,0.03,0.08,1.0,85.9
1597,1598,Game & Watch Gallery,GB,1997.0,Misc,Nintendo,0.63,0.25,0.09,0.03,1.0,76.0
1598,1599,Excitebike 64,N64,2000.0,Racing,Nintendo,0.65,0.15,0.19,0.01,1.0,89.07
1599,1600,NES Open Tournament Golf,NES,1991.0,Sports,Nintendo,0.41,0.1,0.47,0.02,1.0,73.0
1600,1601,Jissen Pachi-Slot Hisshouhou: Hokuto no Ken,PS2,2004.0,Misc,Sammy Corporation,0.0,0.0,1.0,0.0,1.0,58.0
1601,1602,SoulCalibur II,XB,2003.0,Fighting,Electronic Arts,0.78,0.18,0.03,0.0,1.0,87.0
1602,1603,Winning Eleven: Pro Evolution Soccer 2007 (All Region sales),X360,2006.0,Sports,Konami Digital Entertainment,0.08,0.9,0.02,0.0,1.0,79.13
1603,1604,Road & Track Presents: The Need for Speed,PS,1995.0,Racing,Electronic Arts,0.56,0.38,0.0,0.07,1.0,84.0
1604,1605,NFL GameDay 2001,PS,2000.0,Sports,Sony Computer Entertainment,0.56,0.38,0.0,0.07,1.0,76.0
1605,1606,Aliens vs Predator,X360,2010.0,Shooter,Sega,0.52,0.37,0.0,0.1,1.0,65.89
1606,1607,Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,2007.0,Shooter,Ubisoft,0.33,0.46,0.02,0.18,1.0,86.59
1607,1608,NBA Live 97,PS,1996.0,Sports,Electronic Arts,0.55,0.38,0.0,0.07,1.0,78.0
1608,1609,NERF N-Strike Elite,Wii,2009.0,Shooter,Electronic Arts,0.92,0.0,0.0,0.08,1.0,86.0
1609,1610,Rock Band 2,Wii,2008.0,Misc,MTV Games,0.92,0.0,0.0,0.08,1.0,88.0
1610,1611,Dynasty Warriors 3: Xtreme Legends,PS2,2002.0,Action,Tecmo Koei,0.13,0.1,0.74,0.03,1.0,76.01
1611,1612,Naruto: Clash of Ninja Revolution,Wii,2007.0,Fighting,Tomy Corporation,0.44,0.45,0.0,0.11,1.0,79.0
1612,1613,Prince of Persia,PS3,2008.0,Adventure,Ubisoft,0.45,0.36,0.03,0.16,1.0,74.0
1613,1614,Jampack Winter 2000,PS,2000.0,Misc,Sony Computer Entertainment,0.55,0.38,0.0,0.07,1.0,56.0
1614,1615,NFL Fever 2002,XB,2000.0,Sports,Microsoft Game Studios,0.74,0.21,0.0,0.04,0.99,79.0
1615,1616,The Simpsons: Hit & Run,GC,2003.0,Racing,Vivendi Games,0.77,0.2,0.0,0.03,0.99,80.55
1616,1617,DJ Hero,X360,2009.0,Misc,Activision,0.5,0.39,0.0,0.1,0.99,84.89
1617,1618,Star Wars: The Force Unleashed,PSP,2008.0,Action,LucasArts,0.41,0.35,0.0,0.22,0.99,83.0
1618,1619,Naruto: Ultimate Ninja Storm,PS3,2008.0,Fighting,Namco Bandai Games,0.46,0.3,0.09,0.14,0.99,87.0
1619,1620,Oddworld: Abe's Exoddus,PS,1998.0,Platform,GT Interactive,0.55,0.38,0.0,0.06,0.99,90.0
1620,1621,Ratchet & Clank: All 4 One,PS3,2011.0,Platform,Sony Computer Entertainment,0.67,0.16,0.05,0.11,0.99,76.0
1621,1622,The Bouncer,PS2,2000.0,Action,Sony Computer Entertainment,0.3,0.23,0.38,0.08,0.99,75.0
1622,1623,Shadow The Hedgehog,GC,2005.0,Platform,Sega,0.76,0.2,0.0,0.03,0.99,54.43
1623,1624,SingStar,PS3,2007.0,Misc,Sony Computer Entertainment,0.41,0.47,0.0,0.1,0.99,78.0
1624,1625,Pro Evolution Soccer 2008,PSP,2008.0,Sports,Konami Digital Entertainment,0.02,0.53,0.19,0.25,0.98,77.0
1625,1626,The Simpsons Game,X360,2007.0,Platform,Electronic Arts,0.52,0.36,0.0,0.1,0.98,62.83
1626,1627,Mario Party Advance,GBA,2005.0,Misc,Nintendo,0.5,0.19,0.28,0.02,0.98,56.42
1627,1628,Dragon Age II,X360,2011.0,Role-Playing,Electronic Arts,0.63,0.25,0.01,0.09,0.98,77.86
1628,1629,ZhuZhu Pets,DS,2010.0,Simulation,Activision,0.63,0.26,0.0,0.09,0.98,54.0
1629,1630,Resident Evil: The Darkside Chronicles,Wii,2009.0,Shooter,Capcom,0.42,0.28,0.2,0.08,0.98,80.0
1630,1631,NASCAR 99,N64,1998.0,Racing,Electronic Arts,0.94,0.04,0.0,0.01,0.98,67.0
1631,1632,Suikoden III,PS2,,Role-Playing,Unknown,0.2899999999999999,0.23,0.38,0.08,0.98,87.0
1632,1633,WipEout Pure,PSP,2005.0,Racing,Sony Computer Entertainment,0.44,0.33,0.0,0.21,0.98,88.26
1633,1634,Spore,PC,2008.0,Strategy,Electronic Arts,0.0,0.92,0.0,0.06,0.98,85.13
1634,1635,MySims Agents,Wii,2009.0,Adventure,Electronic Arts,0.5799999999999998,0.3,0.0,0.1,0.98,74.0
1635,1636,Super Princess Peach,DS,2005.0,Platform,Nintendo,0.67,0.03,0.21,0.06,0.98,80.0
1636,1637,Madden NFL 10,PS2,2009.0,Sports,Electronic Arts,0.88,0.04,0.0,0.06,0.98,82.0
1637,1638,Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,2007.0,Shooter,Ubisoft,0.84,0.04,0.02,0.08,0.98,86.46
1638,1639,PES 2009: Pro Evolution Soccer,X360,2008.0,Sports,Konami Digital Entertainment,0.11,0.75,0.03,0.09,0.97,75.0
1639,1640,NCAA Football 06,XB,2005.0,Sports,Electronic Arts,0.73,0.21,0.0,0.03,0.97,87.87
1640,1641,Ninja Gaiden II,X360,2008.0,Action,Tecmo Koei,0.62,0.21,0.05,0.09,0.97,85.0
1641,1642,Aliens vs Predator,PS3,2010.0,Shooter,Sega,0.38,0.43,0.0,0.17,0.97,66.97
1642,1643,The Simpsons Game,Wii,2007.0,Platform,Electronic Arts,0.44,0.43,0.0,0.11,0.97,62.83
1643,1644,Fire Emblem,GBA,2003.0,Strategy,Nintendo,0.49,0.18,0.2899999999999999,0.01,0.97,92.0
1644,1645,Need for Speed: Most Wanted - A Criterion Game,X360,2012.0,Racing,Electronic Arts,0.35,0.51,0.0,0.11,0.97,67.0
1645,1646,The Orange Box,PS3,2007.0,Shooter,Electronic Arts,0.25,0.53,0.0,0.2,0.97,88.97
1646,1647,Wall-E,Wii,2008.0,Platform,THQ,0.48,0.39,0.0,0.1,0.97,54.78
1647,1648,NHL 2004,PS2,2003.0,Sports,Electronic Arts,0.47,0.37,0.0,0.12,0.97,83.0
1648,1649,Darksiders,X360,2010.0,Action,THQ,0.62,0.25,0.01,0.09,0.97,83.98
1649,1650,Grand Theft Auto: Vice City Stories,PS2,2007.0,Action,Take-Two Interactive,0.78,0.03,0.03,0.13,0.97,75.95999999999998
1650,1651,FIFA Soccer 2005,XB,2004.0,Sports,Electronic Arts,0.33,0.6,0.0,0.04,0.97,84.0
1651,1652,WWE SmackDown vs Raw 2008,Wii,2007.0,Fighting,THQ,0.37,0.49,0.0,0.11,0.97,59.0
1652,1653,Sonic Generations,PS3,2011.0,Platform,Sega,0.35,0.43,0.02,0.17,0.97,79.29
1653,1654,Brink,X360,2011.0,Shooter,Bethesda Softworks,0.54,0.32,0.01,0.1,0.97,69.74
1654,1655,Prince of Persia,X360,2008.0,Adventure,Ubisoft,0.52,0.32,0.02,0.1,0.97,80.0
1655,1656,Puzzler Collection,DS,2008.0,Puzzle,Ubisoft,0.16,0.77,0.0,0.04,0.97,60.0
