Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,Senior
39.0,Female,1,Financial Manager,16.0,210000.0,UK,Mixed,0
26.0,Male,1,Product Designer,2.0,55000.0,Canada,White,0
31.0,Female,3,Data Scientist,8.0,140000.0,Australia,Asian,0
29.0,Male,1,Marketing Analyst,4.0,70000.0,UK,Asian,0
33.0,Female,2,Marketing Manager,9.0,130000.0,Australia,Asian,0
27.0,Male,1,Software Engineer,3.0,80000.0,USA,African American,0
36.0,Female,3,Research Scientist,12.0,170000.0,USA,Asian,0
25.0,Male,1,Product Manager,1.0,60000.0,UK,Welsh,0
30.0,Female,1,Marketing Coordinator,5.0,90000.0,USA,Asian,0
34.0,Male,3,Research Director,11.0,160000.0,Australia,Asian,0
28.0,Female,1,Marketing Analyst,3.0,60000.0,Australia,Asian,0
32.0,Male,1,Product Manager,7.0,120000.0,China,Chinese,0
24.0,Female,0,Receptionist,0.0,25000.0,Australia,Australian,0
37.0,Male,2,Marketing Director,14.0,190000.0,Australia,Australian,0
39.0,Female,1,Financial Manager,16.0,200000.0,Australia,Australian,0
26.0,Male,1,Product Designer,2.0,55000.0,UK,Asian,0
31.0,Female,3,Data Scientist,8.0,140000.0,UK,White,0
29.0,Male,1,Marketing Analyst,4.0,70000.0,Canada,Asian,0
33.0,Female,2,Marketing Manager,9.0,130000.0,China,Korean,0
27.0,Male,1,Software Engineer,3.0,80000.0,UK,Asian,0
36.0,Female,3,Research Scientist,12.0,170000.0,China,Chinese,0
25.0,Male,1,Product Manager,1.0,60000.0,UK,White,0
30.0,Female,1,Marketing Coordinator,5.0,90000.0,Canada,Asian,0
34.0,Male,3,Research Director,11.0,160000.0,Australia,Australian,0
28.0,Female,1,Marketing Analyst,3.0,60000.0,UK,White,0
32.0,Male,1,Product Manager,7.0,120000.0,Canada,White,0
24.0,Female,0,Receptionist,0.0,25000.0,China,Chinese,0
37.0,Male,2,Marketing Director,14.0,190000.0,Canada,Black,0
39.0,Female,1,Financial Manager,16.0,200000.0,UK,White,0
26.0,Male,1,Product Designer,2.0,55000.0,China,Korean,0
31.0,Female,3,Data Scientist,8.0,140000.0,USA,White,0
29.0,Male,1,Marketing Analyst,4.0,70000.0,China,Korean,0
33.0,Female,2,Marketing Manager,9.0,130000.0,UK,White,0
27.0,Male,1,Software Engineer,3.0,80000.0,Australia,Asian,0
36.0,Female,3,Research Scientist,12.0,170000.0,China,Korean,0
25.0,Male,1,Product Manager,1.0,60000.0,UK,Asian,0
30.0,Female,1,Marketing Coordinator,5.0,90000.0,Australia,White,0
34.0,Male,3,Research Director,11.0,160000.0,UK,Welsh,0
28.0,Female,1,Marketing Analyst,3.0,60000.0,Canada,Asian,0
32.0,Male,1,Product Manager,7.0,120000.0,UK,White,0
24.0,Female,0,Receptionist,0.0,25000.0,China,Korean,0
37.0,Male,2,Marketing Director,14.0,190000.0,Australia,Asian,0
39.0,Female,1,Financial Manager,16.0,200000.0,Australia,Australian,0
26.0,Male,1,Product Designer,2.0,55000.0,China,Korean,0
31.0,Female,3,Data Scientist,8.0,140000.0,UK,Welsh,0
29.0,Male,1,Marketing Analyst,4.0,70000.0,UK,Asian,0
33.0,Female,2,Marketing Manager,9.0,130000.0,USA,African American,0
27.0,Male,1,Software Engineer,3.0,80000.0,Australia,White,0
36.0,Female,3,Research Scientist,12.0,170000.0,UK,White,0
25.0,Male,1,Product Manager,1.0,60000.0,China,Chinese,0
30.0,Female,1,Marketing Coordinator,5.0,90000.0,USA,African American,0
34.0,Male,3,Research Director,11.0,160000.0,UK,Mixed,0
28.0,Female,1,Marketing Analyst,3.0,60000.0,USA,Asian,0
32.0,Male,1,Product Manager,7.0,120000.0,USA,Hispanic,0
24.0,Female,0,Receptionist,0.0,25000.0,UK,Welsh,0
37.0,Male,2,Marketing Director,14.0,190000.0,China,White,0
39.0,Female,1,Financial Manager,16.0,200000.0,Australia,Australian,0
26.0,Male,1,Product Designer,2.0,55000.0,Canada,Asian,0
31.0,Female,3,Data Scientist,8.0,140000.0,UK,White,0
29.0,Male,1,Marketing Analyst,4.0,70000.0,Canada,Asian,0
33.0,Female,2,Marketing Manager,9.0,130000.0,China,White,0
27.0,Male,1,Software Engineer,3.0,80000.0,China,Chinese,0
36.0,Female,3,Research Scientist,12.0,170000.0,UK,White,0
25.0,Male,1,Product Manager,1.0,60000.0,USA,African American,0
30.0,Female,1,Marketing Coordinator,5.0,90000.0,USA,Hispanic,0
34.0,Male,3,Research Director,11.0,160000.0,Canada,Asian,0
28.0,Female,1,Marketing Analyst,3.0,60000.0,China,Chinese,0
32.0,Male,1,Product Manager,7.0,120000.0,USA,Asian,0
24.0,Female,0,Receptionist,0.0,25000.0,UK,Asian,0
37.0,Male,2,Marketing Director,14.0,190000.0,Australia,Australian,0
39.0,Female,1,Financial Manager,16.0,200000.0,UK,Welsh,0
26.0,Male,1,Product Designer,2.0,55000.0,UK,Asian,0
31.0,Female,3,Data Scientist,8.0,140000.0,Canada,Black,0
29.0,Male,1,Marketing Analyst,4.0,70000.0,USA,African American,0
33.0,Female,2,Marketing Manager,9.0,130000.0,USA,African American,0
27.0,Male,1,Software Engineer,3.0,80000.0,Australia,Australian,0
36.0,Female,3,Research Scientist,12.0,170000.0,China,Korean,0
25.0,Male,1,Product Manager,1.0,60000.0,Canada,Black,0
30.0,Female,1,Marketing Coordinator,5.0,90000.0,USA,Hispanic,0
34.0,Male,3,Research Director,11.0,160000.0,Canada,White,0
28.0,Female,1,Marketing Analyst,3.0,60000.0,USA,White,0
32.0,Male,1,Product Manager,7.0,120000.0,USA,White,0
24.0,Female,0,Receptionist,0.0,25000.0,UK,Mixed,0
37.0,Male,2,Marketing Director,14.0,190000.0,Australia,Australian,0
39.0,Female,1,Financial Manager,16.0,200000.0,Canada,Asian,0
26.0,Male,1,Product Designer,2.0,55000.0,UK,White,0
31.0,Female,3,Data Scientist,8.0,140000.0,Australia,Australian,0
29.0,Male,1,Marketing Analyst,4.0,70000.0,Canada,Asian,0
33.0,Female,2,Marketing Manager,9.0,130000.0,USA,Asian,0
27.0,Male,1,Software Engineer,3.0,80000.0,USA,Asian,0
36.0,Female,3,Research Scientist,12.0,170000.0,Australia,White,0
25.0,Male,1,Product Manager,1.0,60000.0,Australia,White,0
30.0,Female,1,Marketing Coordinator,5.0,90000.0,Australia,White,0
34.0,Male,3,Research Director,11.0,160000.0,USA,Asian,0
28.0,Female,1,Marketing Analyst,3.0,60000.0,China,Chinese,0
32.0,Male,1,Product Manager,7.0,120000.0,Canada,Asian,0
24.0,Female,0,Receptionist,0.0,25000.0,USA,Hispanic,0
37.0,Male,2,Marketing Director,14.0,190000.0,USA,Hispanic,0
39.0,Female,1,Financial Manager,16.0,200000.0,UK,Welsh,0
27.0,Male,3,Marketing Coordinator,7.0,120000.0,Canada,Black,0
28.0,Female,1,Marketing Coordinator,3.0,60000.0,UK,Asian,0
33.0,Male,2,Software Engineer,8.0,120000.0,Canada,White,0
27.0,Female,1,Product Manager,2.0,65000.0,Australia,White,0
30.0,Male,3,Data Scientist,6.0,100000.0,UK,Asian,0
36.0,Female,1,Financial Analyst,11.0,150000.0,USA,African American,0
29.0,Male,1,Marketing Analyst,3.0,65000.0,China,White,0
32.0,Female,2,Software Engineer,9.0,120000.0,Australia,White,0
26.0,Male,1,Graphic Designer,1.0,45000.0,Canada,White,0
29.0,Female,1,Product Manager,5.0,80000.0,USA,Asian,0
35.0,Male,3,Research Scientist,11.0,150000.0,UK,Welsh,0
27.0,Male,1,Software Engineer,2.0,65000.0,USA,Asian,0
31.0,Female,1,Marketing Manager,7.0,100000.0,UK,Asian,0
28.0,Male,2,Financial Analyst,4.0,90000.0,Canada,Black,0
24.0,Female,1,Marketing Analyst,0.0,40000.0,China,Korean,0
30.0,Male,1,Project Manager,6.0,110000.0,Australia,Asian,0
34.0,Female,3,Research Director,12.0,170000.0,China,Chinese,0
27.0,Male,1,Software Engineer,3.0,75000.0,Canada,Asian,0
33.0,Female,2,Marketing Manager,8.0,120000.0,China,Korean,0
29.0,Male,1,Marketing Analyst,4.0,70000.0,UK,Welsh,0
25.0,Female,0,Customer Service Representative,1.0,30000.0,UK,Mixed,0
36.0,Male,3,Research Scientist,13.0,180000.0,Canada,Asian,0
39.0,Female,1,Financial Manager,15.0,200000.0,Australia,White,0
26.0,Male,1,Product Designer,1.0,50000.0,Canada,White,0
31.0,Female,3,Data Scientist,8.0,140000.0,USA,Hispanic,0
28.0,Male,1,Marketing Analyst,3.0,65000.0,UK,Mixed,0
32.0,Female,1,Product Manager,7.0,110000.0,UK,Asian,0
24.0,Male,0,Delivery Driver,0.0,28000.0,Australia,Australian,0
37.0,Male,2,Marketing Director,14.0,190000.0,China,White,0
39.0,Female,1,Financial Manager,16.0,210000.0,Australia,Australian,0
26.0,Male,1,Product Designer,2.0,55000.0,China,Chinese,0
31.0,Female,3,Data Scientist,8.0,140000.0,China,Chinese,0
29.0,Male,1,Marketing Analyst,4.0,70000.0,Australia,Asian,0
33.0,Female,2,Marketing Manager,9.0,130000.0,USA,White,0
27.0,Male,1,Software Engineer,3.0,80000.0,Australia,White,0
36.0,Female,3,Research Scientist,12.0,170000.0,China,White,0
25.0,Male,1,Product Manager,1.0,60000.0,USA,Hispanic,0
30.0,Female,1,Marketing Coordinator,5.0,90000.0,Australia,Asian,0
34.0,Male,3,Research Director,11.0,160000.0,China,White,0
28.0,Female,1,Marketing Analyst,3.0,60000.0,Australia,Asian,0
32.0,Male,1,Product Manager,7.0,120000.0,Australia,White,0
24.0,Female,0,Receptionist,0.0,25000.0,China,Chinese,0
37.0,Male,2,Marketing Director,14.0,190000.0,USA,Hispanic,0
39.0,Female,1,Financial Manager,16.0,200000.0,UK,Welsh,0
26.0,Male,1,Product Designer,2.0,55000.0,UK,Mixed,0
31.0,Female,3,Data Scientist,8.0,140000.0,USA,African American,0
29.0,Male,1,Marketing Analyst,4.0,70000.0,Australia,Australian,0
33.0,Female,2,Marketing Manager,9.0,130000.0,UK,Asian,0
27.0,Male,1,Software Engineer,3.0,80000.0,Australia,Asian,0
36.0,Female,3,Research Scientist,12.0,170000.0,Canada,Black,0
25.0,Male,1,Product Manager,1.0,60000.0,China,Korean,0
30.0,Female,1,Marketing Coordinator,5.0,90000.0,China,Korean,0
34.0,Male,3,Research Director,11.0,160000.0,Australia,Asian,0
28.0,Female,1,Marketing Analyst,3.0,60000.0,UK,Welsh,0
32.0,Male,1,Product Manager,7.0,120000.0,Canada,White,0
24.0,Female,0,Receptionist,0.0,25000.0,USA,African American,0
37.0,Male,2,Marketing Director,14.0,190000.0,UK,White,0
39.0,Female,1,Financial Manager,16.0,200000.0,China,Korean,0
26.0,Male,1,Product Designer,2.0,55000.0,USA,African American,0
31.0,Female,3,Data Scientist,8.0,140000.0,USA,White,0
29.0,Male,1,Marketing Analyst,4.0,70000.0,Australia,Asian,0
33.0,Female,2,Marketing Manager,9.0,130000.0,China,Korean,0
27.0,Male,1,Software Engineer,3.0,80000.0,China,Chinese,0
36.0,Female,3,Research Scientist,12.0,170000.0,Canada,Black,0
25.0,Male,1,Product Manager,1.0,60000.0,Canada,Black,0
30.0,Female,1,Marketing Coordinator,5.0,90000.0,Canada,Black,0
34.0,Male,3,Research Director,11.0,160000.0,China,Chinese,0
28.0,Female,1,Marketing Analyst,3.0,60000.0,China,Korean,0
32.0,Male,1,Product Manager,7.0,120000.0,Canada,White,0
24.0,Female,0,Receptionist,0.0,25000.0,Canada,White,0
37.0,Male,2,Marketing Director,14.0,190000.0,Australia,Australian,0
39.0,Female,1,Financial Manager,16.0,200000.0,UK,Mixed,0
26.0,Male,1,Product Designer,2.0,55000.0,UK,Mixed,0
31.0,Female,3,Data Scientist,8.0,140000.0,UK,Mixed,0
29.0,Male,1,Marketing Analyst,4.0,70000.0,Australia,White,0
33.0,Female,2,Marketing Manager,9.0,130000.0,Australia,White,0
27.0,Male,1,Software Engineer,3.0,80000.0,USA,Asian,0
36.0,Female,3,Research Scientist,12.0,170000.0,USA,African American,0
25.0,Male,1,Product Manager,1.0,60000.0,Canada,Asian,0
30.0,Female,1,Marketing Coordinator,5.0,90000.0,Canada,Black,0
34.0,Male,3,Research Director,11.0,160000.0,Canada,Asian,0
28.0,Female,1,Marketing Analyst,3.0,60000.0,Australia,Australian,0
32.0,Male,1,Product Manager,7.0,120000.0,UK,Mixed,0
24.0,Female,0,Receptionist,0.0,25000.0,USA,White,0
37.0,Male,2,Marketing Director,14.0,190000.0,Australia,White,0
39.0,Female,1,Financial Manager,16.0,200000.0,USA,White,0
26.0,Male,1,Product Designer,2.0,55000.0,USA,White,0
31.0,Female,3,Data Scientist,8.0,140000.0,Australia,Asian,0
29.0,Male,1,Marketing Analyst,4.0,70000.0,UK,Mixed,0
33.0,Female,2,Marketing Manager,9.0,130000.0,Australia,Asian,0
27.0,Male,1,Software Engineer,3.0,80000.0,UK,Asian,0
36.0,Female,3,Research Scientist,12.0,170000.0,Canada,White,0
25.0,Male,1,Product Manager,1.0,60000.0,Canada,Black,0
30.0,Female,1,Marketing Coordinator,5.0,90000.0,China,White,0
34.0,Male,3,Research Director,11.0,160000.0,USA,White,0
28.0,Female,1,Marketing Analyst,3.0,60000.0,Australia,Australian,0
32.0,Male,1,Product Manager,7.0,120000.0,China,Chinese,0
24.0,Female,0,Receptionist,0.0,25000.0,China,Chinese,0
37.0,Male,2,Marketing Director,14.0,190000.0,China,White,0
39.0,Female,1,Financial Manager,16.0,200000.0,UK,White,0
26.0,Male,1,Product Designer,2.0,55000.0,China,White,0
31.0,Female,3,Data Scientist,8.0,140000.0,UK,Asian,0
29.0,Male,1,Marketing Analyst,4.0,70000.0,Canada,White,0
33.0,Female,2,Marketing Manager,9.0,130000.0,China,White,0
27.0,Male,1,Software Engineer,3.0,80000.0,Canada,Black,0
36.0,Female,3,Research Scientist,12.0,170000.0,Canada,Asian,0
25.0,Male,1,Product Manager,1.0,60000.0,USA,African American,0
30.0,Female,1,Marketing Coordinator,5.0,90000.0,UK,Asian,0
34.0,Male,3,Research Director,11.0,160000.0,Canada,White,0
28.0,Female,1,Marketing Analyst,3.0,60000.0,Canada,Asian,0
32.0,Male,1,Product Manager,7.0,120000.0,Canada,Asian,0
24.0,Female,0,Receptionist,0.0,25000.0,Canada,White,0
37.0,Male,2,Marketing Director,14.0,190000.0,Canada,Asian,0
39.0,Female,1,Financial Manager,16.0,200000.0,Australia,Australian,0
26.0,Male,1,Product Designer,2.0,55000.0,Canada,Asian,0
31.0,Female,3,Data Scientist,8.0,140000.0,Australia,White,0
29.0,Male,1,Marketing Analyst,4.0,70000.0,Canada,Asian,0
33.0,Female,2,Marketing Manager,9.0,130000.0,UK,Welsh,0
27.0,Male,1,Software Engineer,3.0,80000.0,Australia,Asian,0
36.0,Female,3,Research Scientist,12.0,170000.0,Canada,Black,0
25.0,Male,1,Product Manager,1.0,60000.0,USA,African American,0
30.0,Female,1,Marketing Coordinator,5.0,90000.0,Australia,Asian,0
34.0,Male,3,Research Director,11.0,160000.0,UK,Asian,0
28.0,Female,1,Marketing Analyst,3.0,60000.0,China,Chinese,0
32.0,Male,1,Product Manager,7.0,120000.0,Australia,Australian,0
24.0,Female,0,Receptionist,0.0,25000.0,USA,Hispanic,0
37.0,Male,2,Marketing Director,14.0,190000.0,China,Korean,0
39.0,Female,1,Financial Manager,16.0,200000.0,UK,Asian,0
29.0,Female,1,Marketing Coordinator,4.0,65000.0,UK,Asian,0
34.0,Male,2,Software Engineer,9.0,125000.0,USA,African American,0
28.0,Female,1,Product Manager,3.0,70000.0,Canada,Asian,0
31.0,Male,3,Data Scientist,7.0,110000.0,Canada,White,0
37.0,Female,1,Financial Analyst,12.0,160000.0,UK,Asian,0
30.0,Male,1,Marketing Analyst,4.0,75000.0,China,White,0
33.0,Female,2,Software Engineer,8.0,120000.0,UK,Mixed,0
27.0,Male,1,Graphic Designer,2.0,50000.0,Australia,Australian,0
30.0,Female,1,Product Manager,5.0,85000.0,USA,White,0
36.0,Male,3,Research Scientist,11.0,155000.0,Canada,White,0
28.0,Male,1,Software Engineer,3.0,70000.0,UK,White,0
32.0,Female,1,Marketing Manager,8.0,115000.0,UK,White,0
29.0,Male,2,Financial Analyst,5.0,95000.0,USA,African American,0
25.0,Female,1,Marketing Analyst,0.0,40000.0,Canada,Asian,0
31.0,Male,1,Project Manager,6.0,115000.0,Australia,Australian,0
35.0,Female,3,Research Director,12.0,175000.0,Canada,Black,0
28.0,Male,1,Software Engineer,3.0,70000.0,Canada,White,0
33.0,Female,2,Marketing Manager,9.0,135000.0,Australia,Australian,0
29.0,Male,1,Marketing Analyst,4.0,75000.0,Canada,Black,0
25.0,Female,0,Customer Service Representative,1.0,30000.0,UK,Mixed,0
36.0,Male,3,Research Scientist,13.0,185000.0,UK,Mixed,0
40.0,Female,1,Financial Manager,15.0,210000.0,Australia,Australian,0
27.0,Male,1,Product Designer,1.0,45000.0,China,White,0
32.0,Female,3,Data Scientist,9.0,145000.0,USA,Hispanic,0
28.0,Male,1,Marketing Analyst,3.0,70000.0,UK,Welsh,0
32.0,Female,1,Product Manager,7.0,120000.0,China,Chinese,0
24.0,Male,0,Delivery Driver,0.0,28000.0,Canada,Asian,0
38.0,Male,2,Marketing Director,14.0,195000.0,USA,White,0
40.0,Female,1,Financial Manager,16.0,215000.0,China,White,0
27.0,Male,1,Product Designer,2.0,55000.0,Australia,Asian,0
32.0,Female,3,Data Scientist,9.0,145000.0,China,White,0
29.0,Male,1,Marketing Analyst,4.0,75000.0,UK,White,0
33.0,Female,2,Marketing Manager,9.0,135000.0,China,Chinese,0
27.0,Male,1,Software Engineer,3.0,80000.0,Canada,Black,0
36.0,Female,3,Research Scientist,13.0,185000.0,Australia,Asian,0
25.0,Male,1,Product Manager,1.0,60000.0,China,Chinese,0
30.0,Female,1,Marketing Coordinator,5.0,95000.0,China,Korean,0
34.0,Male,3,Research Director,12.0,170000.0,Canada,Black,0
28.0,Female,1,Marketing Analyst,3.0,65000.0,China,White,0
32.0,Male,1,Product Manager,7.0,120000.0,Canada,White,0
24.0,Female,0,Receptionist,0.0,25000.0,Canada,White,0
38.0,Male,2,Marketing Director,14.0,195000.0,Canada,Black,0
40.0,Female,1,Financial Manager,16.0,215000.0,China,Korean,0
27.0,Male,1,Product Designer,2.0,55000.0,China,White,0
32.0,Female,3,Data Scientist,9.0,145000.0,UK,White,0
29.0,Male,1,Marketing Analyst,4.0,75000.0,USA,African American,0
33.0,Female,2,Marketing Manager,9.0,135000.0,USA,Asian,0
27.0,Male,1,Software Engineer,3.0,80000.0,Canada,White,0
36.0,Female,3,Research Scientist,13.0,185000.0,Australia,White,0
25.0,Male,1,Product Manager,1.0,60000.0,Australia,Asian,0
30.0,Female,1,Marketing Coordinator,5.0,95000.0,USA,Asian,0
34.0,Male,3,Research Director,12.0,170000.0,UK,Welsh,0
28.0,Female,1,Marketing Analyst,3.0,65000.0,USA,Asian,0
32.0,Male,1,Product Manager,7.0,120000.0,Canada,Black,0
24.0,Female,0,Receptionist,0.0,25000.0,UK,Welsh,0
38.0,Male,2,Marketing Director,14.0,195000.0,China,Chinese,0
40.0,Female,1,Financial Manager,16.0,215000.0,Australia,White,0
27.0,Male,1,Product Designer,2.0,55000.0,UK,White,0
32.0,Female,3,Data Scientist,9.0,145000.0,USA,Asian,0
29.0,Male,1,Marketing Analyst,4.0,75000.0,USA,Hispanic,0
33.0,Female,2,Marketing Manager,9.0,135000.0,Australia,White,0
27.0,Male,1,Software Engineer,3.0,80000.0,Canada,Black,0
36.0,Female,3,Research Scientist,13.0,185000.0,USA,African American,0
25.0,Male,1,Product Manager,1.0,60000.0,UK,White,0
30.0,Female,1,Marketing Coordinator,5.0,95000.0,Australia,Australian,0
34.0,Male,3,Research Director,12.0,170000.0,Canada,Asian,0
28.0,Female,1,Marketing Analyst,3.0,65000.0,UK,Welsh,0
32.0,Male,1,Product Manager,7.0,120000.0,USA,Hispanic,0
24.0,Female,0,Receptionist,0.0,25000.0,USA,Hispanic,0
38.0,Male,2,Marketing Director,14.0,195000.0,Australia,Australian,0
40.0,Female,1,Financial Manager,16.0,215000.0,Australia,Australian,0
27.0,Male,1,Product Designer,2.0,55000.0,Canada,Black,0
32.0,Female,3,Data Scientist,9.0,145000.0,Canada,Asian,0
29.0,Male,1,Marketing Analyst,4.0,75000.0,China,Chinese,0
33.0,Female,2,Marketing Manager,9.0,135000.0,China,White,0
27.0,Male,1,Software Engineer,3.0,80000.0,USA,African American,0
36.0,Female,3,Research Scientist,13.0,185000.0,Australia,Asian,0
25.0,Male,1,Product Manager,1.0,60000.0,China,Korean,0
30.0,Female,1,Marketing Coordinator,5.0,95000.0,UK,White,0
34.0,Male,3,Research Director,12.0,170000.0,Australia,White,0
28.0,Female,1,Marketing Analyst,3.0,65000.0,UK,White,0
32.0,Male,1,Product Manager,7.0,120000.0,China,Chinese,0
24.0,Female,0,Receptionist,0.0,25000.0,Canada,White,0
38.0,Male,2,Marketing Director,14.0,195000.0,UK,Asian,0
40.0,Female,1,Financial Manager,16.0,215000.0,China,Chinese,0
27.0,Male,1,Product Designer,2.0,55000.0,USA,African American,0
32.0,Female,3,Data Scientist,9.0,145000.0,Australia,White,0
29.0,Male,1,Marketing Analyst,4.0,75000.0,UK,White,0
33.0,Female,2,Marketing Manager,9.0,135000.0,Australia,Asian,0
27.0,Male,1,Software Engineer,3.0,80000.0,Australia,Asian,0
36.0,Female,3,Research Scientist,13.0,185000.0,China,Chinese,0
25.0,Male,1,Product Manager,1.0,60000.0,China,Chinese,0
30.0,Female,1,Marketing Coordinator,5.0,95000.0,USA,Asian,0
34.0,Male,3,Research Director,12.0,170000.0,China,Korean,0
28.0,Female,1,Marketing Analyst,3.0,65000.0,USA,African American,0
32.0,Male,1,Product Manager,7.0,120000.0,China,Korean,0
24.0,Female,0,Receptionist,0.0,25000.0,Australia,White,0
38.0,Male,2,Marketing Director,14.0,195000.0,USA,Asian,0
40.0,Female,1,Financial Manager,16.0,215000.0,UK,White,0
27.0,Male,1,Product Designer,2.0,55000.0,USA,African American,0
32.0,Female,3,Data Scientist,9.0,145000.0,Canada,White,0
29.0,Male,1,Marketing Analyst,4.0,75000.0,USA,Hispanic,0
33.0,Female,2,Marketing Manager,9.0,135000.0,China,Korean,0
27.0,Male,1,Software Engineer,3.0,80000.0,UK,Welsh,0
36.0,Female,3,Research Scientist,13.0,185000.0,Australia,Australian,0
25.0,Male,1,Product Manager,1.0,60000.0,UK,Welsh,0
30.0,Female,1,Marketing Coordinator,5.0,95000.0,USA,White,0
34.0,Male,3,Research Director,12.0,170000.0,USA,Asian,0
28.0,Female,1,Marketing Analyst,3.0,65000.0,UK,Welsh,0
32.0,Male,1,Product Manager,7.0,120000.0,UK,Mixed,0
24.0,Female,0,Receptionist,0.0,25000.0,USA,Asian,0
38.0,Male,2,Marketing Director,14.0,195000.0,USA,White,0
40.0,Female,1,Financial Manager,16.0,215000.0,China,White,0
27.0,Male,1,Product Designer,2.0,55000.0,USA,Hispanic,0
32.0,Female,3,Data Scientist,9.0,145000.0,China,White,0
29.0,Male,1,Marketing Analyst,4.0,75000.0,UK,Mixed,0
33.0,Female,2,Marketing Manager,9.0,135000.0,UK,White,0
27.0,Male,1,Software Engineer,3.0,80000.0,Australia,Asian,0
36.0,Female,3,Research Scientist,13.0,185000.0,Canada,White,0
25.0,Male,1,Product Manager,1.0,60000.0,Canada,Asian,0
30.0,Female,1,Marketing Coordinator,5.0,95000.0,China,White,0
34.0,Male,3,Research Director,12.0,170000.0,Australia,Asian,0
28.0,Female,1,Marketing Analyst,3.0,65000.0,China,White,0
32.0,Male,1,Product Manager,7.0,120000.0,Australia,Asian,0
24.0,Female,0,Receptionist,0.0,25000.0,China,Chinese,0
38.0,Male,2,Marketing Director,14.0,195000.0,China,Chinese,0
40.0,Female,1,Financial Manager,16.0,215000.0,China,White,0
26.0,Female,2,Software Engineer,2.0,75000.0,China,Korean,0
39.0,Male,3,Research Scientist,14.0,185000.0,UK,White,0
32.0,Female,1,Marketing Manager,7.0,120000.0,Canada,White,0
28.0,Male,1,Graphic Designer,3.0,60000.0,Canada,Asian,0
35.0,Female,2,Data Scientist,10.0,145000.0,UK,Asian,0
29.0,Male,1,Marketing Analyst,4.0,75000.0,China,Chinese,0
33.0,Female,2,Product Manager,8.0,135000.0,USA,Hispanic,0
27.0,Male,1,Software Engineer,2.0,70000.0,Australia,Australian,0
36.0,Female,3,Research Director,12.0,175000.0,China,Korean,0
24.0,Male,0,Delivery Driver,0.0,28000.0,Australia,White,0
38.0,Male,2,Marketing Director,14.0,195000.0,Canada,Asian,0
40.0,Female,1,Financial Manager,16.0,215000.0,Canada,Black,0
27.0,Male,1,Product Designer,2.0,55000.0,China,Korean,0
32.0,Female,3,Data Scientist,9.0,145000.0,Canada,Black,0
29.0,Male,1,Marketing Analyst,4.0,75000.0,USA,White,0
33.0,Female,2,Marketing Manager,9.0,135000.0,Australia,Australian,0
27.0,Male,1,Software Engineer,3.0,80000.0,China,Chinese,0
36.0,Female,3,Research Scientist,13.0,185000.0,UK,Asian,0
25.0,Male,1,Product Manager,1.0,60000.0,China,Korean,0
30.0,Female,1,Marketing Coordinator,5.0,95000.0,UK,Welsh,0
34.0,Male,3,Research Director,12.0,170000.0,UK,Welsh,0
28.0,Female,1,Marketing Analyst,3.0,65000.0,UK,White,0
32.0,Male,1,Product Manager,7.0,120000.0,Australia,Asian,0
24.0,Female,0,Receptionist,0.0,25000.0,USA,White,0
38.0,Male,2,Marketing Director,14.0,195000.0,UK,White,0
40.0,Female,1,Financial Manager,16.0,215000.0,USA,Hispanic,0
27.0,Male,1,Product Designer,2.0,55000.0,UK,Mixed,0
32.0,Female,3,Data Scientist,9.0,145000.0,Canada,Asian,0
29.0,Male,1,Marketing Analyst,4.0,75000.0,Australia,Australian,0
33.0,Female,2,Marketing Manager,9.0,135000.0,Canada,Asian,0
27.0,Male,1,Software Engineer,3.0,80000.0,Australia,Australian,0
36.0,Female,3,Research Scientist,13.0,185000.0,China,White,0
25.0,Male,1,Product Manager,1.0,60000.0,Canada,Asian,0
30.0,Female,1,Marketing Coordinator,5.0,95000.0,China,Chinese,0
34.0,Male,3,Research Director,12.0,170000.0,UK,Asian,0
28.0,Female,1,Marketing Analyst,3.0,65000.0,USA,African American,0
32.0,Male,1,Product Manager,7.0,120000.0,UK,Mixed,0
24.0,Female,0,Receptionist,0.0,25000.0,China,Korean,0
38.0,Male,2,Marketing Director,14.0,195000.0,UK,White,0
40.0,Female,1,Financial Manager,16.0,215000.0,Australia,White,0
27.0,Male,1,Product Designer,2.0,55000.0,Canada,Black,0
32.0,Female,3,Data Scientist,9.0,145000.0,USA,White,0
29.0,Male,1,Marketing Analyst,4.0,75000.0,China,White,0
33.0,Female,2,Marketing Manager,9.0,135000.0,Canada,White,0
27.0,Male,1,Software Engineer,3.0,80000.0,Canada,Black,0
36.0,Female,3,Research Scientist,13.0,185000.0,Australia,Australian,0
25.0,Male,1,Product Manager,1.0,60000.0,UK,Asian,0
30.0,Female,1,Marketing Coordinator,5.0,95000.0,Australia,White,0
34.0,Male,3,Research Director,12.0,170000.0,Australia,White,0
28.0,Female,1,Marketing Analyst,3.0,65000.0,Canada,White,0
32.0,Male,1,Product Manager,7.0,120000.0,USA,Hispanic,0
24.0,Female,0,Receptionist,0.0,25000.0,Australia,Asian,0
38.0,Male,2,Marketing Director,14.0,195000.0,Canada,White,0
40.0,Female,1,Financial Manager,16.0,215000.0,China,White,0
27.0,Male,1,Product Designer,2.0,55000.0,Canada,White,0
32.0,Female,3,Data Scientist,9.0,145000.0,UK,White,0
29.0,Male,1,Marketing Analyst,4.0,75000.0,Canada,Asian,0
