productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
Tomatoes,2001/3/4,0.43,2.01,2.07,2.42,1.44,3.6163
Avocados,2001/3/4,0.69,0.86,1.69,1.39,1.45,0.9529000000000001
Romaine Lettuce,2001/3/4,0.22,1.22,1.54,1.22,1.37,5.0795
Potatoes,2001/2/25,0.65,2.87,3.59,2.29,3.32,3.6423
Iceberg Lettuce,2001/2/25,0.55,1.39,1.37,1.27,1.26,1.4044999999999999
Green Leaf Lettuce,2001/2/25,0.19,1.22,1.42,1.34,1.54,6.2632
Celery,2001/2/25,0.43,1.36,1.09,1.17,1.24,1.8256000000000001
Cauliflower,2001/2/25,0.31,1.01,1.09,1.19,1.21,2.629
Carrots,2001/2/25,0.17,0.71,0.77,0.49,0.77,3.0294
Broccoli Crowns,2001/2/25,0.55,1.41,1.64,1.52,1.16,1.6044999999999998
Tomatoes,2001/2/25,0.22,1.49,1.84,2.12,1.44,6.8295
Broccoli Bunches,2001/2/25,0.44,1.39,0.97,1.02,1.03,1.5057
Strawberries,2001/2/25,1.97,3.12,3.49,3.66,3.12,0.6992
Avocados,2001/2/25,0.64,0.86,1.23,1.44,1.32,0.8945000000000001
Romaine Lettuce,2001/2/25,0.28,1.14,1.42,1.22,1.07,3.3304000000000005
Red Leaf Lettuce,2001/2/25,0.21,1.14,1.42,1.09,1.62,5.2738000000000005
Green Leaf Lettuce,2001/2/18,0.19,1.19,1.47,1.34,1.54,6.2895
Celery,2001/2/18,0.44,1.31,1.06,0.99,1.27,1.6307
Cauliflower,2001/2/18,0.41,1.02,1.19,1.09,0.89,1.5549000000000002
Carrots,2001/2/18,0.17,0.71,0.64,0.49,0.77,2.8382
Broccoli Crowns,2001/2/18,0.68,1.24,1.64,1.47,1.37,1.1029
Tomatoes,2001/2/18,0.2,1.96,1.87,2.07,1.23,7.9125000000000005
Broccoli Bunches,2001/2/18,0.5,1.33,1.19,1.09,1.27,1.44
Strawberries,2001/2/18,2.0,2.74,3.49,2.74,3.37,0.5425
Avocados,2001/2/18,0.6,0.86,1.47,1.19,1.32,1.0167
Romaine Lettuce,2001/2/18,0.33,1.19,1.44,1.27,1.07,2.7651999999999997
Red Leaf Lettuce,2001/2/18,0.22,1.19,1.49,1.34,1.54,5.318200000000001
Potatoes,2001/2/18,0.65,2.87,3.39,2.47,2.99,3.5077
Iceberg Lettuce,2001/2/18,0.46,1.34,1.29,1.17,1.32,1.7826
Carrots,2001/2/11,0.17,0.71,0.77,0.49,0.74,2.9852999999999996
Broccoli Crowns,2001/2/11,0.51,1.61,1.29,1.27,1.49,1.7745
Tomatoes,2001/2/11,0.23,2.06,1.89,2.22,1.39,7.2174000000000005
Broccoli Bunches,2001/2/11,0.35,1.33,1.17,1.02,1.09,2.2929
Strawberries,2001/2/11,1.84,3.49,3.16,3.17,3.32,0.7853
Avocados,2001/2/11,0.59,1.01,1.6,1.62,1.62,1.4788
Romaine Lettuce,2001/2/11,0.36,1.24,1.49,1.02,1.07,2.3472
Red Leaf Lettuce,2001/2/11,0.23,1.24,1.54,1.02,1.37,4.6196
Potatoes,2001/2/11,0.65,3.24,2.89,2.47,0.0,2.3077
Iceberg Lettuce,2001/2/11,0.61,1.14,0.87,0.99,1.39,0.7992
Green Leaf Lettuce,2001/2/11,0.2,1.24,1.54,1.07,1.37,5.525
Celery,2001/2/11,0.44,1.19,1.27,1.07,1.39,1.7955
Cauliflower,2001/2/11,0.39,1.02,1.07,1.07,0.97,1.6474000000000002
Tomatoes,2001/2/4,0.22,2.01,2.17,2.22,1.92,8.454500000000001
Broccoli Bunches,2001/2/4,0.25,1.23,1.19,1.07,1.14,3.63
Strawberries,2001/2/4,1.84,2.87,3.49,4.32,2.75,0.8247
Avocados,2001/2/4,0.58,1.09,1.52,1.69,1.7,1.5862
Romaine Lettuce,2001/2/4,0.23,1.24,1.47,1.02,1.19,4.347799999999999
Red Leaf Lettuce,2001/2/4,0.21,1.24,1.52,1.02,1.87,5.7262
Potatoes,2001/2/4,0.65,3.24,3.29,2.47,3.49,3.8038
Iceberg Lettuce,2001/2/4,0.4,1.26,0.99,0.99,1.39,1.8938
Green Leaf Lettuce,2001/2/4,0.18,1.24,1.52,1.07,1.87,6.9167
Celery,2001/2/4,0.28,1.47,1.27,1.07,1.27,3.5357
Cauliflower,2001/2/4,0.25,1.02,0.88,1.14,0.93,2.97
Carrots,2001/2/4,0.17,0.71,0.77,0.39,0.77,2.8824
Broccoli Crowns,2001/2/4,0.32,1.59,1.29,1.46,1.14,3.2813
Cauliflower,2001/1/28,0.19,1.02,0.0,1.19,0.72,2.8552999999999997
Carrots,2001/1/28,0.13,0.71,0.0,0.49,0.72,2.6923000000000004
Broccoli Crowns,2001/1/28,0.28,1.46,0.0,1.14,1.49,2.6518
Broccoli Bunches,2001/1/28,0.21,1.37,0.0,1.02,1.14,3.2024000000000004
Avocados,2001/1/28,0.49,1.09,0.0,1.64,1.75,1.2857
Red Leaf Lettuce,2001/1/28,0.16,1.24,0.0,1.14,1.99,5.828099999999999
Potatoes,2001/1/28,0.52,2.74,0.0,2.06,2.99,2.7452
Iceberg Lettuce,2001/1/28,0.26,1.26,0.0,0.84,1.39,2.3558000000000003
Green Leaf Lettuce,2001/1/28,0.15,1.24,0.0,1.14,1.99,6.2833000000000006
Celery,2001/1/28,0.19,1.42,0.0,1.24,1.39,4.3289
Tomatoes,2001/1/28,0.2,2.41,0.0,2.41,2.04,7.575
Strawberries,2001/1/28,1.3,2.87,0.0,3.49,2.75,0.7519
Romaine Lettuce,2001/1/28,0.18,1.24,0.0,1.14,1.24,4.0278
Iceberg Lettuce,2001/1/21,0.31,1.24,0.0,0.92,1.27,1.7661000000000002
Green Leaf Lettuce,2001/1/21,0.2,1.24,0.0,1.27,1.99,4.625
Celery,2001/1/21,0.25,1.54,0.0,1.12,1.39,3.0500000000000003
Cauliflower,2001/1/21,0.25,0.9,0.0,1.09,1.09,2.08
Carrots,2001/1/21,0.17,0.71,0.0,0.49,0.79,1.9265
Broccoli Crowns,2001/1/21,0.35,1.46,0.0,1.42,1.45,2.0928999999999998
Tomatoes,2001/1/21,0.38,2.36,0.0,2.49,1.84,3.4013
Broccoli Bunches,2001/1/21,0.27,1.17,0.0,1.07,1.21,2.1944
Strawberries,2001/1/21,1.77,3.49,0.0,3.99,3.99,0.6201
Avocados,2001/1/21,0.63,1.02,0.0,1.49,1.45,0.5714
Romaine Lettuce,2001/1/21,0.23,1.24,0.0,1.27,1.07,2.8913
Red Leaf Lettuce,2001/1/21,0.21,1.24,0.0,1.27,1.99,4.3571
Potatoes,2001/1/21,0.65,3.19,0.0,2.47,3.49,2.5192
Celery,2001/1/14,0.31,1.43,0.0,1.24,1.52,2.379
Cauliflower,2001/1/14,0.21,0.9,0.0,1.27,0.9,2.6548000000000003
Carrots,2001/1/14,0.17,0.71,0.0,0.49,0.79,1.9265
Broccoli Crowns,2001/1/14,0.29,1.39,0.0,1.22,1.49,2.5345
Tomatoes,2001/1/14,0.23,2.16,0.0,2.34,1.84,5.8913
Broccoli Bunches,2001/1/14,0.23,1.19,0.0,1.12,1.25,2.8695999999999997
Strawberries,2001/1/14,2.19,2.99,0.0,4.32,2.5,0.1199
Avocados,2001/1/14,0.57,0.98,0.0,1.64,1.44,0.7807
Romaine Lettuce,2001/1/14,0.25,1.24,0.0,1.19,1.32,2.75
Red Leaf Lettuce,2001/1/14,0.25,1.24,0.0,1.12,1.87,3.23
Potatoes,2001/1/14,0.65,3.19,0.0,1.89,3.24,2.2
Iceberg Lettuce,2001/1/14,0.18,1.06,0.0,0.99,1.39,3.7777999999999996
Green Leaf Lettuce,2001/1/14,0.22,1.24,0.0,1.12,1.87,3.8068
Broccoli Crowns,2001/1/7,0.31,1.39,0.0,1.52,1.99,2.9516000000000004
Tomatoes,2001/1/7,0.43,1.96,0.0,2.34,1.37,2.2965
Broccoli Bunches,2001/1/7,0.24,1.19,0.0,1.02,1.01,2.3542
Strawberries,2001/1/7,3.18,3.49,0.0,4.32,2.99,-0.1509
Avocados,2001/1/7,0.62,0.98,0.0,1.59,1.44,0.6169
Romaine Lettuce,2001/1/7,0.31,1.43,0.0,1.37,1.07,2.121
Red Leaf Lettuce,2001/1/7,0.29,1.32,0.0,1.24,1.69,2.6638
Potatoes,2001/1/7,0.65,2.82,0.0,2.42,3.24,2.2615000000000003
Iceberg Lettuce,2001/1/7,0.28,1.06,0.0,0.99,1.19,1.8929
Green Leaf Lettuce,2001/1/7,0.28,1.32,0.0,1.24,1.69,2.7946
Celery,2001/1/7,0.39,1.64,0.0,1.24,1.37,1.7244
Cauliflower,2001/1/7,0.24,0.99,0.0,1.19,1.05,2.3646000000000003
Carrots,2001/1/7,0.17,0.71,0.0,0.49,0.77,1.8971
Strawberries,2000/12/31,3.26,3.74,0.0,4.49,2.5,-0.1771
Avocados,2000/12/31,0.54,0.98,0.0,1.79,1.37,0.9167000000000001
Romaine Lettuce,2000/12/31,0.23,1.28,0.0,1.62,1.19,3.4457
Red Leaf Lettuce,2000/12/31,0.23,1.28,0.0,1.49,1.87,4.0435
Potatoes,2000/12/31,0.65,3.12,0.0,2.42,3.24,2.3769
Iceberg Lettuce,2000/12/31,0.19,1.06,0.0,0.99,1.34,3.4605
Green Leaf Lettuce,2000/12/31,0.22,1.28,0.0,1.49,1.87,4.2726999999999995
Celery,2000/12/31,0.44,1.56,0.0,1.24,1.24,1.2955
Cauliflower,2000/12/31,0.28,0.99,0.0,1.32,0.93,1.8929
Carrots,2000/12/31,0.17,0.71,0.0,0.49,0.77,1.8971
Broccoli Crowns,2000/12/31,0.28,1.79,0.0,1.69,1.49,3.4375
Tomatoes,2000/12/31,0.39,2.11,0.0,2.52,1.32,2.8141000000000003
Broccoli Bunches,2000/12/31,0.23,1.46,0.0,1.19,1.33,3.3261000000000003
Potatoes,2000/12/24,0.65,3.12,0.0,2.42,3.66,2.5385
Iceberg Lettuce,2000/12/24,0.17,1.06,0.0,1.07,1.39,4.1765
Green Leaf Lettuce,2000/12/24,0.21,1.28,0.0,1.62,2.12,4.9762
Celery,2000/12/24,0.44,1.56,0.0,1.19,1.44,1.3807
Cauliflower,2000/12/24,0.2,0.99,0.0,1.44,0.91,3.1750000000000003
Carrots,2000/12/24,0.17,0.71,0.0,0.49,0.79,1.9265
Broccoli Crowns,2000/12/24,0.25,1.79,0.0,1.88,1.99,4.66
Broccoli Bunches,2000/12/24,0.21,1.56,0.0,1.64,1.27,4.3214
Tomatoes,2000/12/24,0.39,2.11,0.0,2.69,1.97,3.3397000000000006
Avocados,2000/12/24,0.51,1.02,0.0,1.34,1.59,0.9363
Romaine Lettuce,2000/12/24,0.2,1.28,0.0,1.74,1.37,4.4875
Red Leaf Lettuce,2000/12/24,0.21,1.28,0.0,1.62,2.12,4.9762
Iceberg Lettuce,2000/12/17,0.17,1.11,0.0,0.94,1.47,4.1765
Green Leaf Lettuce,2000/12/17,0.24,1.38,0.0,1.64,2.54,4.7917000000000005
Celery,2000/12/17,0.45,1.56,0.0,1.19,1.39,1.3
Cauliflower,2000/12/17,0.18,1.2,0.0,1.54,1.09,4.3194
Carrots,2000/12/17,0.17,0.71,0.0,0.49,0.77,1.8971
Broccoli Crowns,2000/12/17,0.27,1.99,0.0,1.99,2.24,4.7593000000000005
Broccoli Bunches,2000/12/17,0.22,1.79,0.0,1.64,1.53,4.6364
Tomatoes,2000/12/17,0.59,2.21,0.0,2.69,1.72,1.8051
Avocados,2000/12/17,0.54,1.0,0.0,1.37,1.57,0.8240999999999999
Romaine Lettuce,2000/12/17,0.24,1.39,0.0,1.94,1.67,4.2082999999999995
Red Leaf Lettuce,2000/12/17,0.23,1.38,0.0,1.59,2.54,4.9891000000000005
Potatoes,2000/12/17,0.63,3.12,0.0,2.39,3.37,2.5238
Green Leaf Lettuce,2000/12/10,0.58,1.38,0.0,1.64,2.54,1.3966
Celery,2000/12/10,0.69,1.56,0.0,1.24,1.37,0.5109
Cauliflower,2000/12/10,0.26,1.57,0.0,1.82,1.45,3.6538
Carrots,2000/12/10,0.16,0.71,0.0,0.49,0.77,2.0781
Broccoli Crowns,2000/12/10,0.44,1.99,0.0,2.12,2.12,2.5398
Broccoli Bunches,2000/12/10,0.36,1.89,0.0,1.74,1.89,2.8333
Tomatoes,2000/12/10,0.6,2.21,0.0,2.52,1.87,1.75
Avocados,2000/12/10,0.54,0.88,0.0,1.47,1.57,0.8148000000000001
Romaine Lettuce,2000/12/10,0.75,1.38,0.0,1.94,1.92,0.7467
Red Leaf Lettuce,2000/12/10,0.58,1.38,0.0,1.64,2.54,1.3966
Potatoes,2000/12/10,0.73,2.99,0.0,2.42,2.69,1.774
Iceberg Lettuce,2000/12/10,0.24,1.11,0.0,1.14,1.47,2.875
Carrots,2000/12/3,0.16,0.71,0.0,0.49,0.74,2.0313
Broccoli Crowns,2000/12/3,0.65,2.16,0.0,2.27,2.12,1.5191999999999999
Broccoli Bunches,2000/12/3,0.54,2.03,0.0,1.25,1.89,1.3935
Avocados,2000/12/3,0.52,0.95,0.0,1.35,1.37,0.7644
Cauliflower,2000/12/3,0.37,1.63,0.0,1.69,1.63,2.3446000000000002
Tomatoes,2000/12/3,0.56,1.84,0.0,2.52,1.72,1.7143000000000002
Romaine Lettuce,2000/12/3,1.01,1.36,0.0,1.87,1.49,0.16829999999999998
Red Leaf Lettuce,2000/12/3,0.68,1.36,0.0,1.74,2.49,1.0551000000000001
Potatoes,2000/12/3,0.65,3.24,0.0,2.42,2.87,2.2808
Iceberg Lettuce,2000/12/3,0.31,1.06,0.0,1.07,1.49,1.9194
Green Leaf Lettuce,2000/12/3,0.69,1.36,0.0,1.74,2.49,1.0254
Celery,2000/12/3,0.69,1.56,0.0,1.19,1.47,0.529
Carrots,2000/11/26,0.16,0.71,0.0,0.49,0.74,2.0313
Broccoli Crowns,2000/11/26,0.94,2.01,0.0,2.14,1.99,0.633
Tomatoes,2000/11/26,0.62,1.91,0.0,2.27,1.84,1.4274000000000002
Broccoli Bunches,2000/11/26,0.8,1.49,0.0,1.71,1.79,0.5594
Romaine Lettuce,2000/11/26,1.03,1.1,0.0,1.67,1.32,-0.0073
Avocados,2000/11/26,0.54,1.03,0.0,1.62,0.0,0.22690000000000002
Red Leaf Lettuce,2000/11/26,0.73,1.21,0.0,1.44,1.97,0.5822
Potatoes,2000/11/26,0.65,2.74,0.0,2.54,3.62,2.4231000000000003
Iceberg Lettuce,2000/11/26,0.48,0.99,0.0,1.44,1.47,1.0312999999999999
Green Leaf Lettuce,2000/11/26,0.73,1.21,0.0,1.44,1.97,0.5822
Thompson Grapes,2000/11/26,1.13,2.44,0.0,2.49,2.99,0.7522
Celery,2000/11/26,0.65,1.29,0.0,1.12,1.27,0.4154
Cauliflower,2000/11/26,0.54,1.43,0.0,1.72,1.45,1.1296
Broccoli Crowns,2000/11/19,1.4,1.54,0.0,1.72,1.37,-0.1732
Tomatoes,2000/11/19,0.61,2.09,0.0,2.37,1.64,1.5
Broccoli Bunches,2000/11/19,1.16,1.35,0.0,0.99,1.14,-0.25
Romaine Lettuce,2000/11/19,0.44,1.53,0.0,1.27,0.99,1.1534
Red Leaf Lettuce,2000/11/19,0.53,1.52,0.0,1.19,1.84,1.1462
Potatoes,2000/11/19,0.65,3.37,0.0,2.19,3.37,2.4346
Iceberg Lettuce,2000/11/19,0.35,1.14,0.0,0.99,1.37,1.5
Green Leaf Lettuce,2000/11/19,0.5,1.52,0.0,1.19,1.84,1.2750000000000001
Thompson Grapes,2000/11/19,1.13,2.24,0.0,2.49,2.99,0.708
Celery,2000/11/19,0.58,1.22,0.0,1.19,1.14,0.5302
Cauliflower,2000/11/19,1.13,1.0,0.0,1.42,1.03,-0.23670000000000002
Carrots,2000/11/19,0.16,0.71,0.0,0.49,0.74,2.0313
Red Leaf Lettuce,2000/11/12,0.34,1.52,0.0,1.07,1.84,2.2574
Potatoes,2000/11/12,0.64,3.37,0.0,1.91,3.12,2.2813
Iceberg Lettuce,2000/11/12,0.43,1.21,0.0,0.99,1.39,1.0872
Green Leaf Lettuce,2000/11/12,0.33,1.52,0.0,1.07,1.84,2.3561
Thompson Grapes,2000/11/12,1.13,2.24,0.0,2.49,2.99,0.708
Celery,2000/11/12,0.55,1.23,0.0,0.95,0.99,0.44090000000000007
Cauliflower,2000/11/12,0.92,0.87,0.0,1.19,1.06,-0.1522
Carrots,2000/11/12,0.16,0.71,0.0,0.49,0.74,2.0313
Broccoli Crowns,2000/11/12,0.96,1.51,0.0,1.52,1.49,0.1771
Tomatoes,2000/11/12,0.57,2.09,0.0,2.22,2.04,1.7851
Broccoli Bunches,2000/11/12,0.8,1.27,0.0,0.77,1.21,0.015600000000000001
Romaine Lettuce,2000/11/12,0.5,1.52,0.0,0.99,0.99,0.75
Avocados,2000/11/12,0.59,1.1,0.0,1.47,1.5,0.7245999999999999
Iceberg Lettuce,2000/11/5,0.26,1.21,0.0,1.07,1.34,2.4808000000000003
Green Leaf Lettuce,2000/11/5,0.18,1.52,0.0,0.94,1.84,4.9722
Thompson Grapes,2000/11/5,1.13,2.16,0.0,2.57,2.87,0.6814
Celery,2000/11/5,0.42,1.64,0.0,1.14,1.19,1.3631
Cauliflower,2000/11/5,0.49,1.01,0.0,1.04,0.82,0.4643
Carrots,2000/11/5,0.16,0.71,0.0,0.49,0.74,2.0313
Broccoli Crowns,2000/11/5,0.45,1.69,0.0,1.52,1.41,1.5667
Tomatoes,2000/11/5,0.42,2.09,0.0,2.24,1.79,2.6429000000000005
Broccoli Bunches,2000/11/5,0.34,1.41,0.0,0.67,1.28,1.4706000000000001
Romaine Lettuce,2000/11/5,0.28,1.52,0.0,0.94,0.99,2.0804
Avocados,2000/11/5,0.6,0.96,0.0,1.47,1.5,0.6375000000000001
Red Leaf Lettuce,2000/11/5,0.18,1.52,0.0,0.94,1.84,4.9722
Potatoes,2000/11/5,0.6,3.49,0.0,2.37,3.62,2.95
Green Leaf Lettuce,2000/10/29,0.17,1.5,0.0,0.99,1.84,5.3676
Celery,2000/10/29,0.39,1.64,0.0,1.07,1.27,1.5513
Cauliflower,2000/10/29,0.27,1.01,0.0,0.97,1.0,1.7593
Carrots,2000/10/29,0.16,0.71,0.0,0.49,0.69,1.9531
Broccoli Crowns,2000/10/29,0.44,1.58,0.0,1.49,1.44,1.5625
Broccoli Bunches,2000/10/29,0.34,1.33,0.0,0.89,1.07,1.4191
Romaine Lettuce,2000/10/29,0.27,1.5,0.0,0.99,0.99,2.2222
Red Leaf Lettuce,2000/10/29,0.18,1.5,0.0,0.99,1.84,5.0139
Potatoes,2000/10/29,0.65,3.49,0.0,2.24,3.62,2.5962
Iceberg Lettuce,2000/10/29,0.33,1.28,0.0,1.07,1.19,1.6818000000000002
Iceberg Lettuce,2000/10/22,0.39,1.28,0.0,0.97,1.14,1.1731
Green Leaf Lettuce,2000/10/22,0.17,1.5,0.0,0.99,1.72,5.1912
Celery,2000/10/22,0.39,1.64,0.0,1.07,1.12,1.4550999999999998
Cauliflower,2000/10/22,0.23,0.89,0.0,0.97,0.94,2.0435
Carrots,2000/10/22,0.15,0.71,0.0,0.49,0.74,2.2333000000000003
Broccoli Crowns,2000/10/22,0.6,1.71,0.0,1.52,1.37,0.9167000000000001
Tomatoes,2000/10/22,0.48,1.94,0.0,1.99,1.79,1.9791999999999998
Broccoli Bunches,2000/10/22,0.45,1.39,0.0,0.89,1.14,0.9
Strawberries,2000/10/22,2.15,3.69,0.0,3.99,3.49,0.2988
Romaine Lettuce,2000/10/22,0.24,1.5,0.0,0.99,0.99,2.625
Red Leaf Lettuce,2000/10/22,0.18,1.5,0.0,0.99,1.72,4.8472
Potatoes,2000/10/22,0.63,3.12,0.0,2.24,3.49,2.5119000000000002
Green Leaf Lettuce,2000/10/15,0.18,1.5,0.0,0.99,1.84,5.0139
Celery,2000/10/15,0.35,1.51,0.0,0.94,1.27,1.6571
Cauliflower,2000/10/15,0.21,0.92,0.0,0.97,1.0,2.4405
Carrots,2000/10/15,0.15,0.71,0.0,0.49,0.74,2.2333000000000003
Broccoli Crowns,2000/10/15,0.62,1.71,0.0,1.27,1.49,0.8024
Tomatoes,2000/10/15,0.53,1.56,0.0,1.94,1.74,1.4717
Broccoli Bunches,2000/10/15,0.45,1.39,0.0,0.81,1.1,0.8333
Strawberries,2000/10/15,1.83,3.16,0.0,3.37,2.75,0.26780000000000004
Romaine Lettuce,2000/10/15,0.24,1.5,0.0,0.99,0.99,2.625
Red Leaf Lettuce,2000/10/15,0.19,1.5,0.0,0.99,1.84,4.6974
Potatoes,2000/10/15,0.61,3.49,0.0,2.37,3.49,2.832
Iceberg Lettuce,2000/10/15,0.38,1.33,0.0,0.99,1.29,1.375
Cauliflower,2000/10/8,0.21,0.92,0.0,0.94,1.11,2.5357
Carrots,2000/10/8,0.15,0.71,0.0,0.49,0.74,2.2333000000000003
Broccoli Crowns,2000/10/8,0.43,1.34,0.0,1.32,1.39,1.3547
Broccoli Bunches,2000/10/8,0.34,1.23,0.0,0.71,1.13,1.2574
Iceberg Lettuce,2000/10/8,0.24,1.33,0.0,1.14,1.29,2.9167
Green Leaf Lettuce,2000/10/8,0.18,1.59,0.0,1.07,1.72,5.0833
Celery,2000/10/8,0.27,1.33,0.0,1.07,1.42,2.537
Tomatoes,2000/10/8,0.4,1.74,0.0,1.44,1.19,1.7313
Strawberries,2000/10/8,1.16,3.49,0.0,1.48,3.66,0.8599
Romaine Lettuce,2000/10/8,0.21,1.5,0.0,0.99,0.99,3.1429000000000005
Red Leaf Lettuce,2000/10/8,0.19,1.5,0.0,1.07,1.72,4.6447
Potatoes,2000/10/8,0.65,3.49,0.0,1.48,3.66,2.3192
Romaine Lettuce,2000/10/1,0.21,1.5,0.0,1.07,0.96,3.2024000000000004
Broccoli Crowns,2000/10/1,0.36,1.74,0.0,1.19,1.44,2.0347
Red Leaf Lettuce,2000/10/1,0.2,1.5,0.0,1.07,1.84,4.5125
Broccoli Bunches,2000/10/1,0.3,1.39,0.0,0.71,0.79,1.4083
Potatoes,2000/10/1,0.6,3.37,0.0,2.37,3.74,2.95
Avocados,2000/10/1,0.92,1.16,0.0,1.24,1.77,0.1332
Plums,2000/10/1,0.43,1.48,0.0,1.52,1.32,1.5116
Peaches,2000/10/1,0.38,1.27,0.0,1.34,1.37,1.6184
Iceberg Lettuce,2000/10/1,0.23,1.34,0.0,1.22,1.19,3.0761000000000003
Green Leaf Lettuce,2000/10/1,0.2,1.5,0.0,1.07,1.84,4.5125
Flame Grapes,2000/10/1,0.61,1.51,0.0,1.89,2.12,1.2623
Celery,2000/10/1,0.23,1.61,0.0,1.19,1.54,3.7174
Tomatoes,2000/10/1,0.4,1.74,0.0,1.44,1.19,1.7313
Cauliflower,2000/10/1,0.2,1.05,0.0,0.94,1.17,2.95
Strawberries,2000/10/1,0.96,2.82,0.0,2.94,2.74,1.2135
Carrots,2000/10/1,0.15,0.71,0.0,0.49,0.74,2.2333000000000003
Green Leaf Lettuce,2000/9/24,0.21,1.5,0.0,1.07,1.97,4.404800000000001
Flame Grapes,2000/9/24,0.61,1.51,0.0,1.86,1.62,1.0451000000000001
Celery,2000/9/24,0.24,1.69,0.0,1.19,1.49,3.5521
Tomatoes,2000/9/24,0.32,1.29,0.0,1.59,1.12,2.125
Cauliflower,2000/9/24,0.2,0.99,0.0,0.97,0.95,2.6375
Strawberries,2000/9/24,0.81,2.7,0.0,2.94,2.74,1.5863999999999998
Carrots,2000/9/24,0.15,0.71,0.0,0.49,0.74,2.2333000000000003
Romaine Lettuce,2000/9/24,0.21,1.5,0.0,1.07,0.99,3.2381
Broccoli Crowns,2000/9/24,0.33,1.69,0.0,1.19,1.42,2.2576
Red Leaf Lettuce,2000/9/24,0.21,1.5,0.0,1.02,1.97,4.3452
Broccoli Bunches,2000/9/24,0.26,1.37,0.0,0.77,1.27,2.2788
Potatoes,2000/9/24,0.6,3.19,0.0,2.37,3.49,2.7708
Avocados,2000/9/24,0.82,1.22,0.0,1.24,1.69,0.2652
Plums,2000/9/24,0.43,1.61,0.0,1.82,2.02,2.1686
Peaches,2000/9/24,0.4,1.81,0.0,1.34,1.32,1.7938
Iceberg Lettuce,2000/9/24,0.35,1.34,0.0,1.27,1.52,1.95
Romaine Lettuce,2000/9/17,0.23,1.49,0.0,1.14,1.01,2.9564999999999997
Broccoli Crowns,2000/9/17,0.37,1.76,0.0,1.32,1.42,2.0405
Red Leaf Lettuce,2000/9/17,0.24,1.49,0.0,1.14,1.89,3.7083
Broccoli Bunches,2000/9/17,0.31,1.42,0.0,0.81,1.04,1.6371000000000002
Potatoes,2000/9/17,0.6,3.19,0.0,2.32,3.49,2.75
Avocados,2000/9/17,0.76,1.21,0.0,1.44,1.62,0.4046
Plums,2000/9/17,0.39,1.78,0.0,1.37,1.22,1.8013
Peaches,2000/9/17,0.44,1.91,0.0,1.64,1.42,1.8238999999999999
Iceberg Lettuce,2000/9/17,0.64,1.34,0.0,1.24,1.44,0.5703
Green Leaf Lettuce,2000/9/17,0.25,1.49,0.0,1.14,1.89,3.52
Flame Grapes,2000/9/17,0.61,1.66,0.0,1.24,1.37,0.75
Celery,2000/9/17,0.3,1.69,0.0,1.14,1.37,2.5
Tomatoes,2000/9/17,0.24,1.79,0.0,1.84,1.37,4.2082999999999995
Cauliflower,2000/9/17,0.24,1.08,0.0,1.02,1.0,2.2292
Strawberries,2000/9/17,0.88,2.38,0.0,2.94,2.25,1.1506
Carrots,2000/9/17,0.14,0.71,0.0,0.44,0.89,2.6429000000000005
Green Leaf Lettuce,2000/9/10,0.33,1.49,0.0,1.14,1.87,2.4091
Flame Grapes,2000/9/10,0.61,1.31,0.0,1.66,1.74,0.9303
Tomatoes,2000/9/10,0.23,1.69,0.0,1.84,1.02,3.9457
Celery,2000/9/10,0.39,1.33,0.0,1.19,1.54,1.6026
Strawberries,2000/9/10,1.2,2.5,0.0,2.76,2.74,0.6667000000000001
Cauliflower,2000/9/10,0.31,1.04,0.0,0.79,1.09,1.3548
Romaine Lettuce,2000/9/10,0.3,1.49,0.0,1.14,1.07,2.0833000000000004
Carrots,2000/9/10,0.14,0.71,0.0,0.49,0.74,2.4643
Red Leaf Lettuce,2000/9/10,0.27,1.49,0.0,1.14,1.87,3.1667
Broccoli Crowns,2000/9/10,0.41,1.53,0.0,1.27,1.46,1.5976
Potatoes,2000/9/10,0.6,3.37,0.0,2.44,3.62,2.9292000000000002
Broccoli Bunches,2000/9/10,0.35,1.32,0.0,0.77,0.91,1.1429
Plums,2000/9/10,0.36,1.73,0.0,1.37,1.19,1.9791999999999998
Avocados,2000/9/10,0.75,1.38,0.0,1.84,1.83,0.6833
Peaches,2000/9/10,0.48,1.31,0.0,1.57,1.27,1.1615
Nectarines,2000/9/10,0.64,1.86,0.0,1.82,1.49,1.0195
Iceberg Lettuce,2000/9/10,0.78,1.28,0.0,0.99,1.27,0.13460000000000003
Potatoes,2000/9/3,0.6,3.24,0.0,2.44,3.74,2.9250000000000003
Broccoli Bunches,2000/9/3,0.29,1.38,0.0,0.69,1.17,1.7931000000000001
Plums,2000/9/3,0.36,1.61,0.0,1.59,1.19,2.0486
Avocados,2000/9/3,0.74,1.39,0.0,1.84,1.57,0.6215999999999999
Peaches,2000/9/3,0.48,1.33,0.0,1.37,1.17,1.0156
Nectarines,2000/9/3,0.64,1.56,0.0,2.02,1.39,0.9414
Iceberg Lettuce,2000/9/3,0.66,1.28,0.0,0.83,1.44,0.3447
Green Leaf Lettuce,2000/9/3,0.47,1.46,0.0,1.07,1.74,1.2712999999999999
Flame Grapes,2000/9/3,0.6,1.54,0.0,1.49,1.74,0.9875
Tomatoes,2000/9/3,0.24,1.71,0.0,1.84,1.07,3.8125
