ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response
8605,1964,PhD,Together,46910.0,1.0,1.0,23-03-2014,36.0,48,0.0,14,0.0,0.0,6.0,2.0,2.0,0.0,3.0,6.0,0,0,0,0,0,0,3.0,11.0,0
10304,1959,Graduation,Married,18690.0,0.0,0.0,28-12-2012,77.0,6,1.0,7,23.0,4.0,19.0,1.0,1.0,1.0,2.0,8.0,0,0,0,0,0,0,3.0,11.0,0
4351,1955,Graduation,Divorced,37244.0,1.0,1.0,27-04-2013,90.0,18,2.0,10,0.0,0.0,25.0,1.0,1.0,1.0,2.0,7.0,1,0,0,0,0,0,3.0,11.0,0
10129,1966,Graduation,Together,82427.0,0.0,0.0,12-03-2014,35.0,482,147.0,509,104.0,107.0,107.0,1.0,3.0,5.0,12.0,1.0,0,0,1,0,0,0,3.0,11.0,0
2499,1958,2n Cycle,Single,75342.0,0.0,1.0,06-05-2013,38.0,204,97.0,97,21.0,118.0,26.0,1.0,5.0,2.0,10.0,4.0,0,0,0,0,0,0,3.0,11.0,0
10092,1954,Graduation,Divorced,70044.0,0.0,1.0,18-02-2013,46.0,1073,0.0,250,153.0,14.0,14.0,4.0,7.0,10.0,5.0,5.0,0,0,0,0,0,0,3.0,11.0,0
7500,1967,Graduation,Single,79146.0,1.0,1.0,24-04-2014,33.0,245,16.0,223,21.0,43.0,16.0,2.0,8.0,1.0,8.0,6.0,0,0,0,0,0,0,3.0,11.0,0
5796,1963,Graduation,Married,77437.0,0.0,0.0,26-11-2013,70.0,560,21.0,442,29.0,44.0,29.0,1.0,4.0,5.0,13.0,1.0,0,0,1,0,0,0,3.0,11.0,0
10556,1959,Graduation,Married,54984.0,0.0,1.0,24-05-2014,51.0,173,13.0,131,32.0,3.0,6.0,4.0,6.0,1.0,6.0,7.0,0,0,0,1,0,0,3.0,11.0,0
1064,1971,PhD,Married,42403.0,1.0,0.0,11-12-2013,18.0,22,1.0,11,0.0,5.0,3.0,1.0,1.0,0.0,3.0,8.0,0,0,0,0,0,0,3.0,11.0,0
48,1964,Graduation,Together,55761.0,0.0,1.0,24-04-2014,97.0,136,1.0,12,0.0,3.0,32.0,2.0,4.0,1.0,3.0,6.0,0,1,0,0,0,0,3.0,11.0,0
7610,1983,Graduation,Together,37292.0,1.0,0.0,18-04-2013,32.0,275,0.0,86,10.0,23.0,66.0,5.0,6.0,3.0,5.0,8.0,0,0,0,0,0,0,3.0,11.0,0
263,1945,PhD,Single,45576.0,0.0,0.0,28-05-2014,9.0,56,19.0,29,2.0,14.0,25.0,1.0,3.0,1.0,3.0,8.0,0,0,0,0,0,0,3.0,11.0,1
10814,1947,Graduation,Together,70321.0,0.0,0.0,16-01-2013,6.0,303,23.0,751,82.0,26.0,191.0,1.0,6.0,5.0,13.0,4.0,0,0,0,0,0,0,3.0,11.0,1
9710,1969,PhD,Divorced,58086.0,0.0,1.0,20-01-2013,80.0,708,7.0,62,0.0,0.0,15.0,2.0,11.0,3.0,7.0,8.0,0,0,0,0,0,0,3.0,11.0,0
9292,1952,Graduation,Married,81795.0,0.0,0.0,26-10-2012,74.0,324,132.0,693,27.0,118.0,88.0,1.0,4.0,11.0,7.0,2.0,0,0,0,0,0,0,3.0,11.0,0
10250,1947,Basic,Together,28389.0,0.0,0.0,20-11-2012,49.0,1,5.0,3,7.0,4.0,8.0,1.0,1.0,0.0,2.0,7.0,0,0,0,0,0,0,3.0,11.0,0
7881,1946,Master,Married,66835.0,0.0,0.0,28-09-2013,21.0,620,26.0,195,34.0,17.0,141.0,1.0,6.0,4.0,13.0,2.0,0,0,0,0,0,0,3.0,11.0,0
5847,1969,Graduation,Divorced,69901.0,0.0,1.0,29-05-2013,95.0,312,21.0,206,102.0,92.0,149.0,3.0,7.0,3.0,10.0,5.0,0,0,0,0,0,0,3.0,11.0,0
737,1949,PhD,Married,80360.0,0.0,0.0,03-03-2013,56.0,1493,86.0,454,112.0,43.0,43.0,2.0,4.0,4.0,5.0,2.0,0,1,1,1,0,0,3.0,11.0,0
3571,1961,PhD,Together,63342.0,0.0,1.0,16-10-2012,48.0,918,21.0,118,13.0,10.0,21.0,3.0,8.0,3.0,5.0,6.0,0,1,0,0,0,0,3.0,11.0,1
7807,1974,Graduation,Married,44989.0,0.0,1.0,12-09-2012,26.0,98,0.0,106,49.0,10.0,106.0,5.0,5.0,1.0,5.0,6.0,0,0,0,0,0,0,3.0,11.0,0
3878,1980,2n Cycle,Single,31859.0,1.0,0.0,27-02-2014,3.0,3,4.0,7,15.0,8.0,11.0,1.0,1.0,0.0,3.0,7.0,0,0,0,0,0,0,3.0,11.0,0
5092,1949,PhD,Widow,51569.0,0.0,1.0,12-02-2013,39.0,380,0.0,47,6.0,0.0,34.0,4.0,7.0,1.0,7.0,8.0,0,1,0,0,0,0,3.0,11.0,1
2154,1971,Graduation,Widow,30372.0,1.0,1.0,25-12-2012,33.0,15,0.0,12,7.0,3.0,7.0,3.0,2.0,0.0,3.0,7.0,0,0,0,0,0,0,3.0,11.0,0
5394,1979,Basic,Single,16014.0,1.0,1.0,17-03-2013,42.0,3,9.0,4,7.0,8.0,7.0,4.0,1.0,1.0,4.0,3.0,0,0,0,0,0,0,3.0,11.0,0
3798,1968,Graduation,Married,41120.0,1.0,1.0,06-11-2013,80.0,24,2.0,23,0.0,8.0,24.0,3.0,2.0,1.0,3.0,6.0,0,0,0,0,0,0,3.0,11.0,0
3524,1971,Master,Single,39763.0,1.0,0.0,04-08-2013,9.0,80,1.0,60,4.0,6.0,16.0,2.0,5.0,1.0,2.0,9.0,0,0,0,0,0,0,3.0,11.0,1
5247,1955,PhD,Married,38725.0,1.0,1.0,10-05-2014,52.0,31,0.0,6,2.0,1.0,5.0,2.0,1.0,0.0,4.0,4.0,0,0,0,0,0,0,3.0,11.0,0
5883,1972,Graduation,Married,77981.0,1.0,0.0,26-05-2013,78.0,138,120.0,204,16.0,126.0,60.0,3.0,7.0,4.0,7.0,5.0,0,0,0,0,0,0,3.0,11.0,0
2118,1964,2n Cycle,Married,62905.0,0.0,1.0,10-09-2013,68.0,166,75.0,96,119.0,107.0,59.0,3.0,7.0,2.0,8.0,4.0,0,0,0,0,0,0,3.0,11.0,0
8812,1979,2n Cycle,Divorced,13533.0,1.0,0.0,10-03-2013,45.0,12,3.0,8,8.0,0.0,17.0,2.0,2.0,0.0,3.0,7.0,0,0,0,0,0,0,3.0,11.0,0
6616,1975,Graduation,Together,59481.0,0.0,1.0,23-10-2013,47.0,178,3.0,85,71.0,66.0,58.0,2.0,3.0,3.0,8.0,2.0,0,0,0,0,0,0,3.0,11.0,0
2797,1977,Graduation,Married,72117.0,0.0,1.0,20-08-2013,34.0,707,20.0,171,65.0,60.0,50.0,1.0,9.0,7.0,9.0,5.0,0,0,0,0,0,0,3.0,11.0,0
4328,1986,2n Cycle,Married,21955.0,1.0,0.0,07-09-2013,81.0,5,1.0,7,17.0,14.0,11.0,2.0,2.0,1.0,3.0,6.0,0,0,0,0,0,0,3.0,11.0,0
9167,1956,Graduation,Married,67131.0,0.0,1.0,26-03-2013,72.0,465,71.0,250,93.0,35.0,62.0,3.0,9.0,2.0,12.0,6.0,0,0,0,0,0,0,3.0,11.0,0
10560,1980,PhD,Single,36802.0,1.0,0.0,16-06-2014,23.0,16,1.0,2,0.0,0.0,1.0,1.0,1.0,0.0,3.0,5.0,0,0,0,0,0,0,3.0,11.0,0
2631,1982,Graduation,Together,71853.0,0.0,0.0,08-05-2013,29.0,358,108.0,413,141.0,97.0,32.0,1.0,2.0,8.0,6.0,1.0,0,0,0,0,0,0,3.0,11.0,0
8312,1961,Basic,Married,28249.0,0.0,0.0,15-06-2014,80.0,1,9.0,7,2.0,14.0,10.0,1.0,2.0,0.0,3.0,6.0,0,0,0,0,0,0,3.0,11.0,0
5534,1975,Master,Married,47808.0,0.0,1.0,20-10-2013,30.0,123,1.0,26,2.0,0.0,72.0,2.0,3.0,2.0,3.0,7.0,1,0,0,0,0,0,3.0,11.0,0
5093,1974,PhD,Divorced,25509.0,1.0,0.0,18-09-2012,15.0,40,3.0,30,10.0,7.0,11.0,3.0,3.0,0.0,3.0,9.0,0,0,0,0,0,0,3.0,11.0,1
7592,1946,PhD,Married,51012.0,0.0,0.0,18-04-2013,86.0,102,9.0,63,2.0,9.0,24.0,1.0,4.0,1.0,4.0,6.0,0,0,0,0,0,0,3.0,11.0,0
8895,1985,Graduation,Single,70596.0,0.0,0.0,05-10-2012,68.0,347,44.0,534,17.0,0.0,26.0,1.0,3.0,5.0,12.0,2.0,0,0,0,0,0,0,3.0,11.0,0
8584,1952,PhD,Together,85431.0,0.0,0.0,08-06-2013,54.0,376,53.0,462,168.0,53.0,53.0,1.0,2.0,7.0,7.0,0.0,0,0,0,0,0,0,3.0,11.0,0
2694,1967,Graduation,Married,42664.0,0.0,1.0,18-03-2014,44.0,21,0.0,3,0.0,0.0,0.0,1.0,1.0,0.0,3.0,6.0,0,0,0,0,0,0,3.0,11.0,0
8910,1955,Graduation,Together,42586.0,1.0,1.0,29-10-2012,7.0,194,2.0,56,0.0,0.0,0.0,5.0,4.0,1.0,6.0,8.0,0,0,0,0,0,0,3.0,11.0,1
7433,1985,Graduation,Single,29760.0,1.0,0.0,29-08-2012,87.0,64,4.0,68,7.0,5.0,17.0,4.0,3.0,1.0,4.0,8.0,0,0,0,0,0,0,3.0,11.0,0
164,1977,PhD,Married,28973.0,0.0,0.0,13-10-2012,59.0,206,0.0,46,3.0,2.0,12.0,2.0,5.0,1.0,5.0,8.0,0,0,0,0,0,0,3.0,11.0,0
10477,1973,PhD,Together,39435.0,1.0,0.0,06-08-2013,16.0,71,0.0,18,0.0,0.0,13.0,1.0,3.0,1.0,2.0,7.0,0,0,0,0,0,0,3.0,11.0,0
2681,1984,2n Cycle,Married,65370.0,0.0,0.0,01-08-2013,1.0,71,22.0,112,138.0,89.0,29.0,1.0,2.0,3.0,13.0,1.0,0,0,0,0,0,0,3.0,11.0,0
5150,1979,Basic,Single,20194.0,1.0,0.0,17-12-2012,64.0,0,4.0,7,11.0,10.0,15.0,2.0,2.0,0.0,3.0,6.0,0,0,0,0,0,0,3.0,11.0,0
5283,1976,PhD,Single,42473.0,1.0,1.0,17-02-2014,72.0,93,1.0,21,0.0,4.0,25.0,3.0,2.0,1.0,4.0,5.0,0,0,0,0,0,0,3.0,11.0,0
9645,1968,Graduation,Married,64590.0,0.0,0.0,14-10-2012,98.0,920,138.0,168,36.0,46.0,30.0,1.0,9.0,4.0,10.0,6.0,0,0,0,0,0,0,3.0,11.0,0
10678,1959,Graduation,Together,71232.0,0.0,1.0,28-11-2013,91.0,653,17.0,170,34.0,26.0,17.0,2.0,11.0,2.0,10.0,7.0,0,0,0,0,0,0,3.0,11.0,0
7261,1971,Graduation,Together,34600.0,1.0,1.0,01-01-2013,8.0,199,33.0,60,8.0,3.0,15.0,5.0,5.0,2.0,5.0,8.0,0,0,0,0,0,0,3.0,11.0,1
9648,1967,Graduation,Single,46904.0,1.0,1.0,03-11-2012,20.0,153,4.0,56,0.0,9.0,31.0,4.0,5.0,1.0,4.0,8.0,0,0,0,0,0,0,3.0,11.0,0
2870,1973,Graduation,Married,49094.0,0.0,1.0,21-09-2012,6.0,376,0.0,38,11.0,8.0,69.0,5.0,6.0,3.0,6.0,6.0,0,0,0,0,0,0,3.0,11.0,0
8008,1983,Graduation,Together,36075.0,1.0,0.0,09-12-2013,54.0,46,0.0,30,12.0,1.0,30.0,1.0,2.0,0.0,4.0,6.0,0,0,0,0,0,0,3.0,11.0,0
1513,1979,2n Cycle,Together,60839.0,1.0,1.0,28-08-2012,72.0,600,21.0,128,223.0,150.0,128.0,13.0,2.0,2.0,12.0,8.0,0,0,0,0,0,0,3.0,11.0,0
6173,1979,Graduation,Together,77298.0,0.0,1.0,02-11-2013,46.0,425,115.0,292,23.0,35.0,79.0,1.0,6.0,6.0,11.0,3.0,0,0,0,0,0,0,3.0,11.0,0
1419,1950,Graduation,Together,34026.0,1.0,1.0,05-08-2013,11.0,18,6.0,15,12.0,8.0,17.0,3.0,2.0,1.0,3.0,5.0,0,0,0,0,0,0,3.0,11.0,0
9150,1963,PhD,Single,48918.0,1.0,1.0,12-04-2014,21.0,52,0.0,9,0.0,0.0,1.0,2.0,1.0,0.0,4.0,4.0,0,0,0,0,0,0,3.0,11.0,0
7960,1962,2n Cycle,Together,82122.0,0.0,0.0,15-08-2013,89.0,734,22.0,350,151.0,25.0,100.0,1.0,3.0,9.0,13.0,1.0,0,0,1,0,0,0,3.0,11.0,0
1250,1976,Graduation,Single,37697.0,1.0,0.0,07-02-2014,82.0,34,6.0,21,11.0,4.0,8.0,1.0,2.0,1.0,3.0,6.0,0,0,0,0,0,0,3.0,11.0,0
9905,1952,Graduation,Together,34074.0,1.0,1.0,13-07-2013,69.0,135,1.0,41,10.0,1.0,67.0,5.0,3.0,3.0,3.0,6.0,1,0,0,0,0,0,3.0,11.0,0
10691,1960,Master,Married,28520.0,1.0,1.0,14-06-2013,55.0,11,0.0,10,0.0,2.0,20.0,1.0,1.0,1.0,2.0,6.0,0,0,0,0,0,0,3.0,11.0,0
7002,1955,Graduation,Single,62535.0,0.0,1.0,03-10-2013,13.0,163,48.0,90,0.0,45.0,52.0,1.0,3.0,2.0,8.0,3.0,0,0,0,0,0,0,3.0,11.0,0
2952,1977,Master,Single,36273.0,1.0,0.0,16-04-2014,80.0,29,3.0,30,3.0,2.0,9.0,2.0,3.0,0.0,3.0,6.0,0,0,0,0,0,0,3.0,11.0,0
8439,1964,Graduation,Together,63404.0,0.0,2.0,06-06-2014,97.0,734,26.0,70,11.0,44.0,17.0,2.0,6.0,3.0,4.0,4.0,0,0,0,1,0,0,3.0,11.0,0
762,1981,2n Cycle,Together,75774.0,1.0,0.0,02-05-2014,27.0,340,21.0,134,258.0,14.0,56.0,1.0,7.0,5.0,8.0,4.0,0,0,0,0,0,0,3.0,11.0,0
2831,1976,Graduation,Together,78416.0,0.0,1.0,27-06-2014,99.0,453,38.0,279,188.0,38.0,183.0,2.0,7.0,7.0,10.0,3.0,0,0,0,0,0,0,3.0,11.0,0
6977,1974,Graduation,Together,75702.0,0.0,1.0,14-10-2012,87.0,1073,0.0,629,145.0,37.0,37.0,1.0,10.0,5.0,13.0,6.0,0,0,1,0,0,0,3.0,11.0,0
6289,1951,Master,Together,59385.0,1.0,1.0,28-04-2013,85.0,135,0.0,10,0.0,4.0,36.0,2.0,3.0,1.0,4.0,5.0,0,0,0,0,0,0,3.0,11.0,0
4168,1966,Graduation,Single,37070.0,1.0,1.0,20-03-2013,30.0,231,7.0,137,4.0,15.0,39.0,9.0,5.0,1.0,8.0,7.0,0,0,0,0,0,0,3.0,11.0,1
8397,1951,Graduation,Married,44689.0,1.0,1.0,10-01-2014,82.0,18,0.0,5,0.0,0.0,11.0,2.0,1.0,1.0,2.0,7.0,1,0,0,0,0,0,3.0,11.0,0
9284,1958,Graduation,Together,53977.0,0.0,1.0,08-06-2013,21.0,620,16.0,165,0.0,24.0,82.0,5.0,5.0,5.0,12.0,5.0,0,0,0,0,0,0,3.0,11.0,0
6237,1966,PhD,Single,7144.0,0.0,2.0,07-12-2013,92.0,81,4.0,33,5.0,2.0,291.0,0.0,23.0,1.0,1.0,0.0,0,0,0,0,0,0,3.0,11.0,0
3130,1964,Graduation,Single,18701.0,1.0,1.0,04-06-2013,95.0,12,4.0,2,10.0,6.0,10.0,4.0,2.0,0.0,4.0,5.0,0,0,0,0,0,0,3.0,11.0,0
1619,1956,Graduation,Married,90369.0,0.0,0.0,28-04-2014,2.0,292,51.0,981,224.0,23.0,17.0,1.0,4.0,6.0,6.0,1.0,0,0,0,0,0,0,3.0,11.0,1
1990,1974,PhD,Single,63159.0,0.0,0.0,05-11-2012,74.0,965,34.0,586,89.0,86.0,37.0,1.0,3.0,5.0,8.0,3.0,1,0,0,0,0,0,3.0,11.0,0
5513,1966,Graduation,Together,37758.0,1.0,1.0,04-10-2012,49.0,27,2.0,10,0.0,0.0,1.0,2.0,1.0,0.0,3.0,8.0,0,0,0,0,0,0,3.0,11.0,0
269,1963,PhD,Single,46757.0,0.0,1.0,16-11-2012,71.0,777,30.0,163,0.0,51.0,122.0,6.0,4.0,4.0,7.0,9.0,0,0,0,0,0,0,3.0,11.0,0
8093,1969,Master,Married,79734.0,0.0,0.0,28-06-2014,72.0,572,8.0,232,23.0,62.0,17.0,1.0,4.0,3.0,6.0,1.0,0,0,0,1,0,0,3.0,11.0,0
10513,1992,Graduation,Together,63207.0,0.0,0.0,20-01-2013,68.0,438,169.0,565,91.0,169.0,70.0,1.0,2.0,3.0,6.0,7.0,0,0,0,1,0,0,3.0,11.0,0
10177,1954,Graduation,Divorced,72071.0,0.0,1.0,14-02-2013,4.0,531,69.0,300,150.0,138.0,150.0,3.0,5.0,4.0,8.0,2.0,0,0,0,0,0,0,3.0,11.0,0
2549,1983,PhD,Together,21840.0,1.0,0.0,21-07-2013,80.0,17,0.0,9,0.0,0.0,1.0,1.0,1.0,0.0,3.0,9.0,0,0,0,0,0,0,3.0,11.0,0
5782,1982,2n Cycle,Together,58582.0,0.0,1.0,28-09-2013,15.0,402,35.0,106,101.0,77.0,42.0,2.0,9.0,2.0,9.0,5.0,0,1,0,0,0,0,3.0,11.0,0
10057,1951,Graduation,Single,72282.0,0.0,0.0,19-07-2013,70.0,503,27.0,419,90.0,139.0,153.0,1.0,5.0,7.0,9.0,7.0,0,0,0,0,0,0,3.0,11.0,1
10307,1956,Graduation,Married,50387.0,0.0,2.0,31-08-2013,91.0,369,9.0,87,12.0,14.0,34.0,3.0,6.0,2.0,8.0,5.0,0,0,0,0,0,0,3.0,11.0,0
8566,1961,PhD,Together,32583.0,1.0,1.0,15-06-2014,10.0,5,0.0,3,0.0,0.0,1.0,1.0,1.0,0.0,2.0,7.0,0,0,0,0,0,0,3.0,11.0,0
2415,1962,Graduation,Together,62568.0,0.0,1.0,07-04-2014,99.0,362,17.0,398,80.0,35.0,61.0,3.0,5.0,3.0,5.0,4.0,0,0,0,1,0,0,3.0,11.0,0
5684,1971,Master,Divorced,44635.0,1.0,1.0,11-10-2013,25.0,56,0.0,9,0.0,0.0,3.0,2.0,2.0,0.0,3.0,7.0,0,0,0,0,0,0,3.0,11.0,0
8334,1971,Master,Single,33316.0,1.0,1.0,04-10-2013,34.0,79,1.0,31,4.0,4.0,12.0,3.0,2.0,1.0,4.0,6.0,0,0,0,0,0,0,3.0,11.0,0
9166,1968,Graduation,Married,63967.0,0.0,1.0,09-08-2013,57.0,387,84.0,141,73.0,35.0,162.0,3.0,4.0,4.0,12.0,2.0,0,0,0,0,0,0,3.0,11.0,0
1440,1978,2n Cycle,Together,52513.0,0.0,0.0,04-09-2012,84.0,367,17.0,241,104.0,188.0,232.0,2.0,9.0,5.0,9.0,7.0,0,0,0,0,0,0,3.0,11.0,0
78,1969,Graduation,Married,25293.0,1.0,0.0,15-09-2013,51.0,15,0.0,11,0.0,2.0,9.0,1.0,1.0,1.0,2.0,8.0,0,0,0,0,0,0,3.0,11.0,0
5441,1965,PhD,Widow,54111.0,0.0,1.0,25-08-2013,97.0,267,6.0,54,8.0,3.0,50.0,2.0,5.0,2.0,6.0,5.0,0,0,0,0,0,0,3.0,11.0,0
5302,1986,Graduation,Together,78394.0,0.0,0.0,15-02-2013,13.0,298,27.0,697,216.0,24.0,166.0,1.0,4.0,6.0,5.0,2.0,0,0,0,0,0,0,3.0,11.0,1
4687,1958,Master,Married,80739.0,0.0,0.0,23-05-2013,92.0,674,92.0,736,39.0,0.0,92.0,1.0,3.0,11.0,9.0,1.0,0,0,0,0,0,0,3.0,11.0,0
1087,1975,Master,Together,22669.0,1.0,0.0,22-05-2013,30.0,16,14.0,36,37.0,22.0,48.0,3.0,4.0,1.0,2.0,9.0,0,0,0,0,0,0,3.0,11.0,1
6859,1987,Graduation,Single,29236.0,1.0,0.0,08-10-2013,30.0,37,4.0,24,16.0,9.0,9.0,2.0,4.0,0.0,3.0,9.0,0,0,0,0,0,0,3.0,11.0,0
9860,1959,Graduation,Together,44911.0,0.0,1.0,15-03-2013,11.0,159,0.0,22,2.0,1.0,31.0,3.0,4.0,1.0,4.0,7.0,0,0,0,0,0,0,3.0,11.0,0
7129,1962,PhD,Married,54693.0,0.0,1.0,17-02-2013,72.0,686,17.0,142,23.0,26.0,35.0,8.0,6.0,4.0,13.0,6.0,0,0,0,0,0,0,3.0,11.0,0
5866,1974,Graduation,Together,48186.0,1.0,0.0,20-03-2014,39.0,97,3.0,66,12.0,7.0,34.0,3.0,4.0,1.0,4.0,7.0,0,0,0,0,0,0,3.0,11.0,0
10521,1977,Graduation,Married,54809.0,1.0,1.0,11-09-2013,0.0,63,6.0,57,13.0,13.0,22.0,4.0,2.0,1.0,5.0,4.0,0,0,0,0,0,0,3.0,11.0,1
7393,1978,Graduation,Together,41580.0,1.0,1.0,10-12-2012,15.0,56,5.0,24,4.0,0.0,3.0,3.0,2.0,1.0,3.0,5.0,0,0,0,0,0,0,3.0,11.0,0
7849,1970,PhD,Married,80336.0,0.0,0.0,09-09-2013,12.0,209,19.0,456,160.0,142.0,66.0,1.0,2.0,9.0,13.0,1.0,0,0,0,0,0,0,3.0,11.0,0
332,1957,Graduation,Married,47743.0,0.0,1.0,22-03-2013,56.0,198,2.0,43,0.0,12.0,20.0,3.0,4.0,1.0,6.0,6.0,0,1,0,0,0,0,3.0,11.0,0
9847,1955,2n Cycle,Married,62972.0,0.0,1.0,03-08-2012,39.0,313,15.0,47,20.0,0.0,192.0,2.0,7.0,4.0,3.0,6.0,0,0,0,0,0,0,3.0,11.0,0
531,1954,PhD,Divorced,57333.0,0.0,1.0,22-09-2012,55.0,941,14.0,397,76.0,58.0,176.0,11.0,8.0,5.0,9.0,6.0,0,0,0,0,0,0,3.0,11.0,1
9576,1982,PhD,Together,32313.0,1.0,0.0,11-02-2013,60.0,86,4.0,56,2.0,4.0,7.0,3.0,4.0,0.0,4.0,9.0,0,0,0,0,0,0,3.0,11.0,0
6906,1953,Master,Widow,84953.0,0.0,0.0,03-06-2013,73.0,167,48.0,602,63.0,72.0,72.0,1.0,3.0,10.0,4.0,2.0,0,1,1,1,0,0,3.0,11.0,1
7419,1968,Master,Divorced,27071.0,1.0,0.0,23-04-2014,90.0,8,3.0,19,0.0,2.0,3.0,2.0,2.0,0.0,3.0,6.0,0,0,0,0,0,0,3.0,11.0,0
3170,1957,Master,Together,68148.0,0.0,0.0,31-08-2013,86.0,389,66.0,408,37.0,57.0,85.0,1.0,4.0,4.0,6.0,2.0,0,0,0,0,0,0,3.0,11.0,0
8527,1965,Master,Together,65735.0,1.0,1.0,07-12-2013,37.0,239,7.0,119,4.0,15.0,11.0,5.0,6.0,2.0,6.0,7.0,0,0,0,0,0,0,3.0,11.0,0
7872,1975,PhD,Married,86836.0,0.0,0.0,12-09-2012,7.0,179,21.0,273,0.0,21.0,63.0,1.0,6.0,10.0,6.0,5.0,1,0,1,1,0,0,3.0,11.0,1
9931,1963,PhD,Married,4023.0,1.0,1.0,23-06-2014,29.0,5,0.0,1,1.0,1.0,1.0,15.0,0.0,0.0,0.0,19.0,0,0,0,0,0,0,3.0,11.0,0
10595,1990,Graduation,Married,30093.0,0.0,0.0,08-07-2013,19.0,2,6.0,28,13.0,4.0,16.0,1.0,2.0,0.0,3.0,7.0,0,0,0,0,0,0,3.0,11.0,0
4609,1966,PhD,Married,57705.0,0.0,1.0,11-01-2014,14.0,383,0.0,53,6.0,4.0,40.0,3.0,8.0,1.0,6.0,6.0,0,0,0,0,0,0,3.0,11.0,0
5010,1988,Graduation,Single,25008.0,1.0,0.0,02-02-2014,72.0,2,8.0,8,6.0,1.0,9.0,2.0,1.0,0.0,3.0,8.0,0,0,0,0,0,0,3.0,11.0,0
4427,1995,2n Cycle,Single,83257.0,0.0,0.0,18-09-2012,56.0,536,27.0,590,38.0,107.0,67.0,1.0,5.0,10.0,12.0,6.0,1,0,1,0,0,1,3.0,11.0,1
11148,1975,Graduation,Together,22280.0,1.0,0.0,19-05-2013,85.0,2,1.0,4,3.0,1.0,2.0,1.0,1.0,0.0,2.0,8.0,0,0,0,0,0,0,3.0,11.0,0
1168,1978,PhD,Married,72159.0,0.0,0.0,29-10-2012,62.0,322,53.0,899,34.0,40.0,53.0,1.0,4.0,6.0,10.0,2.0,0,0,0,0,0,0,3.0,11.0,0
9595,1961,Graduation,Together,64260.0,0.0,0.0,11-01-2013,1.0,539,169.0,816,20.0,0.0,30.0,1.0,4.0,5.0,4.0,3.0,0,0,0,0,0,0,3.0,11.0,1
10163,1984,PhD,Single,82733.0,0.0,0.0,10-09-2013,28.0,712,50.0,420,65.0,38.0,38.0,1.0,8.0,4.0,7.0,4.0,0,0,0,0,0,0,3.0,11.0,1
2886,1971,Master,Divorced,74290.0,0.0,1.0,12-08-2013,70.0,1121,0.0,72,0.0,12.0,12.0,4.0,10.0,8.0,10.0,6.0,0,1,0,1,0,0,3.0,11.0,0
6710,1951,Master,Single,58217.0,2.0,1.0,17-11-2012,84.0,68,1.0,13,3.0,5.0,13.0,1.0,2.0,0.0,4.0,6.0,0,0,0,0,0,0,3.0,11.0,0
5316,1976,Master,Together,21024.0,0.0,0.0,04-07-2013,89.0,36,4.0,18,6.0,2.0,18.0,1.0,2.0,0.0,4.0,7.0,0,0,0,0,0,0,3.0,11.0,0
9029,1972,PhD,Married,70116.0,0.0,0.0,26-01-2013,73.0,707,44.0,603,95.0,58.0,29.0,1.0,2.0,8.0,12.0,1.0,0,0,0,0,0,0,3.0,11.0,0
521,1985,Graduation,Together,54006.0,1.0,0.0,18-09-2012,42.0,174,77.0,203,6.0,24.0,97.0,2.0,8.0,1.0,7.0,7.0,0,0,0,0,0,0,3.0,11.0,0
1459,1966,PhD,Married,69063.0,0.0,1.0,07-11-2012,16.0,666,35.0,124,69.0,8.0,26.0,1.0,5.0,3.0,5.0,3.0,0,0,0,0,0,0,3.0,11.0,0
10241,1975,2n Cycle,Divorced,11448.0,0.0,0.0,15-12-2013,16.0,0,0.0,0,6.0,2.0,6.0,1.0,1.0,0.0,2.0,6.0,0,0,0,0,0,0,3.0,11.0,0
1630,1979,Graduation,Single,61825.0,0.0,1.0,07-08-2013,56.0,162,50.0,100,55.0,30.0,27.0,1.0,4.0,2.0,8.0,4.0,0,0,0,0,0,0,3.0,11.0,0
3254,1971,Graduation,Married,70886.0,1.0,0.0,14-10-2013,65.0,407,70.0,239,103.0,88.0,53.0,1.0,5.0,4.0,4.0,2.0,0,0,0,0,0,0,3.0,11.0,0
9064,1982,Graduation,Married,69109.0,0.0,0.0,09-11-2012,10.0,823,25.0,459,124.0,29.0,95.0,1.0,6.0,6.0,7.0,4.0,0,0,1,0,0,0,3.0,11.0,1
3678,1973,Graduation,Widow,60208.0,1.0,1.0,07-10-2012,13.0,488,23.0,71,15.0,0.0,59.0,11.0,8.0,3.0,7.0,7.0,0,1,0,0,0,0,3.0,11.0,1
4227,1968,Master,Together,32889.0,1.0,1.0,06-09-2013,78.0,28,0.0,13,4.0,2.0,8.0,3.0,2.0,1.0,3.0,5.0,0,0,0,0,0,0,3.0,11.0,0
9467,1984,Graduation,Single,34738.0,1.0,0.0,11-05-2014,51.0,3,2.0,10,3.0,0.0,2.0,1.0,1.0,0.0,3.0,6.0,0,0,0,0,0,0,3.0,11.0,0
